# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19984	丐	gai4	P	beggar		
19984	丐	gai4	S	beg		
19984	丐	gai4	A	give		
21095	剧	ju4	P	theatrical plays, opera, drama		
21398	厖	mang2	P	bulky		
21398	厖	mang2	S	thick and large		
21398	厖	mang2	A	confused		
21499	叻	le4	P	smart, clever		
21802	唪	feng3	P	to recite, to intone or chant		
21903	喏	nuo4	P	respectful reply of assent to superiors		
22105	噙	qin2	P	hold in mouth		
22105	噙	qin2	S	bite		
22307	圣	sheng4	P	holy, sacred		
22408	垈	dai4	P	Japanese -nuta		
22408	垈	dai4	S	Korean -dae		
22509	埭	dai4	P	a dam, a jock		
22812	夜	ye4	P	night, dark		
22812	夜	ye4	S	in night		
22812	夜	ye4	A	by night		
22913	妁	shuo4	P	act as go-between		
23418	孺	ru2	P	child		
23418	孺	ru2	S	blood relation		
23418	孺	ru2	A	affection		
23519	察	cha2	P	examine, investigate		
23519	察	cha2	S	notice		
23721	岩	yan2	P	cliff		
23721	岩	yan2	S	rocks		
23721	岩	yan2	A	mountain		
23822	崎	qi2	P	rough, uneven, jagged, rugged		
24125	帽	mao4	P	hat, cap		
24125	帽	mao4	S	cap-like tops		
24327	弇	yan3	P	cover over, hide		
24327	弇	yan3	S	narrow-necked		
24428	彬	bin1	P	cultivated, well-bred		
24529	忑	te4	P	fearful		
24529	忑	te4	S	nervous		
24529	忑	te4	A	timid		
24731	悛	quan1	P	repent, reform		
24832	愀	qiao3	P	to change one's countenance, be anxious		
24832	愀	qiao3	S	to blush		
24933	慥	zao4	P	sincere, earnest		
25034	懊	ao4	P	vexed, worried, nervous		
25034	懊	ao4	S	regret		
25236	抔	pou2	P	take or hold up in both hands		
25438	捞	lao1	P	scoop out of water		
25438	捞	lao1	S	dredge, fish		
26145	昡	xuan4	P	long day		
26145	昡	xuan4	S	extended		
26145	昡	xuan4	A	relaxed		
26448	材	cai2	P	material, stuff		
26448	材	cai2	S	timber		
26448	材	cai2	A	talent		
26549	枵	xiao1	P	hollow stump of a tree		
26549	枵	xiao1	S	empty, thin		
27862	泖	mao3	P	still waters		
27862	泖	mao3	S	river in Jiangsu		
27963	活	huo2	P	live, exist, survive		
27963	活	huo2	S	lively		
28064	涠	wei2	P	still water		
28165	清	qing1	P	clear, pure, clean		
28165	清	qing1	S	peaceful		
28367	滏	fu3	P	river in Hebei		
28872	烈	lie4	P	fiery, violent, vehement, ardent		
29377	狁	yun3	P	a tribe of Scythian nomads		
29579	王	wang2	P	king, ruler		
29579	王	wang2	S	royal		
29680	珰	dang1	P	pendant ornaments, earrings		
29781	瑕	xia2	P	flaw in gem		
29781	瑕	xia2	S	fault, defect		
29882	璺	wen4	P	a crack, as in porcelain		
29983	生	sheng1	P	life, living, lifetime		
29983	生	sheng1	S	birth		
30589	睽	kui2	P	to squint		
30589	睽	kui2	S	to stare at		
30589	睽	kui2	A	unusual, strange		
30589	睽	kui2	A	hexagram ䷥		
30690	矢	shi3	P	arrow, dart		
30690	矢	shi3	S	vow, swear		
30791	硇	nao2	P	sal ammoniac		
31397	窥	kui1	P	peep, watch, spy on, pry		
31498	笊	zhao4	P	ladle, bamboo skimmer		
31902	粞	xi1	P	to mash rice		
33114	腚	ding4	P	buttock		
33720	莸	you2	P	Caryopteris divaricata		
33821	萝	luo2	P	type of creeping plant		
33821	萝	luo2	S	turnip		
33922	蒂	di4	P	peduncle or stem of plants		
34326	蘖	nie4	P	stump, sprout		
34427	虻	meng2	P	horsefly, gadfly		
35033	裙	qun2	P	skirt, apron, petticoat		
36144	贰	er4	P	number two		
36346	跺	duo4	P	stamp feet, step		
36750	辎	zi1	P	a supply cart, covered wagon, dray		
36851	迳	jing4	P	pass by, approach		
36851	迳	jing4	S	direct		
36952	遘	gou4	P	to meet		
36952	遘	gou4	S	to come across		
37053	邽	gui1	P	name of a place in Shaanxi province		
37154	鄢	yan1	P	name of a district in Honan		
37255	醇	chun2	P	rich, good as wine		
37255	醇	chun2	S	pure, unmixed		
38063	钯	ba3	P	palladium (element 46, Pd)		
38669	霍	huo4	P	quickly, suddenly		
39073	颡	sang3	P	the forehead		
39073	颡	sang3	S	to kowtow		
39275	饫	yu4	P	surfeited, satiated		
39275	饫	yu4	S	confer		
39578	骚	sao1	P	harass, bother, annoy, disturb		
40487	鸧	cang1	P	oriole		
178150	𫟦	sui4	P	decoration on carriage		
183099	𬬻	lu2	P	fireplace, stove, oven, furnace		
