# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
17898	䗪	zhe4	P	Eupolyphaga sinensis, Chinese ground bettle		
19615	䲟	yin4	P	live sharksucker (Echeneis naucrates)		
20120	亘	gen4	P	extend across, through		
20120	亘	gen4	S	from		
20221	份	fen4	P	portion, part		
20221	份	fen4	S	duty		
20524	倬	zhuo1	P	noticeable, large		
20524	倬	zhuo1	S	clear, distinct		
20928	净	jing4	P	clean, pure		
20928	净	jing4	S	cleanse		
21534	吞	tun1	P	swallow		
21534	吞	tun1	S	absorb, annex, engulf		
21736	哨	shao4	P	whistle, blow whistle		
21736	哨	shao4	S	chirp		
22140	噼	pi1	P	sound		
22140	噼	pi1	S	a child's buttocks		
22241	囡	nan1	P	one's daughter		
22241	囡	nan1	S	to filch		
22241	囡	nan1	A	to secrete		
22443	垫	dian4	P	advance money, pay for another		
22948	妤	yu2	P	beautiful, fair, handsome		
23049	娉	ping1	P	beautiful, attractive, charming, graceful		
23453	宝	bao3	P	treasure, jewel		
23453	宝	bao3	S	precious, rare		
24665	恙	yang4	P	illness, sickness		
24665	恙	yang4	S	indisposition		
24867	愣	leng4	P	be in a daze		
25776	撰	zhuan4	P	compose, write, compile		
26483	杳	yao3	P	obscure, dark, mysterious, deep		
26584	柘	zhe4	P	a thorny tree		
26584	柘	zhe4	S	sugarcane		
26685	栽	zai1	P	to cultivate, plant		
26685	栽	zai1	S	to care for plants		
26786	梢	shao1	P	pointed tip of something long like a branch		
26786	梢	shao1	S	rudder		
27493	步	bu4	P	step, pace		
27493	步	bu4	S	walk, stroll		
27695	氯	lü4	P	chlorine (element 17, Cl)		
27796	沔	mian3	P	flood		
27796	沔	mian3	S	overflowing		
27998	浞	zhuo2	P	to soak, to steep in water		
28301	溍	jin4	P	water		
28604	澼	pi4	P	bleach		
28604	澼	pi4	S	wash, clean		
28806	炆	wen2	P	to simmer, cook over a slow fire		
28907	烫	tang4	P	scald, heat		
28907	烫	tang4	S	wash		
28907	烫	tang4	A	iron clothes		
29109	熵	shang1	P	entropy		
29210	爚	yue4	P	bright		
29210	爚	yue4	S	fiery		
29311	牿	gu4	P	shed, pen		
29614	玮	wei3	P	type of jade		
29614	玮	wei3	S	rare, valuable		
30220	瘌	la4	P	severe		
30220	瘌	la4	S	poisonous		
30220	瘌	la4	A	dangerous		
30220	瘌	la4	A	itch and other skin diseases		
30624	瞠	cheng1	P	look at, stare at, gaze at		
30826	硪	wo4	P	a tool for making rammed earth		
30826	硪	wo4	S	lofty		
31028	礴	bo2	P	fill, extend		
31230	秾	nong2	P	thick, lush, in clusters		
31735	篷	peng2	P	awning, covering		
31735	篷	peng2	S	sail		
31735	篷	peng2	A	boat		
32442	纺	fang3	P	spin, reel, weave		
32442	纺	fang3	S	reeled pongee		
32543	缟	gao3	P	white raw silk		
32745	翩	pian1	P	fly, flutter		
33048	脘	wan3	P	internal cavity of stomach		
33149	腽	wa4	P	fat		
33351	艇	ting3	P	small boat, dugout, punt		
33452	芬	fen1	P	fragrance, aroma		
33452	芬	fen1	S	perfume		
33553	茑	niao3	P	Convolvulus, bindweed		
33553	茑	niao3	S	parasitic plants such as mistletoe		
33553	茑	niao3	A	Ribes ambiguum		
34563	蜃	shen4	P	marine monster which can change its shape		
34563	蜃	shen4	S	water spouts		
34563	蜃	shen4	A	clams		
34866	蠲	juan1	P	millipede		
34866	蠲	juan1	S	glow-worm		
34866	蠲	juan1	A	bright, clear		
34967	袗	zhen3	P	unlined garments		
34967	袗	zhen3	S	hem of garment		
35270	视	shi4	P	look at, inspect, observe, see		
35775	访	fang3	P	visit		
35775	访	fang3	S	ask, inquire		
35876	谤	bang4	P	slander, libel		
36179	赓	geng1	P	continue		
36280	趸	dun3	P	sell or buy wholesale		
36280	趸	dun3	S	store		
36381	踝	huai2	P	ankle		
36785	辱	ru3	P	humiliate, insult, abuse		
36886	逖	ti4	P	far, distant		
36886	逖	ti4	S	keep at distance		
37189	酅	xi1	P	raise feet		
37189	酅	xi1	S	town in Shandong province		
37290	醪	lao2	P	unclear wine, wine with dregs		
37492	鉴	jian4	P	mirror, looking glass		
37492	鉴	jian4	S	reflect		
37694	錾	zan4	P	engraving tool, chisel		
38098	铒	er3	P	erbium (element 68, Er)		
38199	锷	e4	P	high, lofty		
38199	锷	e4	S	edge of knife		
38401	阁	ge2	P	chamber, pavilion		
38401	阁	ge2	S	cabinet		
38704	霰	xian4	P	hail, sleet		
40522	鹊	que4	P	magpie		
40522	鹊	que4	S	Pica species (various)		
