# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19732	䴔	jiao1	P	the fishing cormorant		
20035	乃	nai3	P	then		
20035	乃	nai3	S	really, indeed		
20035	乃	nai3	A	as it turned out, after all		
20035	乃	nai3	A	namely		
20136	亨	heng1	P	smoothly, progressing, no trouble		
20237	伍	wu3	P	five, company of five		
20237	伍	wu3	S	troops		
20439	俗	su2	P	social customs		
20439	俗	su2	S	vulgar, unrefined		
20540	值	zhi2	P	price		
20742	儆	jing3	P	warn		
20742	儆	jing3	S	warning		
20843	八	ba1	P	eight		
20843	八	ba1	S	all around, all sides		
21247	勿	wu4	P	must not, do not		
21247	勿	wu4	S	without, never		
21348	卤	lu3	P	salt		
21550	吮	shun3	P	suck with mouth, sip, lick		
22055	嘧	mi4	P	pyrimidine		
22257	囱	cong1	P	chimney		
22560	堠	hou4	P	battlements, battlemented walls		
22661	墅	shu4	P	villa, country house		
22863	奏	zou4	P	memorialize emperor		
22863	奏	zou4	S	report		
23267	嫣	yan1	P	charming, fascinating		
23267	嫣	yan1	S	gay		
23873	嵁	kan1	P	rugged		
24580	怄	ou4	P	annoyed		
24681	恩	en1	P	kindness, mercy, charity		
24782	惎	ji4	P	injure, harm, murder		
25287	拇	mu3	P	thumb		
25287	拇	mu3	S	big toe		
25590	揶	ye2	P	make fun of, ridicule		
25691	摛	chi1	P	to spread (name, news)		
25691	摛	chi1	S	to be known		
25792	擀	gan3	P	roll flat		
25893	攥	zuan4	P	hold		
25893	攥	zuan4	S	grip		
25893	攥	zuan4	A	grasp		
26095	旯	la2	P	nook, corner		
26196	晔	ye4	P	bright		
26196	晔	ye4	S	radiant		
26196	晔	ye4	A	thriving		
26297	暹	xian1	P	rise		
26297	暹	xian1	S	advance, go forward		
27004	楼	lou2	P	building of two or more stories		
27307	檫	cha2	P	sassafras tzumu		
27711	氿	jiu3	P	spring		
27812	沤	ou4	P	soak, steep		
27812	沤	ou4	S	sodden or soaked		
28014	浮	fu2	P	to float, drift, waft		
28014	浮	fu2	S	to exceed		
28014	浮	fu2	A	superfluous		
28216	游	you2	P	to swim		
28216	游	you2	S	float, drift		
28216	游	you2	A	wander, roam		
28822	炖	dun4	P	heat with fire		
28822	炖	dun4	S	stew		
29327	犏	pian1	P	yak-ox		
29428	狴	bi4	P	a kind of tapir		
29428	狴	bi4	S	a fierce beast depicted on the door of prisons		
29832	璈	ao2	P	ancient musical instrument		
30438	盦	an1	P	lid of a caldron		
30438	盦	an1	S	Buddhist cloister		
30640	瞰	kan4	P	watch, spy		
30640	瞰	kan4	S	overlook		
30640	瞰	kan4	A	look down		
31246	税	shui4	P	taxes		
31751	簇	cu4	P	swarm, crowd together, cluster		
32458	绊	ban4	P	loop, catch		
32458	绊	ban4	S	fetter, shackle		
32559	缯	zeng1	P	silk fabrics		
32660	羔	gao1	P	lamb, kid		
32963	胃	wei4	P	stomach		
32963	胃	wei4	S	gizzard of fowl		
32963	胃	wei4	A	17th lunar mansion, determinative star 35 Arietis		
33468	芼	mao4	P	to choose		
33468	芼	mao4	S	to select		
33468	芼	mao4	A	greens		
33670	莆	pu2	P	a kind of legendary tree		
34276	藤	teng2	P	rattan, cane		
34276	藤	teng2	S	creeper plant		
34579	蜓	ting2	P	dragonfly		
35286	觖	jue2	P	to long for		
35286	觖	jue2	S	dissatisfied		
35286	觖	jue2	A	to criticize		
35791	诏	zhao4	P	decree, proclaim		
35791	诏	zhao4	S	imperial decree		
35892	谴	qian3	P	reprimand, scold, abuse		
36195	赣	gan4	P	Jiangxi province		
36195	赣	gan4	S	places therein		
36801	迁	qian1	P	move, shift, change		
36801	迁	qian1	S	transfer		
36801	迁	qian1	A	relocate a capital city		
36902	逦	li3	P	meandering, winding		
37003	邋	la1	P	rags		
37306	醺	xun1	P	get drunk, be intoxicated		
38114	铢	zhu1	P	unit of weight, one twenty-fourth of a Chinese ounce (liang)		
38215	镇	zhen4	P	town, market place		
38215	镇	zhen4	S	suppress		
38417	阑	lan2	P	door screen		
38417	阑	lan2	S	railing fence		
38518	陶	tao2	P	pottery, ceramics		
39124	飔	si1	P	cool breeze of autumn		
40538	鹚	ci2	P	cormorant		
40841	龉	yu3	P	uneven teeth		
40841	龉	yu3	S	to disagree		
183554	𬴂	fei1	P	horse		
183554	𬴂	fei1	S	run		
