# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19886	䶮	yan3	P	used in personal names		
19987	专	zhuan1	P	monopolize, take sole possession		
20088	乸	na3	P	feminine suffix		
20189	仝	tong2	P	together, same		
20391	侧	ce4	P	side		
20391	侧	ce4	S	incline, slant, lean		
20492	倌	guan1	P	assistant in wine shop, groom		
20694	僖	xi1	P	joy, gladness, delight		
21098	剪	jian3	P	scissors		
21098	剪	jian3	S	cut, divide, separate		
22007	嗷	ao2	P	loud clamor		
22007	嗷	ao2	S	sound of wailing		
22108	噜	lu1	P	verbose, talkative		
22108	噜	lu1	S	mumbling		
22411	型	xing2	P	pattern, model, type		
22411	型	xing2	S	law		
22411	型	xing2	A	mold		
22815	够	gou4	P	enough, adequate		
22916	妄	wang4	P	absurd, foolish, reckless		
22916	妄	wang4	S	false		
23219	媳	xi2	P	daughter-in-law		
23421	孽	nie4	P	evil		
23421	孽	nie4	S	son of concubine		
23421	孽	nie4	A	ghost		
23724	岬	jia3	P	cape		
23724	岬	jia3	S	promontory, headland		
24229	庥	xiu1	P	shade		
24229	庥	xiu1	S	shelter, protection		
24330	弊	bi4	P	evil, wrong, bad		
24330	弊	bi4	S	criminal		
24835	愃	xuan1	P	relax		
24936	慨	kai3	P	sigh, regret		
24936	慨	kai3	S	generous		
25239	抗	kang4	P	resist, oppose, defy, reject		
25340	拼	pin1	P	join together, link, incorporate		
25441	捡	jian3	P	to pick up		
25542	揆	kui2	P	prime minister		
25542	揆	kui2	S	to guess, estimate		
26148	昤	ling2	P	sunshine		
26451	杓	biao1	P	handle of cup, ladle, spoon		
26653	栝	gua1	P	a builder's frame for measuring		
27057	榱	cui1	P	rafter		
27562	殪	yi4	P	die		
27562	殪	yi4	S	kill, exterminate		
27764	汴	bian4	P	Henan		
27865	泙	ping2	P	roar		
27966	派	pai4	P	school of thought, sect, branch		
28067	涣	huan4	P	scatter		
28067	涣	huan4	S	scattered		
28471	漷	huo3	P	river in Hebei province		
28572	澜	lan2	P	overflowing		
28572	澜	lan2	S	waves, ripples		
28976	焰	yan4	P	flame, blaze		
28976	焰	yan4	S	glowing, blazing		
29380	狄	di2	P	tribe from northern China		
29481	猩	xing1	P	species of orangutan		
29582	玎	ding1	P	jingling, tinkling		
30592	瞀	mao4	P	to look at closely		
30592	瞀	mao4	S	nearsighted		
30592	瞀	mao4	A	dim		
30592	瞀	mao4	A	indistinct vision		
30693	知	zhi1	P	know, perceive, comprehend		
30794	硊	hui4	P	the name of a place in Wuhu county, Anhui province		
31400	窨	yin4	P	a cellar, a store-room		
31602	筲	shao1	P	basket, bucket		
32915	肓	huang1	P	region between heart and diaphragm		
33016	胸	xiong1	P	breast, bosom, chest		
33016	胸	xiong1	S	thorax		
33521	英	ying1	P	petal, flower, leaf		
33521	英	ying1	S	brave, a hero		
33521	英	ying1	A	England, English		
33622	荖	lao3	P	betel pepper		
34430	虾	xia1	P	shrimp, prawn		
34632	蝈	guo1	P	small green frog		
34632	蝈	guo1	S	cicada		
34733	螭	chi1	P	a dragon whose horns have not grown		
34733	螭	chi1	S	cruel		
34935	衷	zhong1	P	heart, from bottom of one's heart		
35137	襁	qiang3	P	swaddling clothes		
35844	谄	chan3	P	flatter, truckle, toady		
36147	贳	shi4	P	borrow		
36147	贳	shi4	S	pardon		
36147	贳	shi4	A	loan		
36349	跽	ji4	P	to kneel for a long time, to go down on hands and knees		
36450	蹢	di2	P	pig's hoof		
36753	辑	ji2	P	gather up, collect		
36753	辑	ji2	S	edit, compile		
36955	遛	liu4	P	take walk, stroll		
38066	钲	zheng1	P	kind of gong used in ancient times by troops on the march		
38167	锗	zhe3	P	germanium (element 32, Ge)		
39076	颤	chan4	P	shiver, tremble		
39076	颤	chan4	S	trembling		
39581	骝	liu2	P	famous horse		
40086	鲖	tong2	P	snakefish		
40490	鸪	gu1	P	Arborophila species (various)		
