# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
16558	䂮	lüe4	P	stone, to sharpen a knife, sharp-pointed		
16558	䂮	lüe4	S	sharp, vigorous		
16558	䂮	lüe4	A	energetic		
16558	䂮	lüe4	A	keen		
19992	丘	qiu1	P	hill		
19992	丘	qiu1	S	elder		
19992	丘	qiu1	A	empty		
19992	丘	qiu1	A	a name		
20396	侬	nong2	P	I		
20396	侬	nong2	S	you		
20396	侬	nong2	A	family name		
20598	偶	ou3	P	accidentally, coincidently		
20598	偶	ou3	S	an idol		
20800	兀	wu4	P	to cut off the feet		
20901	冥	ming2	P	dark, gloomy, night		
20901	冥	ming2	S	deep		
21002	刊	kan1	P	publication, periodical		
21002	刊	kan1	S	publish		
21103	副	fu4	P	assist		
21103	副	fu4	S	supplement		
21103	副	fu4	A	assistant		
21204	勔	mian3	P	endeavor, make effort		
21204	勔	mian3	S	urge		
21305	匹	pi3	P	bolt of cloth		
21305	匹	pi3	S	counter for horses		
21507	吃	chi1	P	eat		
21507	吃	chi1	S	drink		
21507	吃	chi1	A	suffer, endure, bear		
21608	周	zhou1	P	Zhou dynasty		
21608	周	zhou1	S	circumference		
21709	响	xiang3	P	make sound, make noise		
21709	响	xiang3	S	sound		
22517	埵	duo3	P	hardened dirt or clay		
22517	埵	duo3	S	cluster		
22820	夤	yin2	P	distant place		
22820	夤	yin2	S	remote		
22820	夤	yin2	A	deep		
23022	姮	heng2	P	lady		
23224	媸	chi1	P	an ugly woman		
23729	岱	dai4	P	Daishan, one of the Five Sacred Mountains in China		
23830	崖	ya2	P	cliff, precipice		
23830	崖	ya2	S	precipitous		
24133	幅	fu2	P	piece, strip, breadth of, hem		
24335	式	shi4	P	style, system, formula, rule		
24537	忙	mang2	P	busy, pressed for time		
24537	忙	mang2	S	hustling		
24739	患	huan4	P	suffer, worry about		
24739	患	huan4	S	suffering		
24840	愈	yu4	P	more and more, even more		
24941	慭	yin4	P	cautious		
24941	慭	yin4	S	willing		
24941	慭	yin4	A	but		
25042	懒	lan3	P	lazy, languid, listless		
25143	户	hu4	P	door		
25143	户	hu4	S	family		
25345	持	chi2	P	sustain, support		
25345	持	chi2	S	hold, grasp		
25749	撕	si1	P	rip, tear		
25749	撕	si1	S	buy cloth		
26052	旄	mao2	P	a kind of ancient flag		
26052	旄	mao2	S	old		
26355	曳	ye4	P	trail, tow, drag, pull		
26860	棬	quan1	P	bowl		
27264	檀	tan2	P	sandalwood, hardwood		
27668	气	qi4	P	steam, vapor		
27769	汹	xiong1	P	turbulent		
27769	汹	xiong1	S	noisy, restless		
27870	泞	ning4	P	mud		
27870	泞	ning4	S	miry, muddy, stagnant		
27971	浃	jia1	P	saturate, drench		
27971	浃	jia1	S	damp, wet		
28173	渍	zi4	P	soak, steep		
28173	渍	zi4	S	dye		
28173	渍	zi4	A	stains		
28173	渍	zi4	A	sodden		
28274	湲	yuan2	P	flow		
28375	滗	bi4	P	drain		
28476	漼	cui3	P	having the appearance of depth		
28577	澡	zao3	P	wash, bathe		
28779	火	huo3	P	fire, flame		
28779	火	huo3	S	burn		
28779	火	huo3	A	anger, rage		
29284	牤	mang1	P	a bull		
29385	狉	pi1	P	fox-cub		
29486	献	xian4	P	offer, present		
29486	献	xian4	S	show, display		
29587	玓	di4	P	pearly		
30193	痱	fei4	P	heat rash, prickly heat		
