# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19985	丑	chou3	P	clown, comedian		
19985	丑	chou3	S	second earthly branch		
20995	刃	ren4	P	edged tool, cutlery, knife edge		
21197	勍	qing2	P	strong, powerful, mighty		
21197	勍	qing2	S	violent		
21500	叼	diao1	P	hold in mouth		
21702	哆	duo1	P	tremble, shiver, shudder, quiver		
22005	嗵	tong1	P	used for sound		
22914	如	ru2	P	if, supposing		
22914	如	ru2	S	as if		
22914	如	ru2	A	like, as		
23318	嬖	bi4	P	favorite		
23318	嬖	bi4	S	a minion		
23621	居	ju1	P	live, dwell, reside, sit		
23924	嵴	ji2	P	mountain ridge		
24328	弈	yi4	P	Chinese chess		
24429	彭	peng2	P	name of ancient country		
24429	彭	peng2	S	surname		
24530	忒	tui1	P	excessive		
24530	忒	tui1	S	too		
24530	忒	tui1	A	very-usually of objectionable things		
24530	忒	tui1	A	to err		
24530	忒	tui1	A	to mistake		
24833	愁	chou2	P	anxiety		
24833	愁	chou2	S	to worry about, be anxious		
25035	懋	mao4	P	splendid, grand, majestic		
25237	投	tou2	P	throw, cast, fling, pitch		
25237	投	tou2	S	jump		
25439	损	sun3	P	diminish		
25439	损	sun3	S	impair		
25439	损	sun3	A	injure		
25540	揄	yu2	P	lift, raise		
25540	揄	yu2	S	praise		
25540	揄	yu2	A	hang		
25540	揄	yu2	A	flap		
26045	施	shi1	P	grant, bestow		
26045	施	shi1	S	give		
26045	施	shi1	A	act		
26045	施	shi1	A	name		
26247	暇	xia2	P	leisure, relaxation, spare time		
26449	村	cun1	P	village, hamlet		
26449	村	cun1	S	uncouth, vulgar		
26550	架	jia4	P	rack, stand, prop		
26550	架	jia4	S	prop up		
27257	橹	lu3	P	oar, scull		
27257	橹	lu3	S	row, scull		
27459	歃	sha4	P	smear one's mouth with blood of a victim when taking an oath		
27661	氍	qu2	P	fine woollen cloth		
27661	氍	qu2	S	a mat used by the emperor in worshipping god		
27762	汲	ji2	P	draw water from well		
27762	汲	ji2	S	imbibe		
27863	泗	si4	P	mucous		
27863	泗	si4	S	nasal flow		
27863	泗	si4	A	sniffle		
27863	泗	si4	A	river in Shandong		
27964	洼	wa1	P	hollow		
27964	洼	wa1	S	pit		
27964	洼	wa1	A	depression		
27964	洼	wa1	A	swamp		
29277	牝	pin4	P	female of species		
29277	牝	pin4	S	deep gorge		
29378	狂	kuang2	P	insane, mad		
29378	狂	kuang2	S	violent		
29378	狂	kuang2	A	wild		
30186	痪	huan4	P	paralysis, numbness of limbs		
30388	皴	cun1	P	chapped, cracked		
30489	眙	yi2	P	to gaze at		
30590	睾	gao1	P	testicle		
30691	矣	yi3	P	particle of completed action		
31095	祷	dao3	P	pray		
31095	祷	dao3	S	entreat, beg, plead		
31095	祷	dao3	A	prayer		
31398	窦	dou4	P	hole, burrow		
31398	窦	dou4	S	corrupt		
31499	笋	sun3	P	bamboo shoots		
31903	粟	su4	P	unhusked millet		
31903	粟	su4	S	grain		
32509	绽	zhan4	P	ripped seam, rend, crack		
33014	胶	jiao1	P	glue, gum, resin, rubber		
33014	胶	jiao1	S	sound		
33014	胶	jiao1	A	shin bone		
33216	臀	tun2	P	buttocks		
33418	芊	qian1	P	exuberant and vigorous foliage		
33519	苯	ben3	P	benzene		
33519	苯	ben3	S	luxuriant		
33620	荔	li4	P	lichee		
33721	莹	ying2	P	luster of gems		
33721	莹	ying2	S	bright, lustrous		
34428	虼	ge4	P	a flea		
34428	虼	ge4	S	species of beetle		
34731	螫	shi4	P	poison		
34731	螫	shi4	S	sting		
34731	螫	shi4	A	poisonous insect		
35842	谂	shen3	P	consult carefully with, counsel		
36145	贱	jian4	P	mean, low		
36145	贱	jian4	S	cheap, worthless		
36347	跻	ji1	P	ascend, go up, rise		
36751	辏	cou4	P	hubs of wheel		
36751	辏	cou4	S	converge around		
37054	邾	zhu1	P	a feudal state which existed B.C.700-469		
37054	邾	zhu1	S	now in Shandong		
37155	鄣	zhang1	P	name of an ancient city in N. Jiangsu, near Shandong		
38064	钰	yu4	P	rare treasure		
38165	锕	a1	P	actinium (Ac)		
38468	附	fu4	P	adhere to, append		
38468	附	fu4	S	rely on near to		
38569	隩	ao4	P	profound, subtle		
38569	隩	ao4	S	warm		
38670	霎	sha4	P	light rain, drizzle		
38670	霎	sha4	S	an instant		
38670	霎	sha4	A	passing		
38771	靳	jin4	P	strap on a horse's breast		
39074	颢	hao4	P	luminous		
39074	颢	hao4	S	white, hoary		
39276	饬	chi4	P	order		
39276	饬	chi4	S	command		
39276	饬	chi4	A	give command		
39579	骛	wu4	P	gallop		
39579	骛	wu4	S	rush about		
39579	骛	wu4	A	pursue, run		
40084	鲔	wei3	P	kind of sturgeon, tuna		
40488	鸨	bao3	P	bustard		
40488	鸨	bao3	S	procuress		
40488	鸨	bao3	A	Otis species (various)		
