# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20110	于	yu2	P	in, on, at		
20110	于	yu2	S	go to		
20211	仳	pi3	P	separate, part company		
20312	佘	she2	P	surname		
20716	僬	jiao1	P	clever		
20716	僬	jiao1	S	alert in mind pigmies		
20817	兑	dui4	P	cash		
20817	兑	dui4	S	exchange		
20918	冶	ye3	P	smelt, fuse metals		
20918	冶	ye3	S	cast, found		
21322	半	ban4	P	half		
21726	哞	mou1	P	moo		
21827	啃	ken3	P	gnaw, chew, bite		
22433	垡	fa2	P	plow soil		
22534	堆	dui1	P	heap, pile, crowd		
22534	堆	dui1	S	pile up		
22635	填	tian2	P	fill in, fill up		
22635	填	tian2	S	make good		
23039	姿	zi1	P	one's manner, carriage, bearing		
23140	婤	zhou1	P	lovely		
23241	嫉	ji2	P	jealousy		
23241	嫉	ji2	S	be jealous of		
23544	寸	cun4	P	inch		
23544	寸	cun4	S	small, tiny		
23746	峂	tong2	P	name of a place in Běijīng's Shìhǎidiàn district		
23847	崧	song1	P	high mountain		
23847	崧	song1	S	lofty, eminent		
24049	己	ji3	P	self, oneself		
24049	己	ji3	S	personal, private		
24049	己	ji3	A	6th heavenly stem		
24352	张	zhang1	P	stretch, extend, expand		
24352	张	zhang1	S	sheet		
24554	忪	song1	P	quiet, calm, tranquil, peaceful		
24756	悴	cui4	P	suffer, become emaciated, haggard		
25160	扈	hu4	P	escort, retinue		
25160	扈	hu4	S	insolent		
25463	捷	jie2	P	win, victory, triumph		
25665	摁	en4	P	to press with the hand		
26170	昺	bing3	P	bright, glorious		
26170	昺	bing3	S	brilliant		
26473	杩	ma4	P	headboard		
26675	栳	lao3	P	a basket		
27281	檑	lei2	P	logs rolled down to defend a city		
27887	泯	min3	P	destroy, eliminate		
27887	泯	min3	S	perish		
27988	浔	xun2	P	steep bank by stream		
27988	浔	xun2	S	jiujiang		
28392	滨	bin1	P	beach, sea coast		
28392	滨	bin1	S	river bank		
28493	潍	wei2	P	county in Shandong province		
28796	灼	zhuo2	P	burn		
28796	灼	zhuo2	S	broil		
28796	灼	zhuo2	A	cauterize		
28796	灼	zhuo2	A	bright		
29301	牵	qian1	P	drag, pull, lead by hand		
29503	猿	yuan2	P	ape		
29604	玤	bang4	P	a kind of gem inferior to jade		
29705	琉	liu2	P	sparkling stone		
29705	琉	liu2	S	glazed, opaque		
30008	甸	dian4	P	suburbs of capital		
30008	甸	dian4	S	govern		
30008	甸	dian4	A	crops		
30109	疝	shan4	P	hernia, rupture		
30715	矻	ku1	P	toil, slave away		
30715	矻	ku1	S	busy		
31119	福	fu2	P	happiness, good fortune, blessing		
32432	纰	pi1	P	spoiled silk		
32432	纰	pi1	S	hem of dress		
32432	纰	pi1	A	mista		
32533	缕	lü3	P	thread		
32533	缕	lü3	S	detailed, precise		
32937	肩	jian1	P	shoulders		
32937	肩	jian1	S	to shoulder		
32937	肩	jian1	A	bear		
33038	脎	sa4	P	osazone		
33644	荬	mai3	P	a plant name		
34048	蔀	bu4	P	screen		
34553	蛹	yong3	P	chrysalis, larva		
34957	袍	pao2	P	long gown, robe, cloak		
35765	讵	ju4	P	an interjection used express surprise		
35866	谚	yan4	P	proverb, maxim		
36169	赉	lai4	P	give, present, confer		
38088	铈	shi4	P	cerium (element 58, Ce)		
38189	锭	ding4	P	spindle, slab, cake, tablet		
38593	雁	yan4	P	wild goose		
38795	鞋	xie2	P	shoes, footwear in general		
39300	馄	hun2	P	dumpling soup, wonton		
39704	鬘	man2	P	beautiful hair		
40108	鲬	yong3	P	a flathead (fish)		
163833	𧿹	mu3	P	thumb, big toe		
