# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20193	仡	ge1	P	strong		
20193	仡	ge1	S	valiant		
20294	但	dan4	P	only		
20294	但	dan4	S	but, however, yet, still		
20698	僚	liao2	P	companion, colleague		
20698	僚	liao2	S	officials		
20698	僚	liao2	A	bureaucracy		
20698	僚	liao2	A	a pretty face		
20799	儿	er2	P	son, child		
20900	冤	yuan1	P	grievance, injustice, wrong		
21405	厝	cuo4	P	cut or engrave		
21405	厝	cuo4	S	a grave or tombstone		
21708	哌	pai4	P	used in translation		
21809	唱	chang4	P	sing, chant, call		
21809	唱	chang4	S	ditty, song		
22314	圪	ge1	P	a pimple		
22314	圪	ge1	S	a mound		
22516	埴	zhi2	P	soil with large clay content		
22920	妈	ma1	P	mother, mama		
23627	屋	wu1	P	house		
23627	屋	wu1	S	room		
23627	屋	wu1	A	building, shelter		
24132	幄	wo4	P	tent		
24132	幄	wo4	S	mosquito net		
24435	彳	chi4	P	step with left foot		
24435	彳	chi4	S	rad. no 60		
24536	忘	wang4	P	forget		
24536	忘	wang4	S	neglect		
24536	忘	wang4	A	miss, omit		
24940	慬	qin2	P	brave		
24940	慬	qin2	S	cautious		
24940	慬	qin2	A	sad		
25041	懑	men4	P	be sick at heart, sorrowful, sad		
25243	抛	pao1	P	throw (away)		
25950	敞	chang3	P	roomy, spacious, open, broad		
26051	旃	zhan1	P	silk banner with bent pole		
26152	昨	zuo2	P	yesterday		
26152	昨	zuo2	S	in former times, past		
26758	梆	bang1	P	watchman's rattle		
26859	棫	yu4	P	thorny shrub with yellow flowers		
26859	棫	yu4	S	a kind of oak		
27465	歉	qian4	P	deficient, lacking, insufficient		
27667	氓	mang2	P	people		
27667	氓	mang2	S	subjects		
27667	氓	mang2	A	vassals		
28071	涧	jian4	P	brook, mountain stream		
28172	渌	lu4	P	strain		
29081	熙	xi1	P	bright, splendid, glorious		
29384	狈	bei4	P	a legendary animal with short forelegs which rode a wolf		
29687	珷	wu3	P	an inferior gem		
29788	瑜	yu2	P	flawless gem or jewel		
29990	甦	su1	P	be reborn		
29990	甦	su1	S	resuscitate, revive		
30192	痰	tan2	P	phlegm, mucus, spittle		
30495	真	zhen1	P	real, actual, true, genuine		
30596	瞄	miao2	P	take aim at		
30596	瞄	miao2	S	look at		
30697	矩	ju3	P	carpenter's square, ruler, rule		
30798	硎	xing2	P	whetstone		
30899	碳	tan4	P	carbon (element 6, C)		
31404	窬	yu2	P	a small door or window		
31404	窬	yu2	S	a hole in the wall to cut through a wall		
31505	笑	xiao4	P	smile, laugh, giggle		
31505	笑	xiao4	S	snicker		
31808	籀	zhou4	P	recite, read		
31808	籀	zhou4	S	style of calligraphy		
31909	粥	zhou1	P	rice gruel, congee		
32010	紊	wen3	P	confused, disorder		
32515	缃	xiang1	P	light-yellow color		
32616	罨	yan3	P	medical compress		
32616	罨	yan3	S	fish net		
33020	胼	pian2	P	callus, calluses		
33222	臆	yi4	P	chest, breast, bosom		
33222	臆	yi4	S	thought		
33323	舫	fang3	P	fancy boat, yacht		
33626	荚	jia2	P	pods of leguminous plants		
33626	荚	jia2	S	pods		
33727	莿	ci4	P	thorn		
33828	萤	ying2	P	glow-worm, luminous insect		
33929	蒉	kui4	P	edible amaranth		
33929	蒉	kui4	S	straw basket		
34232	薸	piao2	P	duckweed		
34636	蝌	ke1	P	tadpole		
34838	蠖	huo4	P	inch-worm		
34838	蠖	huo4	S	looper caterpillar		
35747	讣	fu4	P	obituary		
35747	讣	fu4	S	give notice of death		
35848	谈	tan2	P	talk		
35848	谈	tan2	S	conversation		
36151	贷	dai4	P	lend		
36151	贷	dai4	S	borrow		
36151	贷	dai4	A	pardon		
36454	蹦	beng4	P	hop, leap, jump		
36454	蹦	beng4	S	bright		
36757	辕	yuan2	P	axle		
36757	辕	yuan2	S	magistrate's office		
36858	迺	nai3	P	then, thereupon, only then		
37060	郄	qie4	P	surname		
38171	锛	ben1	P	adze		
39181	餍	yan4	P	be satiated, eat one's full		
39282	饲	si4	P	raise animals		
39282	饲	si4	S	feed		
39282	饲	si4	A	nourish		
39585	骡	luo2	P	mule		
40090	鲚	ji4	P	anchovy		
40494	鸮	xiao1	P	owl		
40595	麓	lu4	P	foothill		
176440	𫄸	xun1	P	light red, pink		
177652	𫗴	zhan1	P	gruel		
181793	𬘡	yin1	P	matting		
181793	𬘡	yin1	S	coverlet		
181793	𬘡	yin1	A	cloudy		
183712	𬶠	lian4	P	a herring		
