# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
15360	㰀	li2	P	a kind of tree		
20107	事	shi4	P	affair, matter, business		
20107	事	shi4	S	to serve		
20107	事	shi4	A	accident, incident		
20208	仰	yang3	P	raise the head to look		
20208	仰	yang3	S	look up to, rely on, admire		
20309	何	he2	P	what, why, where, which, how		
20511	借	jie4	P	borrow		
20511	借	jie4	S	lend		
20511	借	jie4	A	make pretext of		
20915	决	jue2	P	decide, determine, judge		
21016	刘	liu2	P	kill, destroy		
21117	剽	piao1	P	rob, plunder		
21117	剽	piao1	S	slice off		
21117	剽	piao1	A	fast		
21319	升	sheng1	P	arise, go up		
21319	升	sheng1	S	hoist		
21319	升	sheng1	A	advance		
21319	升	sheng1	A	hexagram ䷭		
21521	向	xiang4	P	toward, direction, trend		
21622	呶	nao2	P	talkative		
21622	呶	nao2	S	clamour		
21622	呶	nao2	A	hubbub		
22228	囔	nang1	P	muttering, indistinct speech		
22329	圹	kuang4	P	tomb, grave: prairie		
22329	圹	kuang4	S	open wilderness		
22430	垞	cha2	P	small mound		
22430	垞	cha2	S	hillock		
22531	堃	kun1	P	compliance		
22531	堃	kun1	S	obedience		
22531	堃	kun1	A	female		
22935	妗	jin4	P	wife of mother's brother		
23743	岿	kui1	P	grand, stately		
23743	岿	kui1	S	secure, lasting		
23844	崤	xiao2	P	mountain in Henan		
24248	庸	yong1	P	usual, common, ordinary, mediocre		
24450	徂	cu2	P	go, advance		
24450	徂	cu2	S	to		
24450	徂	cu2	A	die		
24551	忧	you1	P	sad, grieved		
24551	忧	you1	S	grief, melancholy		
24753	悱	fei3	P	to be desirous of speaking		
25157	扅	yi2	P	gate bar, bolt		
26066	旒	liu2	P	fringes of pearls on crowns		
26874	棺	guan1	P	coffin		
27278	檎	qin2	P	small red apple		
27682	氢	qing1	P	ammonia		
27682	氢	qing1	S	hydrogen nitride		
27783	沇	yan3	P	flowing and engulfing		
27783	沇	yan3	S	brimming		
27985	浑	hun2	P	muddy, turbid		
27985	浑	hun2	S	blend, merge, mix		
28389	滥	lan4	P	flood, overflow		
28389	滥	lan4	S	excessive		
28692	瀔	gu3	P	river name in Henan province		
28995	煃	kui3	P	remove, get rid of		
28995	煃	kui3	S	scatter		
29298	牲	sheng1	P	sacrificial animal		
29298	牲	sheng1	S	animal		
29399	狗	gou3	P	dog, Canis familiaris		
29601	玡	ya2	P	name of a mountain in Shandong		
29702	理	li3	P	reason, logic		
29702	理	li3	S	manage		
30005	电	dian4	P	electricity		
30005	电	dian4	S	electric		
30005	电	dian4	A	lightning		
30106	疚	jiu4	P	chronic disease, chronic illness		
30106	疚	jiu4	S	sorrow		
30207	痿	wei3	P	paralysis		
30207	痿	wei3	S	impotence		
30409	盉	he2	P	to compound		
30712	矸	gan1	P	a rock or cliff		
30813	硝	xiao1	P	saltpeter, niter		
30813	硝	xiao1	S	to tan		
31520	笠	li4	P	bamboo hat		
31520	笠	li4	S	bamboo covering		
31621	箅	bi4	P	grate		
31621	箅	bi4	S	grid		
31621	箅	bi4	A	grating		
31722	篪	chi2	P	a bamboo flute with seven holes		
32429	纭	yun2	P	confused, in disorder		
32429	纭	yun2	S	numerous		
32530	缒	zhui4	P	climb down rope		
32530	缒	zhui4	S	hang by rope		
33136	腰	yao1	P	waist		
33136	腰	yao1	S	kidney		
33439	芟	shan1	P	mow, cut		
33439	芟	shan1	S	weed out		
33439	芟	shan1	A	scythe		
33641	荩	jin4	P	a kind of weed		
33641	荩	jin4	S	faithfulness		
34752	蟀	shuai4	P	cricket		
35762	讲	jiang3	P	explain		
35762	讲	jiang3	S	discuss		
35762	讲	jiang3	A	talk		
35863	谗	chan2	P	slander, defame, misrepresent		
36166	赆	jin4	P	farewell present		
36873	选	xuan3	P	choose, select		
36873	选	xuan3	S	elect		
36873	选	xuan3	A	election		
36974	遮	zhe1	P	cover, shield, protect		
37075	郓	yun4	P	an ancient town's name		
38186	锪	huo1	P	a kind of tool		
38893	韭	jiu3	P	scallion, leek		
39297	馁	nei3	P	hungry, starving, famished		
39600	骰	tou2	P	die, dice		
40105	鲩	huan4	P	carp		
40509	鸽	ge1	P	pigeon, dove		
40509	鸽	ge1	S	Columba species (various)		
182515	𬣳	hen3	P	difficulty in speaking		
182515	𬣳	hen3	S	wrangling		
