# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19988	且	qie3	P	moreover, also (post-subject)		
19988	且	qie3	S	about to, will soon (pre-verb)		
20190	仞	ren4	P	ancient unit of measure (8 feet)		
20190	仞	ren4	S	'fathom'		
20291	佃	dian4	P	tenant farmer		
20291	佃	dian4	S	be a tenant farmer		
20392	侨	qiao2	P	sojourn, lodge		
20493	倍	bei4	P	times, fold, multiple times		
20594	偲	cai1	P	talented		
20594	偲	cai1	S	urgent		
21200	勐	meng3	P	imperial degree		
21200	勐	meng3	S	Daoist magic		
21402	厚	hou4	P	thick		
21402	厚	hou4	S	substantial		
21402	厚	hou4	A	greatly		
21604	呤	ling4	P	purine		
21705	哉	zai1	P	final exclamatory particle		
21806	售	shou4	P	sell		
23624	屈	qu1	P	bend, flex		
23624	屈	qu1	S	bent, crooked		
23624	屈	qu1	A	crouch		
23725	岭	ling3	P	mountain ridge, mountain peak		
23826	崒	zu2	P	rocky peaks		
23826	崒	zu2	S	lofty and dangerous		
24331	弋	yi4	P	catch, arrest		
24331	弋	yi4	S	shoot with bow		
24432	彰	zhang1	P	clear, manifest, obvious		
24735	悟	wu4	P	to apprehend, realize, become aware		
25139	戳	chuo1	P	prick, stab		
25139	戳	chuo1	S	stamp, seal, chop		
25341	拽	zhuai4	P	drag, tow		
25341	拽	zhuai4	S	throw		
25341	拽	zhuai4	A	twist		
25442	换	huan4	P	change		
25644	搬	ban1	P	transfer, move, remove, shift		
25745	撑	cheng1	P	prop up, support		
25745	撑	cheng1	S	brace		
25947	敛	lian3	P	draw back, fold back		
25947	敛	lian3	S	collect		
26149	春	chun1	P	spring		
26149	春	chun1	S	wanton		
26553	枹	bao1	P	drumstick		
26856	棨	qi3	P	tally or wooden pass		
27260	橼	yuan2	P	citrus		
27462	歆	xin1	P	like, admire		
27462	歆	xin1	S	willingly, gladly		
27462	歆	xin1	A	to quicken		
27866	泚	ci3	P	clear		
27866	泚	ci3	S	bright and brilliant		
27866	泚	ci3	A	sweat		
27967	洿	wu1	P	stagnant water		
27967	洿	wu1	S	impure, filthy		
28068	涤	di2	P	wash, cleanse, purify		
28068	涤	di2	S	sweep		
28270	湮	yan1	P	bury, sink, block up		
28270	湮	yan1	S	stain		
28371	滓	zi3	P	sediment, lees, dregs		
28977	焱	yan4	P	flames		
29482	猪	zhu1	P	pig, hog, wild boar		
29785	瑙	nao3	P	agate		
29785	瑙	nao3	S	cornelian		
30896	碰	peng4	P	collide, bump into		
31098	祺	qi2	P	good luck, good fortune		
31199	租	zu1	P	rent, lease		
31199	租	zu1	S	rental		
31199	租	zu1	A	tax		
31300	穄	ji4	P	panicled millet		
31906	粢	zi1	P	grain offered in ritual sacrifice		
31906	粢	zi1	S	millet		
32411	纛	dao4	P	a banner, a streamer		
32512	缀	zhui4	P	patch together, link, connect		
32714	翊	yi4	P	flying		
32714	翊	yi4	S	assist, help		
32714	翊	yi4	A	respect		
33219	臃	yong1	P	swell up		
33219	臃	yong1	S	swelling		
33219	臃	yong1	A	fat		
33421	芍	shao2	P	peony		
33421	芍	shao2	S	water chestnuts		
33724	莼	chun2	P	an edible water plant-brasenia		
34431	虿	chai4	P	a kind of scorpion		
34633	蝉	chan2	P	cicada		
34633	蝉	chan2	S	continuous		
34835	蠓	meng3	P	midges		
34835	蠓	meng3	S	sandflies		
35845	谅	liang4	P	excuse, forgive		
35845	谅	liang4	S	guess, presume		
35946	豪	hao2	P	brave, heroic, chivalrous		
36148	贴	tie1	P	paste to, stick on		
36148	贴	tie1	S	attached to		
36754	辒	wen1	P	hearse		
36855	迷	mi2	P	bewitch, charm, infatuate		
37057	郁	yu4	P	sweet smelling, rich in aroma		
37057	郁	yu4	S	to move, hit		
37259	醋	cu4	P	vinegar		
37259	醋	cu4	S	jealousy, envy		
38067	钳	qian2	P	pincers, pliers, tongs		
38067	钳	qian2	S	to compress		
38168	锘	nuo4	P	nobelium (No)		
38471	陇	long3	P	mountain located between Shanxi		
38774	靶	ba3	P	target		
38774	靶	ba3	S	splashboard on chariot		
39077	颥	ru2	P	the temporal bone		
39279	饯	jian4	P	farewell party		
39279	饯	jian4	S	see off, send off		
39582	骞	qian1	P	raise, hold high		
39582	骞	qian1	S	fly, soar		
39683	鬃	zong1	P	mane		
39683	鬃	zong1	S	neck bristles		
40087	鲗	zei2	P	cuttlefish		
40491	鸫	dong1	P	thrush		
40491	鸫	dong1	S	Turdus species (various)		
182497	𬣡	jian4	P	flattering		
