# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20984	凸	tu1	P	protrude, bulge out, convex		
21388	厌	yan4	P	dislike, detest, reject		
21388	厌	yan4	S	satiate		
21489	叱	chi4	P	scold, shout at, bawl out		
21590	呖	li4	P	used in onomatopoetic expressions		
21691	咻	xiu1	P	shout		
21994	嗪	qin2	P	character used in translation		
23004	姜	jiang1	P	ginger		
23408	孰	shu2	P	who? which? what? which one?		
23812	崄	xian3	P	high, steep, precipitous		
23913	嵩	song1	P	high, lofty		
23913	嵩	song1	S	one of the 5 peaks, situated in Hunan		
24418	形	xing2	P	form, shape, appearance		
24822	惶	huang2	P	fearful, afraid, anxious, nervous		
25125	戥	deng3	P	a small steelyard for weighing money, etc.		
25327	拯	zheng3	P	help, save, aid		
25327	拯	zheng3	S	lift, raise		
25630	搞	gao3	P	to clear, clarify		
26539	枫	feng1	P	maple tree		
26842	棚	peng2	P	tent, awning		
26842	棚	peng2	S	booth		
26842	棚	peng2	A	shed		
26943	椿	chun1	P	father		
26943	椿	chun1	S	a plant with white flowers		
27751	汧	qian1	P	marsh		
27751	汧	qian1	S	float		
27953	洱	er3	P	a lake in Yunnan		
28155	添	tian1	P	append, add to		
28155	添	tian1	S	increase		
28458	漪	yi1	P	ripples on water		
28458	漪	yi1	S	swirling		
29266	牒	die2	P	documents, records		
29266	牒	die2	S	dispatch		
29367	犷	guang3	P	fierce, rude, uncivilized		
29468	猜	cai1	P	guess, conjecture, suppose		
29468	猜	cai1	S	feel		
29670	珦	xiang4	P	a kind of jade		
31185	科	ke1	P	section, department, science		
31589	筥	ju3	P	round-shaped bamboo basket for holding rice		
32498	绲	gun3	P	cord		
32498	绲	gun3	S	woven belt		
32498	绲	gun3	A	hem		
32498	绲	gun3	A	hemming		
32599	罗	luo2	P	net for catching birds		
32599	罗	luo2	S	gauze		
32700	羼	chan4	P	confuse, mix, interpolate		
32902	肆	si4	P	indulge		
32902	肆	si4	S	excess		
32902	肆	si4	A	numeral four		
32902	肆	si4	A	particle meaning now, therefore		
32902	肆	si4	A	shop		
33003	胫	jing4	P	shinbone		
33003	胫	jing4	S	calf of leg		
33104	腐	fu3	P	rot, decay, spoil		
33104	腐	fu3	S	rotten		
33407	艿	nai3	P	taro		
33508	苤	pie3	P	kohl rabi		
33609	草	cao3	P	grass, straw, thatch, herbs		
33912	葸	xi3	P	afraid, bashful		
34013	蓝	lan2	P	blue		
34013	蓝	lan2	S	indigo plant		
34417	虱	shi1	P	louse		
34417	虱	shi1	S	bug		
34417	虱	shi1	A	parasite		
34619	蜻	qing1	P	dragonfly		
35124	褴	lan2	P	ragged, tattered, threadbare		
35831	请	qing3	P	ask, request		
35831	请	qing3	S	invite		
35831	请	qing3	A	please		
36134	账	zhang4	P	accounts		
36134	账	zhang4	S	bill, debt		
36134	账	zhang4	A	credit		
36235	趋	qu1	P	hasten, hurry		
36235	趋	qu1	S	be attracted to		
36538	躺	tang3	P	lie down, recline		
36740	辄	zhe2	P	sides of chariot where weapons		
36841	迩	er3	P	be near, be close		
36841	迩	er3	S	recently		
37043	邳	pi1	P	a department in the state of Lu, modern Shandong		
37144	鄘	yong1	P	state in Henan province		
37245	酽	yan4	P	thick, strong (beverage)		
38154	锊	lüe4	P	ancient unit of measure equal to 6 taels (about 300 grams)		
38255	镯	zhuo2	P	bracelet, armband		
38255	镯	zhuo2	S	small bell		
39063	颗	ke1	P	grain, kernel		
39568	骐	qi2	P	piebald horse		
39568	骐	qi2	S	excellent horse		
40578	麂	ji3	P	muntjac, barking deer		
40578	麂	ji3	S	Muntiacus species (various)		
40679	黧	li2	P	a dark, yellowish colour		
176423	𫄧	yan2	P	the hanging flap in the front of a hat		
177837	𫚭	lie4	P	赤鱲角, Hong Kong place name		
182786	𬨂	qi2	P	axle-tip		
183089	𬬱	jin1	P	hew, chop, smooth		
183695	𬶏	wei2	P	a kind of shad with a head like a sturgeon		
