# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19983	丏	mian3	P	parapet		
19983	丏	mian3	S	invisible		
20185	仙	xian1	P	Taoist super-being, transcendent, immortal		
20286	伾	pi1	P	mighty		
20387	侣	lü3	P	companion		
20387	侣	lü3	S	associate with		
20589	偭	mian3	P	transgress		
20892	农	nong2	P	agriculture, farming		
20892	农	nong2	S	farmer		
20993	刁	diao1	P	tricky, sly, crafty, cunning		
21195	勋	xun1	P	meritorious deed		
21195	勋	xun1	S	merits		
21195	勋	xun1	A	rank		
21397	厕	ce4	P	mingle with		
21397	厕	ce4	S	toilet, lavatory		
22104	噘	jue1	P	pouting		
22306	圢	ting3	P	paths between fields		
22609	塑	su4	P	model in clay, sculpt		
22609	塑	su4	S	plastics		
23013	姥	lao3	P	maternal grandmother		
23013	姥	lao3	S	midwife		
23114	婊	biao3	P	whore, prostitute		
23518	寞	mo4	P	silent, still, lonely, solitary		
23619	屃	xi4	P	gigantic strength		
23619	屃	xi4	S	hercules		
23922	嵲	nie4	P	towering mountain		
24124	帼	guo2	P	women's headgear		
24124	帼	guo2	S	mourning cap		
24326	弆	ju3	P	to collect		
24528	忐	tan3	P	timorous		
24528	忐	tan3	S	nervous		
24629	怵	chu4	P	fear, be afraid		
24629	怵	chu4	S	shy, timid		
24730	悚	song3	P	afraid, scared, frightened		
25134	戮	lu4	P	kill, massacre		
25134	戮	lu4	S	oppress		
25235	抓	zhua1	P	scratch		
25235	抓	zhua1	S	clutch, seize, grab		
25942	敖	ao2	P	ramble, play about		
25942	敖	ao2	S	leisurely		
26144	映	ying4	P	project		
26144	映	ying4	S	reflect light		
26447	杏	xing4	P	apricot		
26447	杏	xing4	S	almond		
26851	棣	di4	P	Kerria japonica, Japanese rose		
27053	榭	xie4	P	kiosk, pavilion		
27760	汰	tai4	P	excessive		
27760	汰	tai4	S	scour, wash out		
27861	法	fa3	P	law, rule, regulation, statute		
27861	法	fa3	S	France, French		
27962	洺	ming2	P	river in Hebei province		
28063	涟	lian2	P	flowing water		
28063	涟	lian2	S	ripples		
28063	涟	lian2	A	weeping		
28467	漳	zhang1	P	name of a river in Henan		
29275	牛	niu2	P	cow, ox, bull		
29275	牛	niu2	S	9th lunar mansion, determinative star β Capricorni (Dabih)		
29477	猥	wei3	P	vulgar, low, cheap		
29477	猥	wei3	S	wanton		
29477	猥	wei3	A	obscene		
30083	疃	tuan3	P	hamlet		
30083	疃	tuan3	S	area outside city		
30184	痨	lao2	P	consumption		
30184	痨	lao2	S	tuberculosis		
30285	癍	ban1	P	unhealthy marks on the skin		
30386	皲	jun1	P	crack, chap		
31295	稿	gao3	P	draft, manuscript, rough copy		
31598	筮	shi4	P	divination with stalks of plants		
31598	筮	shi4	S	divining rod		
31699	篓	lou3	P	bamboo basket		
31901	粝	li4	P	unpolished rice		
31901	粝	li4	S	brown rice		
32507	绻	quan3	P	affectionate, solicitous		
32709	翅	chi4	P	wings		
32709	翅	chi4	S	fin		
32810	耪	pang3	P	plow, cultivate		
33012	胴	dong4	P	the large intestine		
33012	胴	dong4	S	the body		
33113	腙	zong1	P	hydrazine		
33113	腙	zong1	S	a hydrazone		
33315	舣	yi3	P	to moor a boat to the bank		
33416	芈	mi3	P	bleat of sheep		
33618	荒	huang1	P	wasteland, desert		
33618	荒	huang1	S	uncultivated		
33719	获	huo4	P	obtain, get, receive		
33719	获	huo4	S	seize		
33820	萜	tie1	P	terpene		
34022	蓦	mo4	P	suddenly, quickly, abruptly		
34224	薰	xun1	P	a medicinal herb		
34224	薰	xun1	S	to cauterize		
34426	虺	hui3	P	large poisonous snake		
34527	蛟	jiao1	P	scaly dragon with four legs		
35032	裘	qiu2	P	fur garments		
35335	訇	hong1	P	the sound of a crash		
35840	谀	yu2	P	flatter, truckle		
36143	贯	guan4	P	a string of 1000 coins		
36143	贯	guan4	S	to go through		
36244	趔	lie4	P	not progressing		
36244	趔	lie4	S	to be checked		
36345	跹	xian1	P	wander about, walk around		
36345	跹	xian1	S	revolve		
36749	辍	chuo4	P	stop, suspend, halt		
36951	遗	yi2	P	lose		
36951	遗	yi2	S	articles lost		
36951	遗	yi2	A	omit		
38062	钮	niu3	P	button, knob		
38163	锓	qin3	P	carve		
38466	陂	pi2	P	dam, embankment		
38466	陂	pi2	S	reservoir		
38567	隧	sui4	P	tunnel, underground passageway, path to a tomb		
39072	颠	dian1	P	top, peak, summit		
39072	颠	dian1	S	upset		
39274	饪	ren4	P	cooked food		
39274	饪	ren4	S	cook until well done		
39577	骙	kui2	P	lively		
39577	骙	kui2	S	vigorous		
40082	鲒	jie2	P	clam		
40082	鲒	jie2	S	oyster		
40486	鸦	ya1	P	crow		
40486	鸦	ya1	S	Corvus species (various)		
40587	麋	mi2	P	Père David's deer, milu, elaphure (Elaphurus davidianus)		
