# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
17283	䎃	ran3	P	fine down		
17283	䎃	ran3	S	floss		
17283	䎃	ran3	A	wool		
20111	亏	kui1	P	lose, fail		
20111	亏	kui1	S	damage		
20111	亏	kui1	A	deficient		
20313	余	yu2	P	I, my, me		
20313	余	yu2	S	surplus		
20616	傈	li4	P	tribe		
20717	僭	jian4	P	assume, usurp		
20919	冷	leng3	P	cold, cool		
20919	冷	leng3	S	lonely		
21121	劁	qiao1	P	geld, castrate		
21525	吕	lü3	P	a musical note		
21828	啄	zhuo2	P	to peck		
21828	啄	zhuo2	S	to slander		
22434	垢	gou4	P	dirt, filth, stains		
22434	垢	gou4	S	dirty		
22535	堇	jin3	P	yellow loam		
22535	堇	jin3	S	clay		
22535	堇	jin3	A	season		
22535	堇	jin3	A	few		
22636	塬	yuan2	P	plateau		
22737	壑	he4	P	bed of torrent, narrow ravine		
23040	娀	song1	P	name of a concubine of Di Ku, father of the mythical Yao		
23545	对	dui4	P	correct, right		
23545	对	dui4	S	facing, opposed		
23646	属	shu3	P	class, category, type		
23646	属	shu3	S	belong to		
23747	峃	xue2	P	big rocky mountain		
23949	嶍	xi2	P	a mountain in Yúnnán		
24050	已	yi3	P	already		
24050	已	yi3	S	finished		
24050	已	yi3	A	stop		
24252	庼	qing3	P	room		
24555	快	kuai4	P	rapid, quick, speedy, fast		
24555	快	kuai4	S	soon		
24656	恐	kong3	P	fear		
24656	恐	kong3	S	fearful, apprehensive		
24858	愚	yu2	P	stupid, doltish, foolish		
25161	扉	fei1	P	door panel		
25363	挓	zha1	P	to open out		
25363	挓	zha1	S	to expand		
26070	旖	yi3	P	romantic		
26070	旖	yi3	S	tender		
26070	旖	yi3	A	charming		
26474	杪	miao3	P	tip of twig, top of tree		
26474	杪	miao3	S	twig		
26676	栴	zhan1	P	sandalwood		
26979	楣	mei2	P	crossbeam above or under gate		
27585	毁	hui3	P	destroy		
27686	氦	hai4	P	helium (element 2, He)		
27888	泰	tai4	P	great, exalted, superior		
27888	泰	tai4	S	big		
27888	泰	tai4	A	hexagram ䷊		
27989	浕	jin4	P	river in Hubei province		
28191	渟	ting2	P	not flowing		
28191	渟	ting2	S	clear		
28393	滩	tan1	P	bank, a sandbar, shoal		
28393	滩	tan1	S	rapids		
28595	澳	ao4	P	inlet, bay		
28595	澳	ao4	S	dock, bank		
29605	玥	yue4	P	mysterious gem		
29605	玥	yue4	S	pearl		
29706	琊	ya2	P	a place in eastern Shandong		
30211	瘃	zhu2	P	sores from cold		
30413	盍	he2	P	what? why not?		
30716	矼	gang1	P	stone bridge		
30716	矼	gang1	S	stepping stones		
31423	窿	long2	P	mine shaft		
31423	窿	long2	S	cavity, hole		
31524	笤	tiao2	P	a broom		
31726	篮	lan2	P	basket		
32433	纱	sha1	P	gauze, thin silk		
32433	纱	sha1	S	yarn, thread		
32534	编	bian1	P	knit, weave		
32534	编	bian1	S	arrange		
32534	编	bian1	A	compile		
32736	翠	cui4	P	color green		
32736	翠	cui4	S	kingfisher		
32938	肪	fang2	P	animal fat		
33140	腴	yu2	P	fat		
33140	腴	yu2	S	fertile, rich		
33140	腴	yu2	A	plump, soft		
33342	舾	xi1	P	equipment on a ship		
33443	芣	fu2	P	medicinal plant		
33645	荭	hong2	P	herb		
33948	蒜	suan4	P	garlic		
34453	蚕	can2	P	silkworms		
35059	裳	shang0	P	clothes		
35059	裳	shang0	S	skirt		
35059	裳	shang0	A	beautiful		
35766	讶	ya4	P	express surprise, be surprised		
35867	谛	di4	P	careful, attentive		
36170	赊	she1	P	buy and sell on credit, distant		
36271	趯	ti4	P	jump		
36372	踔	chuo1	P	to get ahead		
36372	踔	chuo1	S	to stride		
36372	踔	chuo1	A	to excel		
36776	辨	bian4	P	distinguish, discriminate		
36877	逍	xiao1	P	ramble, stroll, jaunt, loiter		
37079	郗	xi1	P	surname		
38089	铉	xuan4	P	device for carrying a tripod		
38190	键	jian4	P	door bolt, lock bolt		
38190	键	jian4	S	key		
38392	闸	zha2	P	sluice		
38392	闸	zha2	S	flood gate, canal lock		
39301	馅	xian4	P	filling, stuffing		
39301	馅	xian4	S	secret		
40109	鲭	qing1	P	mackerel		
40513	鹁	bo2	P	species of pigeon		
40614	麦	mai4	P	wheat, barley, oats		
40715	鼋	yuan2	P	large turtle, sea turtle		
