# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20879	冏	jiong3	P	light, bright		
21182	劾	he2	P	examine into, impeach, charge		
21283	匣	xia2	P	small box, case, coffer		
21485	叭	ba1	P	trumpet		
21990	嗦	suo1	P	suck		
22495	域	yu4	P	district, region, boundary		
22495	域	yu4	S	land		
22596	塄	leng2	P	elevated bank in field		
22697	墩	dun1	P	heap, mound, block of stone		
22899	女	nü3	P	woman, girl		
22899	女	nü3	S	feminine		
22899	女	nü3	A	10th lunar mansion, determinative star ε Aquarii (Albali)		
23000	姘	pin1	P	illicit sexual relations		
23404	孬	nao1	P	bad		
23404	孬	nao1	S	cowardly		
23707	岛	dao3	P	island		
23808	崀	lang4	P	place name in Hunan province		
24515	心	xin1	P	heart		
24515	心	xin1	S	mind, intelligence		
24515	心	xin1	A	soul		
24515	心	xin1	A	5th lunar mansion, determinative star α Scorpii (Antares)		
24616	怨	yuan4	P	hatred, enmity, resentment		
24717	悍	han4	P	courageous, brave		
24717	悍	han4	S	violent		
25121	戡	kan1	P	subjugate, subdue, quell		
25121	戡	kan1	S	kill		
25424	捐	juan1	P	contribute		
25424	捐	juan1	S	give up, renounce		
25828	擤	xing3	P	to blow the nose with fingers		
25929	敉	mi3	P	pacify, soothe, stabilize		
26131	易	yi4	P	change		
26131	易	yi4	S	easy		
26434	杂	za2	P	mixed, blended		
26434	杂	za2	S	mix, mingle		
26535	枧	jian3	P	bamboo tube, wooden peg		
26535	枧	jian3	S	spout		
26636	栌	lu2	P	supporting block		
26636	栌	lu2	S	sumac, loquat		
27949	洭	kuang1	P	river in Guangdong		
28151	混	hun4	P	to mix, blend, mingle		
28151	混	hun4	S	to bumble along		
28252	湜	shi2	P	transparent, clear		
28353	滁	chu2	P	district in Anhui province		
28454	漦	chi2	P	saliva		
28454	漦	chi2	S	spittle		
28454	漦	chi2	A	flowing downstream		
29060	熄	xi1	P	put out, extinguish, quash		
29666	珢	yin2	P	precious stone		
29969	甑	zeng4	P	boiler for steaming rice, pot		
30171	痛	tong4	P	pain, ache		
30171	痛	tong4	S	sorry, sad		
30171	痛	tong4	A	bitter		
30272	癀	huang2	P	jaundice		
30474	眊	mao4	P	dim-sighted		
30474	眊	mao4	S	dull, bewildered		
30777	砹	ai4	P	astatine (element 85, At)		
31080	票	piao4	P	slip of paper or bamboo		
31080	票	piao4	S	ticket		
31383	窗	chuang1	P	window		
31686	篆	zhuan4	P	seal script		
31686	篆	zhuan4	S	seal, official stamp		
31989	糵	nie4	P	fermenting grain		
31989	糵	nie4	S	grain which has sprouted		
31989	糵	nie4	A	yeast		
32494	绮	qi3	P	fine thin silk		
32494	绮	qi3	S	elegant, beautiful		
32696	羸	lei2	P	weak, lean, emaciated, exhausted		
32999	胧	long2	P	condition or appearance of moon		
33504	苠	min2	P	grow and ripen slowly		
33706	莪	e2	P	artemisia		
33807	萏	dan4	P	lotus		
34615	蜷	quan2	P	creep like a worm		
34615	蜷	quan2	S	curl one's body		
35120	褰	qian1	P	underclothing		
35120	褰	qian1	S	to pick up one's skirts		
35423	詟	zhe2	P	fear		
35423	詟	zhe2	S	envy		
35423	詟	zhe2	A	loquacious		
35827	诳	kuang2	P	deceive, lie, delude, cheat		
36130	财	cai2	P	wealth, valuables, riches		
36332	跬	kui3	P	to step		
36332	跬	kui3	S	a stride equal to half a pace		
36433	蹑	nie4	P	tread, step on		
36433	蹑	nie4	S	follow, track		
36736	辀	zhou1	P	shaft		
36837	迥	jiong3	P	distant, far		
36837	迥	jiong3	S	separated		
36837	迥	jiong3	A	different		
37039	邯	han2	P	city in Hebei province		
37241	酹	lei4	P	to pour out a libation		
37241	酹	lei4	S	to sprinkle		
38049	钡	bei4	P	barium (element 56, Ba)		
38150	锆	gao4	P	zirconium (element 40, Zr)		
38251	镫	deng4	P	lamp		
38251	镫	deng4	S	a kind of cooking vessel		
38453	阵	zhen4	P	column, row or file of troops		
39059	颓	tui2	P	ruined, decayed		
39059	颓	tui2	S	disintegrate		
39564	验	yan4	P	test, examine, inspect		
39564	验	yan4	S	verify		
40069	鲅	ba4	P	fish name		
40574	鹾	cuo2	P	salty		
40574	鹾	cuo2	S	salt		
181570	𬕂	long3	P	the name of bamboo hat		
