# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
18620	䢼	gong1	P	name of a state in old times, name of a pavilion		
19731	䴓	shi1	P	general term for a group of small birds		
20034	乂	yi4	P	govern, control, manage		
20034	乂	yi4	S	nurture		
20135	产	chan3	P	give birth, bring forth, produce		
20539	倻	ye1	P	phonetic used in Korean place names		
20943	减	jian3	P	decrease, subtract, diminish		
21347	卣	you3	P	wine pot		
21448	又	you4	P	and, also, again, in addition		
21650	咒	zhou4	P	curse, damn, incantation		
22256	困	kun4	P	to surround, besiege		
22256	困	kun4	S	to be surrounded		
22256	困	kun4	A	difficult		
22256	困	kun4	A	hexagram ䷮		
22862	奎	kui2	P	stride of man		
22862	奎	kui2	S	15th lunar mansion, determinative star η Andromedae		
23064	娘	niang2	P	mother		
23064	娘	niang2	S	young girl		
23064	娘	niang2	A	woman		
23064	娘	niang2	A	wife		
23468	宬	cheng2	P	archives		
24579	怃	wu3	P	regretful, disappointed		
24680	恨	hen4	P	hatred, dislike		
24680	恨	hen4	S	resent, hate		
25286	拆	chai1	P	to break up, split apart, rip open		
25286	拆	chai1	S	to destroy		
25387	挫	cuo4	P	push down		
25387	挫	cuo4	S	chop down		
25387	挫	cuo4	A	grind		
25488	掐	qia1	P	hold		
25488	掐	qia1	S	gather with hand		
25488	掐	qia1	A	choke		
26094	旮	ga1	P	nook, corner		
26195	晓	xiao3	P	dawn, daybreak		
26195	晓	xiao3	S	clear, explicit		
26700	桌	zhuo1	P	table, desk, stand		
27104	槠	zhu1	P	Oak		
27609	毙	bi4	P	kill		
27609	毙	bi4	S	die violent death		
27710	氾	fan2	P	overflow, flood, inundate		
27811	沣	feng1	P	river in Shanxi province		
28013	浭	geng1	P	river in Hebei province		
28013	浭	geng1	S	a ford		
28013	浭	geng1	A	to wade		
28518	潦	liao2	P	to flood		
28518	潦	liao2	S	a puddle		
28518	潦	liao2	A	without care		
28821	炕	kang4	P	the brick-bed in northern China		
28922	烺	lang3	P	bright		
29023	煟	wei4	P	bright room		
29427	狳	yu2	P	armadillo		
29831	璇	xuan2	P	beautiful jade		
29831	璇	xuan2	S	star		
30235	瘛	chi4	P	childhood disease		
30437	盥	guan4	P	wash		
30740	研	yan2	P	grind, rub		
30740	研	yan2	S	study, research		
31043	祃	ma4	P	a sacrifice at the beginning of a military campaign		
31649	管	guan3	P	pipe, tube, duct		
31649	管	guan3	S	woodwind music		
32457	绉	zhou4	P	crepe, crape, wrinkles, creases		
32558	缮	shan4	P	repair, mend		
32558	缮	shan4	S	rewrite, transcribe		
32659	羓	ba1	P	dried meat		
32962	胂	shen4	P	arsine		
32962	胂	shen4	S	chiropractic		
33669	莅	li4	P	attend, be present		
33669	莅	li4	S	arrive at		
33770	菪	dang4	P	henbane		
33972	蒴	shuo4	P	seed (capsule)		
34174	蕾	lei3	P	buds, unopened flowers		
34578	蜒	yan2	P	millipede		
35790	诎	qu1	P	bend, stoop, crouch		
35790	诎	qu1	S	to yield		
35891	谳	yan4	P	to decide, judge		
35891	谳	yan4	S	a verdict, decision		
35992	貘	mo4	P	tapir		
36194	赢	ying2	P	win		
36194	赢	ying2	S	surplus, gain, profit		
36396	踬	zhi4	P	stumble, totter		
36396	踬	zhi4	S	fail, be frustrated		
37103	郯	tan2	P	a county in Shandong		
38113	铡	zha2	P	sickle for cutting grass or hay		
38214	镆	mo4	P	sword		
38416	阐	chan3	P	explain, clarify, elucidate		
38517	陵	ling2	P	hill, mound		
38517	陵	ling2	S	mausoleum		
39123	飓	ju4	P	cyclone, typhoon, gale		
39325	馝	bi4	P	fragrance		
39628	髌	bin4	P	kneecap		
40133	鳅	qiu1	P	loach		
40537	鹙	qiu1	P	large waterfowl with naked head		
40537	鹙	qiu1	S	Garrulus glandarius		
40638	麾	hui1	P	a pennant, flag, banner		
40638	麾	hui1	S	to signal to		
40840	龈	yin2	P	gums		
