# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19737	䴙	pi4	P	little grebe, dabchick (Tachybaptus ruficollis)		
20040	么	me0	P	interrogative particle		
20040	么	me0	S	small		
20141	亭	ting2	P	pavilion		
20141	亭	ting2	S	erect		
20444	俜	ping1	P	to trust to		
20444	俜	ping1	S	send a message		
20545	偁	cheng1	P	state		
20747	儋	dan1	P	a small jar		
20747	儋	dan1	S	to bear a burden		
20747	儋	dan1	A	a load of two		
20848	兰	lan2	P	orchid		
20848	兰	lan2	S	elegant, graceful		
21151	功	gong1	P	achievement, merit, good result		
21757	哽	geng3	P	choke (with grief)		
22060	嘬	zuo1	P	to lap		
22060	嘬	zuo1	S	to suck		
22363	坛	tan2	P	altar		
22363	坛	tan2	S	arena, examination hall		
22969	妹	mei4	P	younger sister		
23676	屼	wu4	P	mountain		
23676	屼	wu4	S	a bare hill		
23777	峡	xia2	P	gorge, strait, ravine		
23777	峡	xia2	S	isthmus		
24080	帐	zhang4	P	tent		
24080	帐	zhang4	S	screen, mosquito net		
25191	执	zhi2	P	hold in hand		
25191	执	zhi2	S	keep		
25191	执	zhi2	A	carry out		
25292	拌	ban4	P	mix		
25797	擅	shan4	P	monopolize		
25797	擅	shan4	S	claim		
25797	擅	shan4	A	arbitrarily		
25797	擅	shan4	A	to dare		
26100	旴	xu1	P	dawn		
26201	晙	jun4	P	early		
26201	晙	jun4	S	bright		
26201	晙	jun4	A	respect		
26302	暾	tun1	P	morning sun, sunrise		
27817	沩	wei2	P	name of a river in Hunan		
27918	洎	ji4	P	until		
27918	洎	ji4	S	till		
27918	洎	ji4	A	soup		
27918	洎	ji4	A	to soak		
28120	淘	tao2	P	wash in a sieve		
28120	淘	tao2	S	weed out		
28322	溢	yi4	P	overflow, brim over		
28322	溢	yi4	S	full		
28625	濑	lai4	P	swift current		
28625	濑	lai4	S	rapids		
29130	燊	shen1	P	luxuriant		
29736	琨	kun1	P	beautiful jade, precious stones		
30140	疼	teng2	P	aches, pains		
30140	疼	teng2	S	be fond of		
30140	疼	teng2	A	love		
30342	皆	jie1	P	all, every, everybody		
30544	睐	lai4	P	squint at		
30544	睐	lai4	S	sidelong glance		
30645	瞵	lin2	P	to stare at		
30746	砚	yan4	P	inkstone		
31049	祉	zhi3	P	happiness, blessings, good luck		
31352	穸	xi1	P	the gloom of the grave		
31352	穸	xi1	S	a tomb or grave		
31352	穸	xi1	A	death		
31655	箧	qie4	P	rattan box, suitcase, or case		
31756	簌	su4	P	falling		
31958	糖	tang2	P	sugar		
31958	糖	tang2	S	candy		
31958	糖	tang2	A	sweets		
32564	缴	jiao3	P	deliver, submit		
32564	缴	jiao3	S	hand over		
32766	翾	xuan1	P	fly		
32766	翾	xuan1	S	to flit		
32968	胈	ba2	P	hair on the thigh		
33473	苁	cong1	P	Cistanche deserticola, desert-broomrape		
33776	菰	gu1	P	wild rice		
33776	菰	gu1	S	Zizania latifolia		
33978	蒺	ji2	P	furze		
33978	蒺	ji2	S	gorse		
34079	蔟	cu4	P	frame on which silkworms spin		
34281	藩	fan1	P	fence		
34281	藩	fan1	S	boundary		
34281	藩	fan1	A	outlying border		
34382	虎	hu3	P	tiger		
34382	虎	hu3	S	brave, fierce		
34584	蜘	zhi1	P	spider		
34685	蝽	chun1	P	bedbug		
35796	诔	lei3	P	eulogize, praise the dead		
37210	酚	fen1	P	carbolic acid		
37210	酚	fen1	S	phenol		
38119	铧	hua2	P	spade, shovel, plowshare		
38220	镌	juan1	P	engraving tool		
38220	镌	juan1	S	carve, engrave		
38422	阖	he2	P	close		
38422	阖	he2	S	whole, entire		
38422	阖	he2	A	all		
38422	阖	he2	A	leaf		
38624	雠	chou2	P	enemy, rival, opponent		
39129	飙	biao1	P	whirlwind, stormy gale		
39533	驭	yu4	P	drive, ride		
39533	驭	yu4	S	manage, control		
39735	鬷	zong1	P	pot		
40543	鹟	weng1	P	flycatcher		
40644	黄	huang2	P	yellow		
40745	鼩	qu2	P	shrew		
177398	𫓶	xuan1	P	a small basin		
177398	𫓶	xuan1	S	rings on a cart of carriage		
182953	𬪩	nong2	P	strong wine		
182953	𬪩	nong2	S	dense, thick		
