# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19981	不	bu4	P	no, not		
19981	不	bu4	S	un-		
19981	不	bu4	A	negative prefix		
20183	仗	zhang4	P	rely upon		
20183	仗	zhang4	S	protector		
20183	仗	zhang4	A	fight		
20183	仗	zhang4	A	war, weaponry		
20991	凿	zao2	P	chisel		
20991	凿	zao2	S	bore, pierce		
21193	勉	mian3	P	endeavor, make effort		
21193	勉	mian3	S	urge		
21294	匮	kui4	P	to lack		
21496	司	si1	P	take charge of, control, manage		
21496	司	si1	S	officer		
21698	哂	shen3	P	smile, laugh at, sneer at		
21799	唧	ji1	P	chirping of insects		
21799	唧	ji1	S	pump		
21799	唧	ji1	A	a final particle		
22809	夙	su4	P	early in morning, dawn		
22809	夙	su4	S	previous		
23011	姣	jiao1	P	beautiful, handsome, pretty		
23213	媭	xu1	P	sister		
23617	屁	pi4	P	break wind		
23617	屁	pi4	S	fart		
23617	屁	pi4	A	buttocks		
24223	废	fei4	P	abrogate, terminate, discard		
24425	彩	cai3	P	hue, color		
24425	彩	cai3	S	variegated colors		
24930	慢	man4	P	slow(ly), leisurely, sluggish		
25132	戬	jian3	P	exterminate, destroy		
25132	戬	jian3	S	blessing		
25233	抑	yi4	P	press down, repress		
25233	抑	yi4	S	curb, hinder		
25940	敔	yu3	P	gavel		
26041	方	fang1	P	a square, rectangle		
26041	方	fang1	S	a region		
26041	方	fang1	A	local		
26546	枲	xi3	P	male nettle-hemp		
26647	栗	li4	P	chestnut tree, chestnuts		
27051	榫	sun3	P	mortise and tenon		
27051	榫	sun3	S	fit into		
27859	泓	hong2	P	clear, deep pool of water		
27960	洸	guang1	P	sparkle, glitter		
28061	涝	lao4	P	inundate, flood		
28061	涝	lao4	S	torrent		
28465	漱	shu4	P	gargle, rinse		
28465	漱	shu4	S	wash, scour		
29071	熏	xun1	P	smoke, fog, vapor		
29071	熏	xun1	S	smoke, cure		
29273	牙	ya2	P	tooth, molars, teeth		
29273	牙	ya2	S	serrated		
29677	班	ban1	P	class, group, grade		
29677	班	ban1	S	squad		
29677	班	ban1	A	job		
29980	甜	tian2	P	sweet, sweetness		
30182	痦	wu4	P	a sudden outbreak of spots		
31293	稽	ji1	P	examine, investigate		
31293	稽	ji1	S	delay		
31697	篑	kui4	P	a bamboo basket for carrying earth		
32505	绹	tao2	P	to braid, twist		
32505	绹	tao2	S	twisted or braided		
32707	翃	hong2	P	fly		
32808	耨	nou4	P	hoe, rake		
32808	耨	nou4	S	weed		
33010	胲	hai3	P	hydroxylamine		
33616	荐	jian4	P	repeat, reoccur		
33616	荐	jian4	S	recommend		
33818	萚	tuo4	P	falling leaves and barks		
34121	蕉	jiao1	P	banana		
34121	蕉	jiao1	S	plantain		
34222	薮	sou3	P	marsh, swamp		
34222	薮	sou3	S	wild country		
35838	课	ke4	P	lesson		
35838	课	ke4	S	course		
35838	课	ke4	A	classwork		
36141	购	gou4	P	buy, purchase		
36141	购	gou4	S	hire		
36343	跷	qiao1	P	raise one's foot		
36444	蹜	su4	P	walk carefully		
36747	辋	wang3	P	exterior rim of wheel, felly		
36848	述	shu4	P	narrate, state, express		
37050	邺	ye4	P	place in today's Henan province		
38060	钬	huo3	P	holmium (element 67, Ho)		
38161	锑	ti1	P	antimony (element 51, Sb)		
38262	镶	xiang1	P	insert, inlay, set, mount		
38262	镶	xiang1	S	fill		
38464	陀	tuo2	P	steep bank, rough terrain		
39070	颞	nie4	P	the temporal bone		
39272	饨	tun2	P	stuffed dumplings		
39575	骗	pian4	P	swindle, cheat out of, defraud		
40080	鲐	tai2	P	globefish, tetraodon		
40484	鸤	shi1	P	turtledove, cuckoo		
183096	𬬸	shu4	P	needle		
