# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
15884	㸌	huo4	P	to twinkle		
15884	㸌	huo4	S	bright light in glimpses		
15884	㸌	huo4	A	flashing		
18813	䥽	po1	P	farm tool		
18813	䥽	po1	S	to settle disorders		
20025	丹	dan1	P	cinnabar (native HgS)		
20025	丹	dan1	S	vermilion (artificial HgS used as pigment)		
20934	准	zhun3	P	approve, allow, permit		
20934	准	zhun3	S	in accord		
21136	劐	huo1	P	destroy		
21338	博	bo2	P	gamble, play games		
21338	博	bo2	S	wide, broad		
21439	县	xian4	P	county, district, subdivision		
21641	咉	yang1	P	an echo, a sound to vomit, as an infant		
21742	哮	xiao4	P	cough		
21742	哮	xiao4	S	pant		
21742	哮	xiao4	A	roar		
22348	坌	ben4	P	dust, earth		
22348	坌	ben4	S	a bank of earth		
22348	坌	ben4	A	to dig		
22348	坌	ben4	A	to bring together		
22954	妪	yu4	P	old woman, hag		
23156	婴	ying1	P	baby, infant		
23156	婴	ying1	S	bother		
23459	宣	xuan1	P	declare, announce, proclaim		
24065	币	bi4	P	currency, coins, legal tender		
24267	廋	sou1	P	conceal, hide		
24267	廋	sou1	S	search for, seek		
24469	徕	lai2	P	induce, encourage to come		
24570	忺	xian1	P	happy		
24974	憎	zeng1	P	hate, detest, abhor		
24974	憎	zeng1	S	hatred		
25176	托	tuo1	P	to hold up with palm		
25176	托	tuo1	S	to support, rely on		
25277	抽	chou1	P	draw out, pull out		
25277	抽	chou1	S	sprout		
25479	掇	duo1	P	collect, gather up, pick up		
26085	日	ri4	P	sun		
26085	日	ri4	S	day		
26085	日	ri4	A	daytime		
26388	朔	shuo4	P	first day of lunar month		
26388	朔	shuo4	S	the north		
26691	桃	tao2	P	peach		
26691	桃	tao2	S	marriage		
26792	梨	li2	P	pear		
26792	梨	li2	S	opera		
26792	梨	li2	A	cut, slash		
26893	植	zhi2	P	plant, trees, plants		
26893	植	zhi2	S	grow		
27600	毐	ai3	P	person of reprehensible morals		
27600	毐	ai3	S	immoral		
27600	毐	ai3	A	adulterer		
27802	沚	zhi3	P	islet in stream		
27802	沚	zhi3	S	small sandbar		
28610	濂	lian2	P	a waterfall		
29115	熻	xi1	P	to heat		
29115	熻	xi1	S	to roast		
29115	熻	xi1	A	to burn		
29822	瑾	jin3	P	brilliance of gems		
29822	瑾	jin3	S	fine jade		
29923	瓣	ban4	P	petal		
29923	瓣	ban4	S	segment		
29923	瓣	ban4	A	valves		
30024	畈	fan4	P	field		
30024	畈	fan4	S	farm		
30529	睁	zheng1	P	open eyes		
30529	睁	zheng1	S	stare		
30933	磕	ke1	P	hit		
30933	磕	ke1	S	collide, knock into		
30933	磕	ke1	A	sound		
31034	示	shi4	P	show, manifest		
31034	示	shi4	S	demonstrate		
31539	笳	jia1	P	a reed leaf whistle		
31943	糇	hou2	P	dried rice, dry provisions		
32448	绀	gan4	P	dark blue or reddish color		
32549	缥	piao1	P	light blue silk		
32549	缥	piao1	S	dim		
32549	缥	piao1	A	misty		
32650	羊	yang2	P	sheep, goat		
32751	翯	he4	P	glistening plumage		
32751	翯	he4	S	reflection of the sun on water		
32852	联	lian2	P	connect, join		
32852	联	lian2	S	associate, ally		
33054	脞	cuo3	P	minced meat		
33054	脞	cuo3	S	trifles		
33559	茗	ming2	P	tea		
33559	茗	ming2	S	tea plant		
33660	荼	tu2	P	thistle, sowthistle		
33660	荼	tu2	S	bitter		
33761	菡	han4	P	buds, lotus buds		
33862	葆	bao3	P	reserve, preserve		
33862	葆	bao3	S	conceal		
34468	蚤	zao3	P	flea		
34468	蚤	zao3	S	louse		
34569	蜉	fu2	P	mayfly		
34670	蝮	fu4	P	venomous snake, viper		
35074	褂	gua4	P	jacket, overcoat, coat		
35074	褂	gua4	S	gown		
35276	觌	di2	P	see		
35276	觌	di2	S	interview		
35276	觌	di2	A	be admitted to audience		
35781	诅	zu3	P	curse		
35781	诅	zu3	S	swear, pledge		
35882	谪	zhe2	P	charge, blame		
35882	谪	zhe2	S	disgrace		
35882	谪	zhe2	A	demote		
36185	赙	fu4	P	gift of money help pay funeral		
36286	趾	zhi3	P	toe		
36286	趾	zhi3	S	tracks, footprints		
36387	踣	bo2	P	to stumble and fall prone		
36387	踣	bo2	S	stiff in death		
37094	郦	li4	P	place in today's Henan province		
37195	酋	qiu2	P	chief of tribe, chieftain		
38104	铘	ye2	P	sword		
38205	锽	huang2	P	weapon		
38508	陬	zou1	P	corner, cranny, nook, niche		
39316	馔	zhuan4	P	to feed, support, provide for		
39316	馔	zhuan4	S	food		
39619	髃	yu2	P	shoulder bone		
40124	鲼	fen4	P	fish		
40528	鹐	qian1	P	to peck, as birds		
40831	齿	chi3	P	teeth		
40831	齿	chi3	S	gears, cogs		
40831	齿	chi3	A	age		
177383	𫓧	fu1	P	an ax, hatchet		
183140	𬭤	hou2	P	arrow		
