# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19977	三	san1	P	three		
20179	仓	cang1	P	granary		
20179	仓	cang1	S	berth		
20179	仓	cang1	A	sea		
20280	伸	shen1	P	extend, stretch out, open up		
20280	伸	shen1	S	trust		
20381	依	yi1	P	rely on, be set in		
20381	依	yi1	S	consent, obey a wish		
20987	击	ji1	P	strike, hit, beat		
20987	击	ji1	S	attack, fight		
21290	匪	fei3	P	bandits, robbers, gangsters		
21593	呙	guo1	P	chat, jaw, gossip, talk		
21593	呙	guo1	S	mouth		
21795	唣	zao4	P	chatter		
21896	喈	jie1	P	music		
21896	喈	jie1	S	melody		
22805	夕	xi1	P	evening, night, dusk		
22805	夕	xi1	S	slanted		
23411	孳	zi1	P	breed in large numbers		
23714	岢	ke3	P	a county in Shānxī		
23815	崇	chong2	P	esteem, honor, revere, venerate		
23916	嵬	wei2	P	high		
23916	嵬	wei2	S	rugged, rocky, precipitous		
24320	开	kai1	P	open		
24320	开	kai1	S	initiate, begin, start		
24623	怯	qie4	P	lacking in courage, afraid		
24724	悔	hui3	P	repent, show remorse, regret		
24825	惹	re3	P	irritate, vex, offend, incite		
25532	掼	guan4	P	throw ground		
25532	掼	guan4	S	know, be familiar		
25633	搡	sang3	P	to push over or push back		
26643	栓	shuan1	P	wooden peg, post or stick		
26946	楂	zha1	P	a raft, to hew, to fell trees		
27047	榧	fei3	P	type of yew		
27249	橱	chu2	P	cabinet, wardrobe, cupboard		
27451	欻	xu1	P	sudden, abrupt, quick		
27653	氅	chang3	P	overcoat		
27653	氅	chang3	S	down feathers		
27754	汪	wang1	P	vast, extensive, deep		
27956	洴	ping2	P	sound		
28259	湣	min3	P	mixed, confused		
28259	湣	min3	S	pity		
28461	漭	mang3	P	vast		
28461	漭	mang3	S	expansive		
28865	烁	shuo4	P	shine, glitter, sparkle		
28966	焦	jiao1	P	burned, scorched		
28966	焦	jiao1	S	anxious, vexed		
29572	玄	xuan2	P	deep, profound, abstruse		
29673	珩	heng2	P	the top gem of a pendant		
29976	甘	gan1	P	sweetness		
29976	甘	gan1	S	sweet, tasty		
30178	痢	li4	P	dysentery		
30683	矛	mao2	P	spear, lance		
30784	础	chu3	P	foundation stone, plinth		
30885	碥	bian3	P	steep, protruding rocks in rapids		
31087	祯	zhen1	P	lucky, auspicious, good omen		
31289	稹	zhen3	P	detailed, fine		
31289	稹	zhen3	S	closely woven		
31491	笃	du3	P	deep, true, sincere, genuine		
31895	粗	cu1	P	rough, thick, course		
31895	粗	cu1	S	rude		
32501	绵	mian2	P	cotton wad		
32501	绵	mian2	S	wool		
32501	绵	mian2	A	soft, downy		
32602	罚	fa2	P	penalty, fine		
32602	罚	fa2	S	punish, penalize		
32703	羿	yi4	P	legendary archer		
32804	耤	ji2	P	plough		
32905	肉	rou4	P	flesh		
32905	肉	rou4	S	meat		
33107	腓	fei2	P	calf		
33107	腓	fei2	S	avoid		
33107	腓	fei2	A	be ill		
33107	腓	fei2	A	wither		
33511	苧	ning2	P	China grass, ramie (Boehmeria nivea)		
33713	莱	lai2	P	goosefoot, weed		
33713	莱	lai2	S	fallow field		
34016	蓠	li2	P	Gracilaria verrucosa		
34218	薪	xin1	P	fuel, firewood		
34218	薪	xin1	S	salary		
34521	蛙	wa1	P	frog		
34622	蜾	guo3	P	the solitary wasp		
34723	螣	teng2	P	mythological wingless dragon		
35026	裒	pou2	P	collect, gather, assemble		
35026	裒	pou2	S	praise		
35834	诺	nuo4	P	promise		
35834	诺	nuo4	S	assent, approve		
36137	贩	fan4	P	peddler, hawker, street merchant		
36339	跳	tiao4	P	jump, leap, vault, bounce		
36339	跳	tiao4	S	dance		
36743	辇	nian3	P	hand-cart		
36743	辇	nian3	S	transport by carriage		
36945	遑	huang2	P	leisure, leisurely		
36945	遑	huang2	S	hurry about		
37046	邶	bei4	P	place in today's Henan province		
38056	钨	wu1	P	tungsten (W)		
38258	镲	cha3	P	cymbals		
38460	阼	zuo4	P	the steps leading to the eastern door		
38662	霆	ting2	P	a sudden peal of thunder		
39066	颚	e4	P	jaw		
39571	骓	zhui1	P	piebald horse		
40076	鲌	bo2	P	common bleak (Alburnus alburnus)		
40076	鲌	bo2	S	various other freshwater fish		
40480	鸠	jiu1	P	pigeon		
40480	鸠	jiu1	S	collect, assemble		
40682	黪	can3	P	grey black		
181779	𬘓	xun2	P	a cord		
