# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19735	䴗	ju2	P	a shrike		
20139	享	xiang3	P	enjoy		
20240	伐	fa2	P	cut down, subjugate, attack		
20442	俚	li3	P	rustic, vulgar, unpolished		
20442	俚	li3	S	mean		
20846	兮	xi1	P	exclamatory particle		
20947	凓	li4	P	shiver		
20947	凓	li4	S	severe cold		
21149	劝	quan4	P	recommend, advise, urge		
21351	卧	wo4	P	lie down		
21351	卧	wo4	S	crouch		
21452	双	shuang1	P	set of two, pair, couple		
21452	双	shuang1	S	both		
21957	嗅	xiu4	P	smell, scent, sniff		
21957	嗅	xiu4	S	olfactive		
22159	嚏	ti4	P	sneeze		
22260	围	wei2	P	surround, encircle, corral		
22664	墈	kan4	P	cliff		
23270	嫦	chang2	P	name of a moon goddess		
23472	宰	zai3	P	to slaughter		
23472	宰	zai3	S	to rule		
23573	尕	ga3	P	small (used in place names)		
23674	屺	qi3	P	a hill with trees or grass-- some give the opposite meaning		
24179	平	ping2	P	flat, level, even		
24179	平	ping2	S	peaceful		
24684	恬	tian2	P	quiet, calm, tranquil, peaceful		
24785	惑	huo4	P	confuse, mislead, baffle		
24785	惑	huo4	S	doubt		
25290	拊	fu3	P	slap		
25290	拊	fu3	S	pat		
25290	拊	fu3	A	tap		
25290	拊	fu3	A	handle of a vessel		
25391	振	zhen4	P	raise, excite, arouse action		
25694	摞	luo4	P	to pile up		
26199	晗	han2	P	pre-dawn		
26704	桐	tong2	P	name applied various trees		
26805	梵	fan4	P	Buddhist, Sanskrit		
27714	求	qiu2	P	seek		
27714	求	qiu2	S	demand, request		
27714	求	qiu2	A	beseech		
27815	沧	cang1	P	blue, dark green		
27815	沧	cang1	S	cold		
27916	洌	lie4	P	clear		
28118	淖	nao4	P	slush		
28118	淖	nao4	S	mud		
28320	溠	zha4	P	river in Hubei province		
28825	炙	zhi4	P	roast, broil		
28825	炙	zhi4	S	toast		
28825	炙	zhi4	A	cauterize		
29330	犒	kao4	P	entertain victorious soldiers		
29431	狷	juan4	P	rash, impetuous, impulsive		
29734	琦	qi2	P	gem, precious stone, jade		
29835	璋	zhang1	P	jade plaything		
29835	璋	zhang1	S	jade ornament		
30239	瘟	wen1	P	epidemic, plague, pestilence		
30542	睎	xi1	P	to long for		
30542	睎	xi1	S	to gaze at		
30643	瞳	tong2	P	pupil of eye		
30744	砘	dun4	P	a kind of farm tool		
31047	祇	qi2	P	the spirit of the earth		
31047	祇	qi2	S	only, merely, but		
31249	稑	lu4	P	rice		
31350	究	jiu1	P	examine, investigate		
32461	绍	shao4	P	continue, carry on		
32461	绍	shao4	S	join		
32562	缲	qiao1	P	to reel		
32764	翼	yi4	P	wings		
32764	翼	yi4	S	fins on fish		
32764	翼	yi4	A	shelter		
32764	翼	yi4	A	27th lunar mansion, determinative star α Crateris (Alkes)		
32966	胆	dan3	P	gall bladder		
32966	胆	dan3	S	bravery, courage		
33370	艚	cao2	P	ship		
33673	莉	li4	P	white jasmine		
33976	蒸	zheng1	P	steam		
33976	蒸	zheng1	S	evaporate		
34481	蚱	zha4	P	grasshopper		
34481	蚱	zha4	S	locust		
34481	蚱	zha4	A	cicada		
34683	蝻	nan3	P	immature locusts		
34784	蟠	pan2	P	coil		
34784	蟠	pan2	S	coiling, curling		
34784	蟠	pan2	A	occupy		
34885	衅	xin4	P	consecrate sacrificial vessels by smearing blood		
34885	衅	xin4	S	rift		
34986	袪	qu1	P	sleeves		
34986	袪	qu1	S	cuff		
35390	訾	zi3	P	bad-mouth		
35390	訾	zi3	S	criticize		
35390	訾	zi3	A	defects		
35794	诒	yi2	P	bequeath, pass on to future generations		
35895	谷	gu3	P	valley, gorge, ravine		
36198	赦	she4	P	forgive, remit, pardon		
36299	跋	ba2	P	go by foot		
36299	跋	ba2	S	epilogue, colophon		
36804	迄	qi4	P	extend, reach		
36804	迄	qi4	S	until		
36804	迄	qi4	A	till		
38117	铥	diu1	P	thulium (element 69, Tm)		
38218	镊	nie4	P	tweezers, forceps, pincers		
38420	阔	kuo4	P	broad, ample, wide		
38420	阔	kuo4	S	be apart		
38824	鞨	he2	P	tribe		
39127	飗	liu2	P	soughing of wind		
39127	飗	liu2	S	noise		
40137	鳉	jiang1	P	name of fish		
40541	鹝	yi4	P	pheasant		
40844	龌	wo4	P	narrow, small		
40844	龌	wo4	S	dirty		
166993	𨱑	huang2	P	bell		
178204	𫠜	ni2	P	teeth grown in old age		
180729	𬇹	guo2	P	a river		
