# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19990	世	shi4	P	generation		
19990	世	shi4	S	world		
19990	世	shi4	A	era		
20394	侪	chai2	P	a company, companion		
20394	侪	chai2	S	together		
20495	倏	shu1	P	hastily, suddenly, abruptly		
21000	刈	yi4	P	cut off, reap, mow		
21000	刈	yi4	S	sickle		
21606	呦	you1	P	the bleating of the deer		
21808	唰	shua1	P	swish, rustle		
22616	塘	tang2	P	pond		
22616	塘	tang2	S	tank		
22616	塘	tang2	A	dike, embankment		
22919	妇	fu4	P	married women		
22919	妇	fu4	S	woman		
22919	妇	fu4	A	wife		
23020	姬	ji1	P	beauty		
23020	姬	ji1	S	imperial concubine		
23323	嬛	xuan1	P	apt, clever		
23323	嬛	xuan1	S	sycophant, flatterer		
23525	寥	liao2	P	few, scarce		
23525	寥	liao2	S	empty, deserted		
23626	届	jie4	P	numerary adjunct for time, term		
23828	崔	cui1	P	high, lofty, towering		
24030	州	zhou1	P	administrative division, state		
24535	志	zhi4	P	purpose, will, determination		
24535	志	zhi4	S	annals		
24636	怼	dui4	P	hate, abhor		
24636	怼	dui4	S	hatred, resentment		
24838	愆	qian1	P	a fault, mistake, error, transgression		
25242	抚	fu3	P	pat, console, comfort		
25242	抚	fu3	S	pacify		
25343	拿	na2	P	take, hold, grasp		
25343	拿	na2	S	bring		
25343	拿	na2	A	with		
25545	揉	rou2	P	rub, massage		
25545	揉	rou2	S	crush by hand		
25949	敝	bi4	P	break, destroy		
25949	敝	bi4	S	broken, tattered		
26151	昧	mei4	P	obscure, dark		
26151	昧	mei4	S	darken		
26252	暌	kui2	P	in opposition		
26252	暌	kui2	S	distant from		
26252	暌	kui2	A	separated		
26454	杖	zhang4	P	cane, walking stick		
26757	梅	mei2	P	plums		
26757	梅	mei2	S	prunes		
26858	棪	yan3	P	tree		
27060	榴	liu2	P	pomegranate		
27868	泜	zhi1	P	a river in Hebei province		
27969	流	liu2	P	flow, circulate, drift		
27969	流	liu2	S	class		
28070	润	run4	P	soft, moist		
28070	润	run4	S	sleek		
28070	润	run4	A	freshen		
28373	滕	teng2	P	an ancient state in Shandong province		
28373	滕	teng2	S	water bursting forth		
29080	熘	liu1	P	to steam		
29282	牢	lao2	P	prison		
29282	牢	lao2	S	stable, pen		
29282	牢	lao2	A	secure		
29484	猬	wei4	P	vulgar		
29484	猬	wei4	S	wanton		
29484	猬	wei4	A	low		
29484	猬	wei4	A	many		
29484	猬	wei4	A	varied		
29585	玑	ji1	P	pearl that is not quite round		
29787	瑛	ying1	P	luster of gem		
29787	瑛	ying1	S	crystal		
29888	瓀	ruan3	P	gem		
29989	甥	sheng1	P	niece, sister's child		
30292	癔	yi4	P	hysterical		
30797	硍	yin2	P	strike		
30898	碲	di4	P	tellurium (element 52, Te)		
31100	祼	guan4	P	libation		
31302	穆	mu4	P	majestic, solemn, reverent		
31302	穆	mu4	S	calm		
31605	筵	yan2	P	feast		
31706	篚	fei3	P	round or oval covered-baskets with short legs		
31807	簿	bu4	P	register, account book, notebook		
31908	粤	yue4	P	Guangdong and Guangxi provinces		
31908	粤	yue4	S	initial particle		
32110	絮	xu4	P	waste cotton, raw silk or cotton		
32514	缂	ke4	P	the woof of a woven item		
32716	翌	yi4	P	bright		
32716	翌	yi4	S	daybreak, dawn		
32716	翌	yi4	A	the next day		
32817	耱	mo4	P	a kind of farm tool		
33120	腠	cou4	P	the tissue between the skin and the flesh		
33322	航	hang2	P	sail		
33322	航	hang2	S	navigate		
33322	航	hang2	A	ship, boat		
33423	芏	du4	P	Cyperus malaccensis		
33524	苴	ju1	P	sackcloth		
33524	苴	ju1	S	female hemp plant		
33625	荙	da2	P	Plantago major		
33928	蒈	kai3	P	carane		
34231	薷	ru2	P	Elshotria paltrini		
34433	蚁	yi3	P	ants		
34837	蠕	ru2	P	to squirm, wriggle		
35039	裟	sha1	P	a cassock or robe of a monk		
35140	襄	xiang1	P	aid, help, assist		
35140	襄	xiang1	S	undress		
35746	订	ding4	P	draw up agreement		
35746	订	ding4	S	arrange		
35847	谇	sui4	P	speak ill of, vilify		
35847	谇	sui4	S	berate		
36150	贶	kuang4	P	give, grant, bestow		
36756	辔	pei4	P	bridle of horse, reins		
36857	迹	ji4	P	traces, impressions, footprints		
37059	郃	he2	P	county in Shanxi province		
37261	醍	ti2	P	essential oil of butter		
38069	钵	bo1	P	earthenware basin		
38069	钵	bo1	S	alms bowl		
38170	锚	mao2	P	anchor		
38473	陉	xing2	P	defile, mountain pass, gorge		
38675	霓	ni2	P	rainbow		
38675	霓	ni2	S	variegated, colored		
38776	靸	sa3	P	a child's shoes		
38776	靸	sa3	S	slippers		
39079	颧	quan2	P	cheek bones		
39281	饱	bao3	P	eat heartily		
39281	饱	bao3	S	eat one's fill		
40089	鲙	kuai4	P	minced fish		
40089	鲙	kuai4	S	hash		
40493	鸭	ya1	P	duck		
40493	鸭	ya1	S	Anas species (various)		
40594	麒	qi2	P	legendary auspicious animal		
