# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
13901	㙍	duo1	P	name of a place in today's Guangdong Province		
18648	䣘	tang2	P	a hall, an office		
18648	䣘	tang2	S	a reception room, a court of justice		
20062	乞	qi3	P	beg		
20062	乞	qi3	S	request		
20163	仃	ding1	P	lonely, solitary		
20365	侍	shi4	P	serve, attend upon		
20365	侍	shi4	S	attendant, servant		
20365	侍	shi4	A	samurai		
20769	儡	lei3	P	puppet, dummy		
20971	凫	fu2	P	wild duck, teal		
20971	凫	fu2	S	swim		
21072	剐	gua3	P	cut, cut flesh from bones		
21375	卿	qing1	P	noble, high officer		
21476	古	gu3	P	old, classic, ancient		
21880	啸	xiao4	P	roar, howl, scream		
21880	啸	xiao4	S	whistle		
21981	嗝	ge2	P	cackling of fowls to gag, to vomit		
22082	噂	zun3	P	meet		
22284	圌	chui2	P	fence		
23092	娴	xian2	P	elegant, refined		
23092	娴	xian2	S	skillful		
23395	季	ji4	P	quarter of year		
23395	季	ji4	S	season		
24102	带	dai4	P	belt, girdle, band, strap, zone		
24203	庋	gui3	P	a cupboard or pantry to store		
24405	录	lu4	P	copy, write down, record		
24809	惩	cheng2	P	punish, reprimand		
24809	惩	cheng2	S	warn		
24910	慎	shen4	P	act with care, be cautious		
25112	战	zhan4	P	war, fighting, battle		
25213	扽	den4	P	to move, to shake		
25314	拢	long3	P	collect, bring together		
25516	掬	ju1	P	to grasp or hold with both hands		
26021	斥	chi4	P	to scold, upbraid, accuse, reproach		
26122	昊	hao4	P	summer time		
26122	昊	hao4	S	sky		
26122	昊	hao4	A	heaven		
26223	景	jing3	P	scenery, view		
26223	景	jing3	S	conditions		
26728	桨	jiang3	P	oar, paddle		
26829	棍	gun4	P	stick, cudgel		
26829	棍	gun4	S	scoundrel		
27233	橡	xiang4	P	chestnut oak		
27233	橡	xiang4	S	rubber tree		
27233	橡	xiang4	A	rubber		
27334	櫆	kui2	P	Polaris, the north star		
27637	毵	san1	P	long feathers		
27637	毵	san1	S	scraggy		
27839	沿	yan2	P	follow a course, go along		
28041	涉	she4	P	ford stream, wade across		
28142	淮	huai2	P	river in Anhui province		
28243	湓	pen2	P	a river in Jiangxi province		
28546	澂	cheng2	P	clear and still water		
28748	灌	guan4	P	pour		
28748	灌	guan4	S	water		
28748	灌	guan4	A	irrigate, flood		
28849	炱	tai2	P	soot		
28950	焖	men4	P	simmer, cook over slow fire		
29152	燠	yu4	P	warm		
29152	燠	yu4	S	warmth		
29556	獴	meng3	P	mongoose		
29657	珙	gong3	P	precious stone		
29657	珙	gong3	S	county in Sichuan		
30162	痒	yang3	P	itch		
30566	睦	mu4	P	friendly, amiable, peaceful		
30768	砰	peng1	P	sound of crashing stones, bang!		
31071	祟	sui4	P	evil spirit		
31071	祟	sui4	S	evil influence		
31374	窎	diao4	P	deep		
31374	窎	diao4	S	distant		
32485	绥	sui2	P	soothe, appease, pacify		
32687	羯	jie2	P	wether, castrated ram		
32687	羯	jie2	S	deer skin		
32788	耔	zi3	P	to hoe up the earth around plants		
32990	胞	bao1	P	womb, placenta, fetal membrane		
33192	膨	peng2	P	to swell		
33192	膨	peng2	S	swollen, bloated, inflated		
33495	苗	miao2	P	sprouts		
33495	苗	miao2	S	Miao nationality		
33596	茼	tong2	P	Chrysanthemum coronarium		
33798	萆	bi4	P	the castor-oil plant		
33899	葫	hu2	P	bottle-gourd		
34000	蓐	ru4	P	straw bed mat		
34000	蓐	ru4	S	rushes		
34303	藿	huo4	P	Agastache rugosa, Korean mint		
34505	蛉	ling2	P	dragonfly, Libellulidae		
34505	蛉	ling2	S	lacewing		
34606	蜮	yu4	P	a fabulous creature like a turtle		
34606	蜮	yu4	S	a toad		
35010	裂	lie4	P	split, crack, break open		
35010	裂	lie4	S	rend		
35313	觱	bi4	P	tartar horn		
35313	觱	bi4	S	chilly wind		
36323	跣	xian3	P	bare footed		
36424	蹈	dao3	P	stamp feet		
36424	蹈	dao3	S	dance		
36727	轷	hu1	P	surname		
36828	远	yuan3	P	distant, remote, far		
36828	远	yuan3	S	profound		
36929	遁	dun4	P	hide, conceal oneself		
36929	遁	dun4	S	escape		
37030	邦	bang1	P	nation, country, state		
37232	酰	xian1	P	acyl		
38040	钘	xing2	P	ancient wine vessel		
38141	铽	te4	P	terbium (element 65, Tb)		
38242	镢	jue2	P	hoe		
38646	零	ling2	P	zero		
38646	零	ling2	S	fragment, fraction		
38747	靛	dian4	P	indigo		
38747	靛	dian4	S	any blue dye		
39050	颊	jia2	P	cheeks, jaw		
39252	饔	yong1	P	breakfast		
39252	饔	yong1	S	eat prepared food		
39555	骃	yin1	P	grey horse		
39757	魍	wang3	P	demons, mountain spirits		
40060	鱼	yu2	P	fish		
