# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19995	丛	cong2	P	bush, shrub		
19995	丛	cong2	S	thicket		
19995	丛	cong2	A	collection		
20197	以	yi3	P	by means of		
20197	以	yi3	S	thereby, therefore		
20197	以	yi3	A	consider as		
20197	以	yi3	A	in order to		
20803	元	yuan2	P	first		
20803	元	yuan2	S	dollar		
20803	元	yuan2	A	origin		
20803	元	yuan2	A	head		
21005	刍	chu2	P	mow, cut grass		
21005	刍	chu2	S	hay, fodder		
21106	割	ge1	P	cut, divide, partition		
21106	割	ge1	S	cede		
21308	匼	ke1	P	ancient term for a scholar's cap		
21510	吆	yao1	P	bawl, yell, shout, cry out		
21712	哐	kuang1	P	syllable		
21813	唵	an3	P	used in Buddhist texts to transliterate non-Chinese sounds		
21813	唵	an3	S	to eat with the hand		
22116	噤	jin4	P	close		
22116	噤	jin4	S	be silent, be unable speak		
22318	圮	pi3	P	destroyed, ruined		
22318	圮	pi3	S	to subvert to injure		
22419	垓	gai1	P	border, boundary, frontier		
22520	埸	yi4	P	a border		
22520	埸	yi4	S	a limit		
22520	埸	yi4	A	a dike		
22520	埸	yi4	A	a frontier		
22520	埸	yi4	A	a boundary		
22621	塝	bang4	P	flat bank, plateau		
23025	姱	kua1	P	beautiful, handsome, elegant		
23429	宅	zhai2	P	residence, dwelling, home		
23429	宅	zhai2	S	grave		
24237	庭	ting2	P	courtyard		
24237	庭	ting2	S	spacious hall or yard		
24439	彷	pang2	P	like, resembling		
24439	彷	pang2	S	resemble		
24641	恁	nen4	P	that, like this, thus, so, such		
24742	悦	yue4	P	pleased, contented, gratified		
24944	慰	wei4	P	comfort, console, calm		
25247	抟	tuan2	P	roll around with hand		
25247	抟	tuan2	S	model		
25449	捩	lie4	P	twist with hands		
25449	捩	lie4	S	snap, tear		
25954	敢	gan3	P	to dare, venture		
25954	敢	gan3	S	bold, brave		
26257	暑	shu3	P	hot		
26964	楔	xie1	P	wedge		
26964	楔	xie1	S	gatepost		
26964	楔	xie1	A	foreword		
28176	渐	jian4	P	gradually		
28378	滚	gun3	P	turn		
29287	牧	mu4	P	tend cattle, shepherd		
29489	猱	nao2	P	a monkey with yellow hair, macaque		
29590	玖	jiu3	P	black-colored jade		
29994	甪	lu4	P	to loose, take off, get rid of		
30095	疏	shu1	P	neglect		
30095	疏	shu1	S	careless, lax		
30196	痴	chi1	P	foolish, stupid, dumb, silly		
30701	短	duan3	P	short		
30701	短	duan3	S	brief		
30701	短	duan3	A	deficient, lacking		
30802	硒	xi1	P	selenium (element 34, Se)		
31206	秦	qin2	P	feudal state of Qin		
31206	秦	qin2	S	the Qin dynasty (from which the name 'China' comes)		
31509	笕	jian3	P	bamboo water pipe		
32418	红	hong2	P	red, vermillion		
32418	红	hong2	S	blush, flush		
32519	缇	ti2	P	reddish color, red, brown		
32923	肛	gang1	P	anus		
33125	腥	xing1	P	raw meat		
33125	腥	xing1	S	rank, strong-smelling		
33529	苹	ping2	P	artemisia		
33529	苹	ping2	S	duckweed		
33529	苹	ping2	A	apple		
33630	荞	qiao2	P	buckwheat		
33832	萨	sa4	P	Buddhist gods or immortals		
34135	蕗	lu4	P	genus Leucaena		
34135	蕗	lu4	S	butterbur		
34135	蕗	lu4	A	Petasites japonicus		
34741	螵	piao1	P	a chrysalis		
34943	衿	jin1	P	collar or lapel of garment		
35044	裤	ku4	P	trousers, pants		
35751	讧	hong4	P	confusion		
35751	讧	hong4	S	internal strife		
35852	谌	chen2	P	sincere, faithful		
36155	贻	yi2	P	give to, hand down, bequeath		
36357	踅	xue2	P	to walk around		
36357	踅	xue2	S	turn back midway		
36761	辙	zhe2	P	wagon ruts, wheel tracks		
36963	遣	qian3	P	send, dispatch		
36963	遣	qian3	S	send off, exile		
37064	郈	hou4	P	place in Shandong province		
37266	醒	xing3	P	wake up		
37266	醒	xing3	S	sober up		
37266	醒	xing3	A	startle		
38074	钺	yue4	P	broad-axe, a battle axe, halberd		
38175	锟	kun1	P	ancient treasured sword		
38377	闩	shuan1	P	bolt, latch, crossbar		
38579	隳	hui1	P	to destroy		
38579	隳	hui1	S	to overthrow		
38781	靽	ban4	P	leather strap on the back of a horse		
39286	饶	rao2	P	bountiful, abundant, plentiful		
39589	骥	ji4	P	thoroughbred horse		
39589	骥	ji4	S	refined and		
40094	鲞	xiang3	P	dried fish		
40498	鸲	qu2	P	mynah		
40498	鸲	qu2	S	Erithacus species (various)		
40700	黼	fu3	P	embroidered official or sacrificial robe		
179575	𫵷	li4	P	southeast of Jingde county		
