# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
17640	䓨	ying1	P	long-necked bottle		
17640	䓨	ying1	S	an earthenware jar with a small mouth and two or four ears		
20064	习	xi2	P	practice		
20064	习	xi2	S	flapping wings		
20165	仅	jin3	P	only, merely, solely, just		
20266	伪	wei3	P	false, counterfeit, bogus		
20367	侏	zhu1	P	small, little, tiny, dwarf		
20872	冈	gang1	P	ridge or crest of hill		
20973	凭	ping2	P	lean on, depend on, rely on		
21276	匜	yi2	P	basin		
21276	匜	yi2	S	container for wine		
21478	另	ling4	P	another, separate, other		
21579	呋	fu1	P	furan (C₄H₄O)		
21983	嗟	jie1	P	sigh, alas		
22387	坳	ao4	P	a hollow in the ground, a cavity, depression		
22387	坳	ao4	S	undulating, depressed		
22488	埘	shi2	P	roost		
22589	堽	gang1	P	mound		
22791	备	bei4	P	prepare, ready, perfect		
22993	姑	gu1	P	father's sister		
22993	姑	gu1	S	husband's mother		
23094	娶	qu3	P	marry, take wife		
23397	孥	nu2	P	one's children		
23700	岔	cha4	P	diverge, branch off		
23700	岔	cha4	S	fork in road		
24104	帨	shui4	P	handkerchief, kerchief, shawl		
24407	彗	hui4	P	broomstick		
24407	彗	hui4	S	comet		
24508	徼	jiao4	P	frontier, border		
24508	徼	jiao4	S	inspect, patrol		
24609	怡	yi2	P	harmony		
24609	怡	yi2	S	pleasure, joy		
24609	怡	yi2	A	be glad		
24710	悆	yu4	P	happy		
24811	惫	bei4	P	tired, weary, fatigued		
25114	戚	qi1	P	relative		
25114	戚	qi1	S	be related to		
25114	戚	qi1	A	sad		
25215	承	cheng2	P	inherit, receive		
25215	承	cheng2	S	succeed		
25417	捉	zhuo1	P	grasp, clutch		
25417	捉	zhuo1	S	catch, seize		
25518	掮	qian2	P	to bear on the shoulders		
25619	搓	cuo1	P	to rub or roll between the hands		
25720	摸	mo1	P	gently touch with hand		
25720	摸	mo1	S	caress		
26023	斧	fu3	P	axe, hatchet		
26023	斧	fu3	S	chop, hew		
26124	昌	chang1	P	light of sun		
26124	昌	chang1	S	good, proper		
26932	椴	duan4	P	poplar, aspen		
27538	殒	yun3	P	die, perish		
27538	殒	yun3	S	vanish		
27538	殒	yun3	A	fall		
27740	汜	si4	P	a stream which leaves the main branch then later returns		
28346	溺	ni4	P	drown		
28346	溺	ni4	S	submerge in water		
28346	溺	ni4	A	indulge		
28649	濩	huo4	P	pour down, cascade down		
28649	濩	huo4	S	look		
28851	炳	bing3	P	bright, luminous		
28851	炳	bing3	S	glorious		
28952	焘	tao1	P	shine, illuminate		
28952	焘	tao1	S	cover, envelope		
29053	煽	shan1	P	stir up, incite, agitate, provoke		
29356	犬	quan3	P	dog		
29760	瑀	yu3	P	stone resembling jade		
29760	瑀	yu3	S	agate		
29861	璥	jing3	P	a kind of jade		
30063	畯	jun4	P	rustic		
30063	畯	jun4	S	crude		
30164	痔	zhi4	P	hemorrhoids, piles		
30366	皞	hao4	P	bright, brilliant		
30568	睨	ni4	P	look askance at, glare at		
30568	睨	ni4	S	squint		
30669	矍	jue2	P	look about in fright or alarm		
30871	碗	wan3	P	bowl, small dish		
31174	秆	gan3	P	straw		
31174	秆	gan3	S	stalk of grain		
31578	筚	bi4	P	wicker, bamboo		
31881	粉	fen3	P	powder, face powder		
31881	粉	fen3	S	plaster		
32386	纂	zuan3	P	edit, compile		
32386	纂	zuan3	S	topknot, chignon		
32487	继	ji4	P	continue, maintain, carry on		
32689	羱	yuan2	P	sheep		
32790	耖	chao4	P	harrow		
32992	胠	qu1	P	open		
32992	胠	qu1	S	throw away		
33396	艴	bo2	P	the countenance changing		
33901	葭	jia1	P	bulrush, reed		
33901	葭	jia1	S	flute, whistle		
34103	蔷	qiang2	P	rose		
34204	薜	bi4	P	evergreen shrubs, genus Ligusticum		
34507	蛋	dan4	P	eggs		
34507	蛋	dan4	S	term of abuse		
35315	觳	hu2	P	an ancient measure		
35315	觳	hu2	S	a goblet		
35315	觳	hu2	A	mean		
35315	觳	hu2	A	frightened		
35820	诬	wu1	P	make false accusation		
35820	诬	wu1	S	defame		
36527	躯	qu1	P	body		
36729	轹	li4	P	run over something with vehicle		
36830	连	lian2	P	join, connect		
36830	连	lian2	S	continuous		
36830	连	lian2	A	even		
37032	邨	cun1	P	village, hamlet		
37032	邨	cun1	S	rustic		
37234	酲	cheng2	P	hangover		
37234	酲	cheng2	S	uncomfortable		
38042	钚	bu4	P	plutonium (element 94, Pu)		
38143	铿	keng1	P	strike, beat, stroke		
38143	铿	keng1	S	jingling		
38244	镤	pu2	P	protactinium (Pa)		
38446	阮	ruan3	P	ancient musical instrument: surname		
38850	韂	chan4	P	a saddle-flap		
38850	韂	chan4	S	trappings		
39052	颌	he2	P	mouth		
39052	颌	he2	S	jaw		
39557	骅	hua2	P	an excellent horse		
39759	魏	wei4	P	kingdom of Wei		
40062	鱾	ji3	P	name of fish		
40163	鳣	zhan1	P	sturgeon		
40668	黜	chu4	P	dismiss		
40668	黜	chu4	S	demote, downgrade		
40769	齁	hou1	P	snore loudly		
40769	齁	hou1	S	very, extremely		
177422	𫔎	jue2	P	hasp of a lock		
