# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
13912	㙘	yao1	P	used in naming a place		
20073	乩	ji1	P	to divine		
20174	从	cong2	P	from, by, since, whence, through		
20376	侘	cha4	P	disappointed, forlorn		
20679	僇	lu4	P	humiliate		
20679	僇	lu4	S	treat with contempt		
20982	凶	xiong1	P	culprit		
20982	凶	xiong1	S	murder		
20982	凶	xiong1	A	bad, sad		
21588	呔	dai1	P	a necktie, a tire		
21891	喃	nan2	P	keep talking, chattering		
21891	喃	nan2	S	mumble		
21992	嗨	hai1	P	an exclamation		
22093	噍	jiao4	P	chew		
22093	噍	jiao4	S	eat		
22093	噍	jiao4	A	munch		
22396	坼	che4	P	split, tear, open		
22800	夐	xiong4	P	long, faraway		
22800	夐	xiong4	S	pre-eminent		
23002	姚	yao2	P	handsome, elegant		
23305	嬉	xi1	P	enjoy		
23305	嬉	xi1	S	play, amuse oneself		
23507	寓	yu4	P	residence		
23507	寓	yu4	S	lodge		
23507	寓	yu4	A	dwell		
23608	尸	shi1	P	corpse		
23608	尸	shi1	S	to impersonate the dead		
23608	尸	shi1	A	to preside		
23810	崂	lao2	P	Laoshan, mountain in Shandong		
24214	庖	pao2	P	kitchen		
24214	庖	pao2	S	cooking, cuisine		
24517	必	bi4	P	surely, most certainly		
24517	必	bi4	S	must		
24618	怪	guai4	P	strange, unusual, peculiar		
24820	惴	zhui4	P	afraid, apprehensive, nervous		
25022	憾	han4	P	to regret, remorse		
25022	憾	han4	S	dissatisfied		
25123	戣	kui2	P	lance		
25325	拭	shi4	P	wipe away stains with cloth		
25527	掷	zhi4	P	throw, hurl, cast, fling		
25628	搜	sou1	P	search, seek		
25628	搜	sou1	S	investigate		
25830	擦	ca1	P	wipe, scrub, rub, scour		
25830	擦	ca1	S	brush		
26032	新	xin1	P	new, recent, fresh, modern		
26133	昕	xin1	P	dawn		
26133	昕	xin1	S	early morning		
26133	昕	xin1	A	day		
26234	智	zhi4	P	wisdom, knowledge, intelligence		
26840	棘	ji2	P	jujube tree		
26840	棘	ji2	S	thorns, brambles		
26941	椽	chuan2	P	beams, rafters, supports		
27547	殛	ji2	P	to put to death to imprison for life		
28052	涔	cen2	P	river in Shaanxi		
28052	涔	cen2	S	murky torrent		
28153	淹	yan1	P	drown		
28153	淹	yan1	S	cover with liquid, steep		
28355	滃	weng1	P	swelling, rising, dispersing		
28557	澍	shu4	P	timely rain, life-giving rain		
28860	炼	lian4	P	smelt, refine		
28860	炼	lian4	S	distill, condense		
29971	甓	pi4	P	glazed tiles, bricks		
30072	畸	ji1	P	odd, fractional, remainder, odds		
30779	砻	long2	P	grind, sharpen		
30779	砻	long2	S	mill		
30981	礅	dun1	P	a stone block		
31890	粒	li4	P	grain		
31890	粒	li4	S	small particle		
32597	罕	han3	P	rare, scarce		
32900	肄	yi4	P	learn, practice, study		
32900	肄	yi4	S	toil		
33001	胩	ka3	P	carbamine		
33001	胩	ka3	S	isocyanide		
33203	膳	shan4	P	meals, provisions, board		
33405	艽	jiao1	P	a root		
33405	艽	jiao1	S	a lair		
33607	荇	xing4	P	a water plant, Nymphoides peltalum		
33809	萑	huan2	P	grass used for making mats		
33910	葶	ting2	P	Draba nemerosa		
34516	蛔	hui2	P	tapeworm		
34819	蠃	luo3	P	the solitary wasp		
34920	表	biao3	P	show, express, manifest, display		
35829	诵	song4	P	recite, chant, repeat		
35930	豚	tun2	P	small pig, suckling pig		
35930	豚	tun2	S	shuffle one's feet		
36132	贤	xian2	P	virtuous, worthy, good		
36132	贤	xian2	S	able		
36738	辂	lu4	P	a chariot, carriage		
36738	辂	lu4	S	a carriage pull-bar		
37041	邱	qiu1	P	hill		
37041	邱	qiu1	S	mound		
37041	邱	qiu1	A	grave		
37950	鐾	bei4	P	to strop, to sharpen by rubbing against leather, stone, etc.		
38051	钣	ban3	P	plate		
38152	锈	xiu4	P	rust, corrode		
38253	镭	lei2	P	radium (element 88, Ra)		
38556	障	zhang4	P	separate		
38556	障	zhang4	S	shield		
38556	障	zhang4	A	barricade		
38657	霁	ji4	P	to clear up after rain		
38657	霁	ji4	S	to cease be angry		
39566	骎	qin1	P	galloping		
39566	骎	qin1	S	speeding		
40071	鲇	nian2	P	sheatfish, Parasilurus asotus		
40576	麀	you1	P	female deer, doe		
40677	黥	qing2	P	to tattoo		
40677	黥	qing2	S	to brand the face of criminals		
183693	𬶍	tuo2	P	snakefish		
