# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
15088	㫰	lang4	P	light		
15088	㫰	lang4	S	bright		
15088	㫰	lang4	A	brilliant		
15088	㫰	lang4	A	clean		
15189	㭕	qu1	P	a board (on the back of a donkey) for carrying things		
15189	㭕	qu1	S	saddle		
17209	䌹	jiong3	P	a garment of one colour with no lining, a dust coat		
19734	䴖	jing1	P	a kind of water bird		
20037	久	jiu3	P	long time (ago)		
20037	久	jiu3	S	time passage, grow late		
20239	伏	fu2	P	crouch, crawl, lie hidden, conceal		
20340	佴	nai4	P	a second, an assistant		
20441	俙	xi1	P	to pretend, appear as if		
20542	倾	qing1	P	upset, pour out, overflow		
20643	傣	dai3	P	the Dai minority living in South China		
20845	六	liu4	P	number six		
21350	卦	gua4	P	fortune telling		
21350	卦	gua4	S	tell fortunes		
21451	友	you3	P	friend, companion		
21451	友	you3	S	fraternity		
21653	咕	gu1	P	mumble, mutter, murmur		
21653	咕	gu1	S	rumble		
21754	哺	bu3	P	chew food		
21754	哺	bu3	S	feed		
21956	嗄	sha4	P	hoarse of voice		
22158	嚎	hao2	P	cry loudly, yell, scream		
22764	壬	ren2	P	ninth heavenly stem		
22865	契	qi4	P	deed, contract, bond		
22865	契	qi4	S	engrave		
23572	尔	er3	P	you		
23572	尔	er3	S	that, those		
23572	尔	er3	A	final particle		
23673	屹	yi4	P	to rise high		
23673	屹	yi4	S	to stand erect		
24380	弼	bi4	P	aid, assist, help		
24380	弼	bi4	S	correct		
24481	御	yu4	P	drive, ride		
24481	御	yu4	S	chariot		
24481	御	yu4	A	manage		
24582	怆	chuang4	P	sad, broken-hearted, disconsolate		
24683	恫	dong4	P	in pain, sorrowful		
25087	懿	yi4	P	virtuous, admirable, esteemed		
25592	揸	zha1	P	handful		
25592	揸	zha1	S	to grasp, seize, pick up with fingers		
25592	揸	zha1	A	to take, carry		
25996	斌	bin1	P	refined, having both appearance		
26097	旱	han4	P	drought		
26097	旱	han4	S	dry		
26097	旱	han4	A	dry land		
26198	晖	hui1	P	sunshine		
26198	晖	hui1	S	light, bright, radiant		
26804	梴	chan1	P	long		
27713	汁	zhi1	P	juice, liquor, fluid, sap, gravy, sauce		
27814	沦	lun2	P	be lost		
27814	沦	lun2	S	sink, be submerged		
27915	洋	yang2	P	ocean, sea		
27915	洋	yang2	S	foreign		
27915	洋	yang2	A	western		
28218	渺	miao3	P	endlessly long, boundless, vast		
28319	溟	ming2	P	drizzling rain		
28319	溟	ming2	S	dark, obscure		
28824	炘	xin1	P	brilliant, shining, bright		
28925	烽	feng1	P	signal fire		
28925	烽	feng1	S	signal tower		
29228	爬	pa2	P	crawl, creep		
29228	爬	pa2	S	climb		
29228	爬	pa2	A	scramble		
29632	珀	po4	P	amber		
29733	琥	hu3	P	jewel in shape of tiger		
29733	琥	hu3	S	amber		
29935	瓯	ou1	P	bowl, cup		
29935	瓯	ou1	S	small tray		
30036	畔	pan4	P	boundary path dividing fields		
30137	疹	zhen3	P	measles		
30137	疹	zhen3	S	rash		
30137	疹	zhen3	A	fever		
30743	砗	che1	P	giant clam, tridacna gigas		
30844	硼	peng2	P	borax, boron		
30945	磡	kan4	P	cliff, ledge, bank		
30945	磡	kan4	S	step		
31046	祆	xian1	P	Ormazda, god of the Zoroastrians		
31046	祆	xian1	S	extended to god of the Manicheans		
31753	簉	zao4	P	deputy, subordinate		
31753	簉	zao4	S	concubine		
32460	绌	chu4	P	sew, stitch		
32460	绌	chu4	S	insufficient		
32561	缱	qian3	P	attached to, inseparable		
32561	缱	qian3	S	entangled		
32662	羖	gu3	P	a black ram		
32763	翻	fan1	P	flip over, upset, capsize		
33268	致	zhi4	P	send, deliver, present		
33268	致	zhi4	S	cause		
34177	薁	ao4	P	vine		
34278	藦	mo2	P	edible mushrooms		
34480	蚰	you2	P	millipede		
34581	蜕	tui4	P	molt		
34884	衄	nü4	P	epistaxis, nosebleed		
34884	衄	nü4	S	to be defeated		
35591	謇	jian3	P	stutter		
35591	謇	jian3	S	speak out boldly		
35692	譬	pi4	P	metaphor, simile, example		
35793	译	yi4	P	translate		
35793	译	yi4	S	decode		
35793	译	yi4	A	encode		
35894	谶	chen4	P	prophecy, hint, omen		
36399	踯	zhi2	P	waver, hesitate, be irresolute		
36500	躔	chan2	P	follow in, imitate		
36500	躔	chan2	S	rut, path		
37207	酗	xu4	P	drunk, to become violent under the influence of alcohol		
38116	铤	ting3	P	ingots, bars of metal		
38116	铤	ting3	S	hurry		
38217	镉	ge2	P	cadmium (element 48, Cd)		
38823	鞧	qiu1	P	a leather strap		
40136	鳈	quan2	P	name of fish		
40540	鹜	wu4	P	duck		
40843	龋	qu3	P	tooth decay		
