# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
18819	䦃	zhuo1	P	to dig with a hoe		
18819	䦃	zhuo1	S	a large hoe		
20132	交	jiao1	P	mix		
20132	交	jiao1	S	intersect		
20132	交	jiao1	A	exchange, communicate		
20132	交	jiao1	A	deliver		
20233	伉	kang4	P	compare, match		
20233	伉	kang4	S	pair		
20233	伉	kang4	A	spouse		
20940	凌	ling2	P	pure		
20940	凌	ling2	S	virtuous		
20940	凌	ling2	A	insult		
20940	凌	ling2	A	maltreat		
21647	咏	yong3	P	sing song or poem, hum, chant		
21950	喾	ku4	P	emperor		
22051	嘣	beng1	P	syllable		
22253	园	yuan2	P	garden		
22253	园	yuan2	S	park, orchard		
22354	坒	bi4	P	to compare		
22354	坒	bi4	S	to match		
22354	坒	bi4	A	to equal		
22657	墁	man4	P	to plaster		
22657	墁	man4	S	to pave		
22859	奋	fen4	P	strive, exert effort		
22859	奋	fen4	S	arouse		
23162	婺	wu4	P	a river and county in Jiāngxī		
23162	婺	wu4	S	ancient name for 女宿, one of the 28 lunar mansions		
23162	婺	wu4	A	used in various star names in Aquarius		
23869	崽	zai3	P	a child, a servant		
23869	崽	zai3	S	a diminutive		
24273	廑	jin3	P	a hut		
24273	廑	jin3	S	careful		
24374	弶	jiang4	P	a snare		
24475	徛	ji4	P	to cross over		
24576	怀	huai2	P	bosom, breast		
24576	怀	huai2	S	carry in bosom		
24778	惊	jing1	P	frighten, surprise, startle		
24980	憔	qiao2	P	be worn-out, emaciated, haggard		
25182	扞	han4	P	ward off, withstand, resist		
25283	拃	zha3	P	grope, press, span		
25788	撼	han4	P	move, shake		
25788	撼	han4	S	to fight		
26293	暵	han4	P	dry by exposing sun		
26495	板	ban3	P	plank, board		
26495	板	ban3	S	iron or tin plate		
26697	桉	an1	P	eucalyptus		
26899	椓	zhuo2	P	strike, hit, beat, hammer		
27000	楸	qiu1	P	Mallotus japonicus, East Asian mallotus, (J) akamegashiwa		
27606	毖	bi4	P	guard against, take care		
27606	毖	bi4	S	caution		
28010	浪	lang4	P	wave		
28010	浪	lang4	S	wasteful, reckless		
28212	渴	ke3	P	thirsty, parched		
28212	渴	ke3	S	yearn, pine		
28818	炒	chao3	P	fry, saute, roast, boil, cook		
28919	烷	wan2	P	alkane		
29020	煜	yu4	P	bright, shining, brilliant		
29323	犋	ju4	P	a unit of animal power		
29323	犋	ju4	S	measure word for draft animals		
29424	狰	zheng1	P	fierce-looking, ferocious		
29626	玺	xi3	P	imperial signet, royal signet		
30030	畎	quan3	P	a drain between fields, irrigation		
30030	畎	quan3	S	to flow		
30131	疳	gan1	P	childhood diseases		
30232	瘘	lou4	P	fistula, sore, ulcer, goiter		
30333	白	bai2	P	white		
30333	白	bai2	S	pure, unblemished		
30333	白	bai2	A	bright		
30535	睇	di4	P	look at, glance at		
30535	睇	di4	S	stare at		
30636	瞬	shun4	P	wink, blink		
30636	瞬	shun4	S	in a wink, a flash		
30737	砑	ya4	P	to grind, to calender, to polish		
30737	砑	ya4	S	to roll with a stone roller		
31040	祀	si4	P	to sacrifice, worship		
31747	簃	yi2	P	side room		
31949	糍	ci2	P	food made of crushed and cooked rice		
32454	细	xi4	P	fine, tiny		
32454	细	xi4	S	slender, thin		
32555	缫	sao1	P	draw, reel		
32858	聚	ju4	P	assemble, meet together, collect		
32959	肿	zhong3	P	swell		
32959	肿	zhong3	S	swollen		
32959	肿	zhong3	A	swelling		
33464	芸	yun2	P	rue, herb used to keep insects away		
33464	芸	yun2	S	to cut grass or weeds		
33565	茝	chai3	P	an aromatic grass		
33969	蒱	pu2	P	gambling game with dice		
34171	蕻	hong2	P	budding		
34272	藠	jiao4	P	Allium chinense, Chinese onion		
34474	蚪	dou3	P	tadpole		
34676	蝴	hu2	P	butterfly		
35686	警	jing3	P	guard, watch		
35686	警	jing3	S	alert, alarm		
35787	诋	di3	P	slander, condemn, reproach		
35888	谰	lan2	P	accuse falsely		
35888	谰	lan2	S	slander, libel		
36191	赟	yun1	P	affable, agreeable, pleasant		
36292	跄	qiang4	P	walk rapidly		
36393	踩	cai3	P	step on		
36797	辽	liao2	P	distant, far		
36898	逢	feng2	P	come upon, happen meet		
36898	逢	feng2	S	flatter		
38110	铞	diao4	P	hasp and staple		
38211	镃	zi1	P	hoe		
38211	镃	zi1	S	mattock		
38413	阍	hun1	P	gatekeeper		
38413	阍	hun1	S	gate, door		
38514	陲	chui2	P	frontier, border		
38817	鞡	la0	P	leg warmer		
39120	飐	zhan3	P	sway in wind		
40130	鳂	wei1	P	name of fish		
40534	鹖	he2	P	crossbill, species of nightingale		
40635	麻	ma2	P	hemp, jute, flax		
40635	麻	ma2	S	sesame		
40736	鼠	shu3	P	rat, mouse		
40837	龅	bao1	P	teeth protrude		
146584	𣲘	wu3	P	river in Hunan		
