# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20161	仁	ren2	P	humaneness, benevolence, kindness		
20262	伦	lun2	P	normal human relationships		
20363	例	li4	P	precedent, example		
20363	例	li4	S	regulation		
20565	偕	xie2	P	together		
20565	偕	xie2	S	be in order		
20666	傺	chi4	P	to hinder		
20666	傺	chi4	S	to detain		
21171	劳	lao2	P	labor, toil, do manual work		
21575	呇	men4	P	star		
21676	咬	yao3	P	bite, gnaw		
21777	唑	zuo4	P	azole		
21878	啶	ding4	P	phonetic used in pyridine and pyrimidine		
22080	噀	xun4	P	spurt out of the mouth		
22282	圊	qing1	P	rest room		
22383	坯	pi1	P	dam, embankment		
22383	坯	pi1	S	weir		
22686	增	zeng1	P	increase, add to, augment		
23090	娲	wa1	P	a goddess, the mythological sister and successor to Fuxi		
23494	密	mi4	P	dense, thick, close		
23494	密	mi4	S	intimate		
23696	岐	qi2	P	high		
23696	岐	qi2	S	majestic		
23696	岐	qi2	A	fork in road		
23898	嵚	qin1	P	lofty, towering		
24605	思	si1	P	think, consider, ponder		
24605	思	si1	S	final particle		
24807	惧	ju4	P	fear, be afraid of, dread		
24908	慌	huang1	P	nervous, panicky, frantic		
25110	或	huo4	P	or, either, else		
25110	或	huo4	S	perhaps, maybe		
25413	捅	tong3	P	jab		
25514	措	cuo4	P	place		
25514	措	cuo4	S	collect, arrange		
25514	措	cuo4	A	employ		
25615	搏	bo2	P	seize		
25615	搏	bo2	S	spring upon		
25615	搏	bo2	A	strike		
25716	摴	chu1	P	to stretch out, to unroll		
25716	摴	chu1	S	comfortable, easy (same as 舒)		
25716	摴	chu1	A	摴蒲 is the name of a traditional play		
25918	放	fang4	P	put, release, free, liberate		
26524	果	guo3	P	fruit		
26524	果	guo3	S	result		
26726	桦	hua4	P	type of birch		
26827	棋	qi2	P	chess		
26827	棋	qi2	S	any game similar to chess		
26928	椰	ye1	P	palm tree, coconut palm		
27029	榕	rong2	P	banyan tree		
27635	毳	cui4	P	fine hair or fur on animals		
27837	沽	gu1	P	buy and sell		
27837	沽	gu1	S	inferior in quality		
28140	淬	cui4	P	temper		
28140	淬	cui4	S	dye		
28140	淬	cui4	A	soak		
28140	淬	cui4	A	change, alter		
28241	湑	xu4	P	to strain spirits		
28241	湑	xu4	S	river in Guangxi		
28241	湑	xu4	A	abundant		
28241	湑	xu4	A	bright		
28342	溶	rong2	P	to melt, dissolve		
28342	溶	rong2	S	overflowing with		
28847	炯	jiong3	P	bright, brilliant, clear		
28847	炯	jiong3	S	hot		
29352	犨	chou1	P	panting of cow		
29352	犨	chou1	S	grunting of ox		
29756	琼	qiong2	P	jade		
29756	琼	qiong2	S	rare, precious		
29756	琼	qiong2	A	elegant		
29756	琼	qiong2	A	to coagulate		
30261	瘵	zhai4	P	a wasting disease		
30766	砮	nu3	P	arrow-tip		
30867	碓	dui4	P	pestle		
31069	祝	zhu4	P	pray for happiness or blessings		
31574	策	ce4	P	scheme, plan		
31574	策	ce4	S	to whip		
31574	策	ce4	A	urge		
31776	簠	fu3	P	an ancient vessel used for holding boiled grain		
32483	绣	xiu4	P	embroider		
32483	绣	xiu4	S	embroidery		
32483	绣	xiu4	A	ornament		
32786	耒	lei3	P	handle of plow		
32786	耒	lei3	S	plow		
32988	胜	sheng4	P	victory		
32988	胜	sheng4	S	excel, be better than		
33190	膦	lin4	P	organophosphine		
33392	艰	jian1	P	difficult, hard		
33392	艰	jian1	S	distressing		
33493	苕	shao2	P	rush plant		
33594	茺	chong1	P	motherwort		
33796	萄	tao2	P	grapes		
33897	葩	pa1	P	flowers		
34402	虢	guo2	P	name of ancient feudal State in Shenxi and Hunan		
34503	蛇	she2	P	snake		
35109	褥	ru4	P	mattress, cushion		
35109	褥	ru4	S	bedding		
35311	觯	zhi4	P	wine goblet made from horn		
35816	诨	hun4	P	jokes, obscene jests		
35816	诨	hun4	S	joke		
36523	身	shen1	P	body		
36523	身	shen1	S	trunk, hull		
36725	轵	zhi3	P	end of axle		
36725	轵	zhi3	S	divergent		
37230	酮	tong2	P	ketones		
38038	钖	yang2	P	frontlet		
38139	铻	wu2	P	misfit		
38139	铻	wu2	S	discordant		
38139	铻	wu2	A	music instrument		
38139	铻	wu2	A	hoe		
38240	镠	liu2	P	pure gold		
38442	阪	ban3	P	hillside farmland		
38442	阪	ban3	S	slope		
38543	随	sui2	P	follow, listen to, submit to		
38745	静	jing4	P	quiet, still, motionless		
38745	静	jing4	S	gentle		
39553	骁	xiao1	P	excellent horse		
39553	骁	xiao1	S	brave, valiant		
39654	髦	mao2	P	flowing hair of young child		
39755	魋	tui2	P	bear		
40159	鳟	zun1	P	barbel		
40563	鹳	guan4	P	crane, Grus japonensis		
40563	鹳	guan4	S	stork		
40563	鹳	guan4	A	Ciconia species (various)		
40664	默	mo4	P	silent		
40664	默	mo4	S	quiet, still		
40664	默	mo4	A	dark		
40765	鼽	qiu2	P	clogged nose		
40866	龢	he2	P	in harmony		
40866	龢	he2	S	calm, peaceful		
