# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19971	七	qi1	P	seven		
20173	仍	reng2	P	yet, still, as ever		
20173	仍	reng2	S	again		
20173	仍	reng2	A	keep -ing, continuing		
20274	伲	ni2	P	we (Shanghai dialect)		
20375	侗	dong4	P	big		
20375	侗	dong4	S	ignorant		
20375	侗	dong4	A	rude, rustic		
21183	势	shi4	P	power, force		
21183	势	shi4	S	tendency		
21385	厉	li4	P	whetstone		
21385	厉	li4	S	grind, sharpen		
21385	厉	li4	A	whet		
21486	叮	ding1	P	exhort or enjoin repeatedly		
21587	呓	yi4	P	talk in one's sleep, somniloquy		
21688	咸	xian2	P	together		
21688	咸	xian2	S	all, completely		
21688	咸	xian2	A	united		
21688	咸	xian2	A	hexagram ䷞		
21789	唝	hong3	P	used in place and other names		
21890	喂	wei4	P	interjection to call attention		
22092	噌	ceng1	P	scold, shout at		
22395	坻	di3	P	an islet, a rock in a river		
22395	坻	di3	S	an embankment		
22395	坻	di3	A	to stop		
22496	埠	bu4	P	port city		
22597	塅	duan4	P	a large flat area, usually used in place names		
22799	夏	xia4	P	summer		
22799	夏	xia4	S	great, grand, big		
22900	奴	nu2	P	slave, servant		
23506	寒	han2	P	cold, wintry, chilly		
23708	岜	ba1	P	rock mountain		
23809	崁	kan4	P	a place in Taiwan Tainan		
24213	底	di3	P	bottom, underneath, underside		
24314	建	jian4	P	build, establish, erect, found		
24415	彟	yue1	P	scale, standard		
24617	怩	ni2	P	shy, timid, bashful		
24617	怩	ni2	S	look ashamed		
24819	想	xiang3	P	think, speculate, plan, consider		
25122	戢	ji2	P	to put away		
25122	戢	ji2	S	to cease		
25122	戢	ji2	A	store up		
25324	括	kuo4	P	include, embrace, enclose		
25627	搛	jian1	P	to pick up with chopsticks		
26031	斯	si1	P	this, thus, such		
26031	斯	si1	S	to lop off		
26031	斯	si1	A	emphatic particle		
26132	昔	xi1	P	formerly		
26132	昔	xi1	S	ancient		
26132	昔	xi1	A	in beginning		
26435	权	quan2	P	power, right, authority		
26536	枨	cheng2	P	door stop, door jam		
26536	枨	cheng2	S	touch		
26536	枨	cheng2	A	to use the body to move someone		
27546	殚	dan1	P	utmost, entirely, quite		
27546	殚	dan1	S	use up		
27748	汤	tang1	P	hot water		
27748	汤	tang1	S	soup, gravy, broth		
27849	泉	quan2	P	spring, fountain		
27849	泉	quan2	S	wealth, money		
27950	洮	tao2	P	cleanse		
27950	洮	tao2	S	river in Gansu province		
28051	涓	juan1	P	brook, stream		
28051	涓	juan1	S	select		
28051	涓	juan1	A	pure		
28253	湝	jie1	P	flow		
28354	滂	pang1	P	torrential		
