# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20446	俞	yu2	P	consent, approve		
20547	偃	yan3	P	cease, lay off, lay down		
20648	储	chu3	P	save money, store, reserve		
20648	储	chu3	S	heir		
21153	务	wu4	P	affairs, business		
21153	务	wu4	S	must, should		
21254	匆	cong1	P	hastily, in haste, hurriedly		
21355	卫	wei4	P	guard, protect, defend		
21658	咚	dong1	P	onomatopoetic, a thumping sound		
21759	哿	ge3	P	excellent		
21759	哿	ge3	S	to commend to be able to		
21860	啤	pi2	P	beer		
21961	嗉	su4	P	bird's crop		
21961	嗉	su4	S	wine pot		
22365	坝	ba4	P	embankment		
22365	坝	ba4	S	dam		
22466	埂	geng3	P	ditches for irrigation		
22466	埂	geng3	S	hole		
22567	堧	ruan2	P	adjoin		
22870	奖	jiang3	P	prize, reward		
22870	奖	jiang3	S	give award to		
22971	妻	qi1	P	wife		
23072	娠	shen1	P	pregnant		
23274	嫪	lao4	P	hanker		
23476	宴	yan4	P	to entertain, feast		
23476	宴	yan4	S	a feast, banquet		
23779	峣	yao2	P	high or tall		
24688	恰	qia4	P	just, exactly, precisely		
24688	恰	qia4	S	proper		
24789	惕	ti4	P	be cautious, careful, alert		
25193	扩	kuo4	P	expand, enlarge, stretch		
25294	拎	lin1	P	to haul		
25294	拎	lin1	S	to lift		
25294	拎	lin1	A	to take		
25496	掘	jue2	P	dig, excavate		
25496	掘	jue2	S	excavate cave		
25597	揽	lan3	P	grasp, take hold of		
25597	揽	lan3	S	monopolize		
26001	斑	ban1	P	mottled, striped, freckle		
26102	时	shi2	P	time, season		
26102	时	shi2	S	era, age, period		
26607	柯	ke1	P	axe-handle		
26607	柯	ke1	S	stalk, bough		
26708	桔	jie2	P	Chinese bellflower		
26708	桔	jie2	S	well-swept		
26708	桔	jie2	A	the inner fibers of corn-stalks		
27011	榃	tan2	P	raised path between fields		
27516	歼	jian1	P	annihilate, wipe out, kill off		
27617	毡	zhan1	P	felt		
27617	毡	zhan1	S	rug, carpet		
27718	汆	cuan1	P	to parboil		
27718	汆	cuan1	S	hot water kettle		
27718	汆	cuan1	A	to boil		
27819	沫	mo4	P	froth, foam, bubbles, suds		
28425	漉	lu4	P	filter, strain		
28425	漉	lu4	S	wet, dripping		
28526	潮	chao2	P	tide		
28526	潮	chao2	S	moist, wet, damp		
28526	潮	chao2	A	flow		
28829	炝	qiang4	P	stir-fry or boil in water or oil then cook with a sauce		
29031	照	zhao4	P	shine, illumine, reflect		
29233	爱	ai4	P	love, be fond of, like		
29435	狻	suan1	P	a fabulous beast		
29536	獠	liao2	P	to hunt at night by torches		
29637	珅	shen1	P	a kind of jade		
29738	琪	qi2	P	type of jade		
29940	瓴	ling2	P	concave channels of tiling a long-necked jar		
30041	留	liu2	P	stop, halt		
30041	留	liu2	S	stay, detain, keep		
30142	疾	ji2	P	illness, disease, sickness		
30142	疾	ji2	S	to hate		
30344	皈	gui1	P	follow, comply with		
30748	砜	feng1	P	an organic compound		
31455	竟	jing4	P	finally, after all, at last		
31657	箩	luo2	P	bamboo basket		
31859	米	mi3	P	hulled or husked uncooked rice		
32465	绑	bang3	P	bind, tie, fasten		
32566	缶	fou3	P	earthen crock or jar		
32768	耀	yao4	P	shine, sparkle, dazzle		
32768	耀	yao4	S	glory		
33576	茨	ci2	P	thatching		
33576	茨	ci2	S	caltrop, Tribulus terrestris		
34081	蔡	cai4	P	species of tortoise		
34384	虐	nüe4	P	cruel, harsh, oppressive		
35091	褓	bao3	P	swaddling cloth		
35091	褓	bao3	S	infancy		
35798	诖	gua4	P	error, mistake		
35798	诖	gua4	S	deceive, mislead		
36202	赪	cheng1	P	deep red		
36303	跏	jia1	P	sit cross-legged		
36303	跏	jia1	S	squat		
36808	迈	mai4	P	take a big stride		
36808	迈	mai4	S	pass by		
36909	逭	huan4	P	to escape from		
36909	逭	huan4	S	to flee, to avoid		
38121	铩	sha1	P	moult		
38222	镎	na2	P	neptunium (element 93, Np)		
38424	阘	ta4	P	upper-story door or window		
38828	鞬	jian1	P	a quiver on a horse		
38828	鞬	jian1	S	a store		
39030	顶	ding3	P	top, summit, peak		
39030	顶	ding3	S	to carry on the head		
39333	馥	fu4	P	fragrance, scent, aroma		
39535	驯	xun4	P	tame, docile, obedient		
40141	鳍	qi2	P	fin		
40545	鹡	ji2	P	wagtail		
40747	鼫	shi2	P	marmot		
40747	鼫	shi2	S	squirrel		
177703	𫘧	lu4	P	name of a legendary swift horse		
