# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20109	亍	chu4	P	to take small steps		
20109	亍	chu4	S	Korean place name		
20210	仲	zhong4	P	middle brother		
20210	仲	zhong4	S	go between, mediator		
20311	佗	tuo2	P	other, he		
20311	佗	tuo2	S	a load		
20513	倡	chang4	P	guide, leader		
20513	倡	chang4	S	lead, introduce		
20917	况	kuang4	P	condition, situation		
20917	况	kuang4	S	furthermore		
21018	刚	gang1	P	hard, tough, rigid, strong		
21119	剿	jiao3	P	destroy, exterminate, annihilate		
21220	勤	qin2	P	industrious, diligent, attentive		
21321	卉	hui4	P	general term for plants		
21321	卉	hui4	S	myriads		
21422	厮	si1	P	servant		
21422	厮	si1	S	to make a disturbance		
21624	呸	pei1	P	expression of reprimand		
21725	哝	nong2	P	whisper		
21927	喧	xuan1	P	lively, noisy		
21927	喧	xuan1	S	clamor, talk loudly		
22028	嘌	piao4	P	fast, speedy		
22129	噱	xue2	P	laugh heartily, laugh aloud		
22331	圻	qi2	P	border, boundary		
22432	垠	yin2	P	boundary, bank of stream or river		
22836	头	tou2	P	head		
22836	头	tou2	S	top		
22836	头	tou2	A	chief, first		
22836	头	tou2	A	boss		
22937	妙	miao4	P	mysterious, subtle		
22937	妙	miao4	S	exquisite		
23745	峁	mao3	P	yellow dirt mount		
24149	幕	mu4	P	curtain, screen, tent		
24351	弟	di4	P	young brother		
24351	弟	di4	S	junior		
24351	弟	di4	A	I, me		
24452	径	jing4	P	narrow path		
24452	径	jing4	S	diameter		
24452	径	jing4	A	direct		
25260	抬	tai2	P	lift, carry		
25462	捶	chui2	P	strike with stick, lash, beat		
26472	杨	yang2	P	willow, poplar, aspen		
26674	栲	kao3	P	mangrove		
26775	梗	geng3	P	stem of flower, branch of plant		
26876	棼	fen2	P	beams in the roof of a house		
26876	棼	fen2	S	confused, disordered		
27280	檐	yan2	P	eaves of house		
27280	檐	yan2	S	brim, rim		
27583	殿	dian4	P	hall		
27583	殿	dian4	S	palace		
27583	殿	dian4	A	temple		
27684	氤	yin1	P	hanging fog, misty		
27785	沉	chen2	P	sink, submerge		
27785	沉	chen2	S	addicted to		
27886	泮	pan4	P	Zhou dynasty school		
27886	泮	pan4	S	disperse		
27886	泮	pan4	A	fall apart		
27987	浓	nong2	P	thick, strong, concentrated		
28088	涸	he2	P	dried up		
28088	涸	he2	S	exhausted, tired		
28088	涸	he2	A	dry		
28189	渝	yu2	P	change		
28189	渝	yu2	S	chongqing		
28997	煅	duan4	P	forge metal		
28997	煅	duan4	S	perfect one's skill		
29401	狙	ju1	P	an ape, monkey		
29401	狙	ju1	S	to spy, watch for		
29401	狙	ju1	A	to lie		
29502	猾	hua2	P	crafty, cunning, shrewd		
29502	猾	hua2	S	deceitful		
29805	瑭	tang2	P	a kind of jade		
29906	瓒	zan4	P	ceremonial libation cup		
30007	男	nan2	P	male, man		
30007	男	nan2	S	son		
30007	男	nan2	A	baron		
30209	瘁	cui4	P	feel tired, be weary, be worn out		
32431	纯	chun2	P	pure, clean, simple		
32532	缔	di4	P	tie, join, connect		
32532	缔	di4	S	connection		
32633	罹	li2	P	sorrow, grief		
32633	罹	li2	S	incur, meet with		
32835	聃	dan1	P	ears without rims		
32835	聃	dan1	S	a personal name		
33037	脍	kuai4	P	minced meat or fish		
33441	芡	qian4	P	plant allied to the waterlily		
33542	茆	mao2	P	species of grass, water mallows		
34047	蓿	xu0	P	clover, lucerne		
34148	蕤	rui2	P	drooping leaves		
34148	蕤	rui2	S	fringe soft, delicate		
34451	蚓	yin3	P	earthworm		
35057	裱	biao3	P	to mount maps or scrolls to paste		
35764	讴	ou1	P	sing		
35764	讴	ou1	S	songs		
35865	谙	an1	P	versed in, fully acquainted with		
36168	赈	zhen4	P	relieve, aid distressed		
36168	赈	zhen4	S	rich		
36370	踒	wo1	P	to slip and sprain a limb		
36875	逋	bu1	P	flee, run away, leave debt unsettled		
38188	锬	tan2	P	long spear		
38390	闶	kang4	P	door		
38491	陛	bi4	P	steps leading throne		
38491	陛	bi4	S	throne		
39299	馃	guo3	P	cakes, biscuits, pastry		
40107	鲫	ji4	P	Carassius auratus, crucian carp		
40511	鸿	hong2	P	species of wild swan		
40511	鸿	hong2	S	vast		
