# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20050	乒	ping1	P	“ping” of “ping pong”		
20353	侁	shen1	P	crowd		
20454	俦	chou2	P	companion, mate, colleague		
21161	助	zhu4	P	help, aid, assist		
21363	即	ji2	P	promptly, quickly, immediately		
21464	变	bian4	P	change, transform, alter		
21464	变	bian4	S	rebel		
21565	吽	hong1	P	'OM'		
21565	吽	hong1	S	bellow		
21565	吽	hong1	A	dull, stupid		
21767	唇	chun2	P	lips		
21868	啬	se4	P	miserly, thrifty		
21868	啬	se4	S	stingy		
22070	嘶	si1	P	neighing of a horse		
22070	嘶	si1	S	gravel voiced, husky throated		
22070	嘶	si1	A	to hiccough		
22777	壹	yi1	P	number one		
23383	字	zi4	P	letter, character, word		
24090	帚	zhou3	P	broom, broomstick		
24191	广	guang3	P	wide, extensive, broad		
24191	广	guang3	S	rad. 53		
24494	微	wei1	P	small, prefix micro-, trifling		
24696	恸	tong4	P	sadness, grief		
24696	恸	tong4	S	mourn		
24696	恸	tong4	A	be moved		
24797	惝	chang3	P	alarmed, agitated		
24999	憧	chong1	P	irresolute, indecisive		
24999	憧	chong1	S	yearn for		
25302	拖	tuo1	P	drag, tow, haul		
25302	拖	tuo1	S	delay, prolong		
25504	掠	lüe4	P	rob, ransack, plunder		
25504	掠	lüe4	S	pass by		
25605	搅	jiao3	P	disturb, agitate, stir up		
26009	料	liao4	P	consider, conjecture		
26009	料	liao4	S	materials, ingredients		
26312	曈	tong2	P	twilight just before sunrise		
26413	札	zha2	P	letter, note		
26413	札	zha2	S	correspondence		
26615	柷	zhu4	P	instrument		
26817	棁	zhuo1	P	joist		
26817	棁	zhuo1	S	cane		
27524	殄	tian3	P	to end		
27524	殄	tian3	S	to exterminate		
27827	河	he2	P	river		
27827	河	he2	S	stream		
27827	河	he2	A	the Yellow River		
28938	焊	han4	P	weld, solder		
29140	燔	fan2	P	to roast		
29140	燔	fan2	S	to burn		
29241	爹	die1	P	father, daddy		
29443	猃	xian3	P	dog		
29645	珍	zhen1	P	precious, valuable, rare		
29746	琲	bei4	P	necklace		
30251	瘫	tan1	P	paralysis, palsy, numbness		
30554	睚	ya2	P	corner of eye		
30554	睚	ya2	S	stare		
30655	瞿	qu2	P	surname		
30857	碉	diao1	P	room made of stone		
30857	碉	diao1	S	watchtower		
31059	祓	fu2	P	exorcise, remove evil		
31059	祓	fu2	S	clean		
31564	筌	quan2	P	bamboo fish trap		
31665	箱	xiang1	P	case, box, chest, trunk		
31766	簖	duan4	P	bamboo trap for catching fish		
31867	类	lei4	P	class, group, kind, category		
31968	糠	kang1	P	chaff, bran, husks		
31968	糠	kang1	S	poor		
33180	膜	mo2	P	membrane		
33180	膜	mo2	S	to kneel and worship		
33281	舁	yu2	P	carry on one's shoulder		
33483	苋	xian4	P	amaranth		
33988	蓄	xu4	P	store, save, hoard, gather		
34594	蜢	meng3	P	grasshopper		
35099	褛	lü3	P	lapel, collar		
35099	褛	lü3	S	tattered, threadbare		
35301	觥	gong1	P	a cup made of horn		
35301	觥	gong1	S	obstinate		
35806	诞	dan4	P	bear children, give birth		
35806	诞	dan4	S	birth		
36311	跗	fu1	P	the instep		
36715	轫	ren4	P	a block that keeps a wheel from moving		
36816	运	yun4	P	luck, fortune		
36816	运	yun4	S	ship, transport		
36917	逵	kui2	P	thoroughfare, crossroads		
37119	郿	mei2	P	county in Shaanxi province		
37220	酤	gu1	P	to deal in spirits		
37321	釉	you4	P	glaze		
38129	铱	yi1	P	iridium (element 77, Ir)		
38230	镖	biao1	P	dart, spear, harpoon		
38230	镖	biao1	S	escort		
38533	隅	yu2	P	corner, nook, remote place		
38634	雪	xue3	P	snow		
38634	雪	xue3	S	wipe away shame, avenge		
38836	鞴	bei4	P	saddle up horse		
38836	鞴	bei4	S	drive horse		
39038	顾	gu4	P	look back		
39038	顾	gu4	S	look at		
39038	顾	gu4	A	look after		
39543	驷	si4	P	team of four horses		
39543	驷	si4	S	horses		
39745	魁	kui2	P	chief		
39745	魁	kui2	S	leader		
39745	魁	kui2	A	best		
39745	魁	kui2	A	monstrous		
40149	鳕	xue3	P	codfish		
40553	鹩	liao2	P	wren		
40654	黎	li2	P	numerous, many		
40654	黎	li2	S	black		
