# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19994	业	ye4	P	profession, business		
19994	业	ye4	S	GB radical 111		
20398	侮	wu3	P	insult, ridicule, disgrace		
21206	勖	xu4	P	enjoin, advise, preach to		
21307	医	yi1	P	cure, heal		
21307	医	yi1	S	doctor, medical		
21711	哏	gen2	P	something funny		
21913	喙	hui4	P	beak, bill, snout		
21913	喙	hui4	S	pant		
22014	嗾	sou3	P	to set a dog on		
22014	嗾	sou3	S	incite, instigate		
22317	圭	gui1	P	jade pointed at top		
22418	垒	lei3	P	rampart, military wall		
22721	壁	bi4	P	partition wall		
22721	壁	bi4	S	walls of a house		
22721	壁	bi4	A	14th lunar mansion, determinative star γ Pegasi (Algenib)		
23125	婕	jie2	P	handsome		
23428	宄	gui3	P	a traitor		
23428	宄	gui3	S	a villain		
23630	屎	shi3	P	excrement, shit, dung		
23731	岳	yue4	P	mountain peak		
24034	巢	chao2	P	nest, living quarter in tree		
24337	弑	shi4	P	to kill one's superior		
25044	懔	lin3	P	be afraid of, to be in awe of		
25549	揍	zou4	P	hit, beat		
25549	揍	zou4	S	smash, break		
26054	旆	pei4	P	flag ornament		
26054	旆	pei4	S	flags, banners		
26155	昫	xu4	P	warm		
26862	森	sen1	P	forest		
26862	森	sen1	S	luxuriant vegetation		
27468	歌	ge1	P	song, lyrics		
27468	歌	ge1	S	sing, chant		
27468	歌	ge1	A	praise		
27670	氖	nai3	P	neon (element 10, Ne)		
27872	泠	ling2	P	nice and cool, mild and comfortable		
27973	浅	qian3	P	shallow, not deep		
27973	浅	qian3	S	superficial		
28074	涪	fu2	P	river in Sichuan province		
28276	湴	ban4	P	mud, mire		
28478	漾	yang4	P	overflow		
28478	漾	yang4	S	swirl, ripple		
28478	漾	yang4	A	to be tossed by waves		
28781	灭	mie4	P	extinguish		
28781	灭	mie4	S	wipe out, exterminate		
29286	牦	mao2	P	tail		
29286	牦	mao2	S	hair		
29286	牦	mao2	A	yak		
29488	猰	ya4	P	a legendary man-eating animal		
29589	玕	gan1	P	inferior variety of gem		
29690	珺	jun4	P	beautiful jade		
29791	瑟	se4	P	large stringed musical instrument		
29791	瑟	se4	S	dignified, massive		
29791	瑟	se4	A	sound of wind		
29993	甩	shuai3	P	throw away, discard		
30498	眢	yuan1	P	eyes without brightness		
30700	矬	cuo2	P	a dwarf		
30902	碶	qi4	P	a flood-gate, a water-gate		
31104	禀	bing3	P	report to, petition		
31508	笔	bi3	P	writing brush		
31508	笔	bi3	S	write		
31508	笔	bi3	A	stroke		
31609	筹	chou2	P	chip, tally, token		
31609	筹	chou2	S	raise money		
32417	纡	yu1	P	bend, turn, twist		
32417	纡	yu1	S	distort		
32518	缆	lan3	P	hawser, heavy-duty rope, cable		
32821	耵	ding1	P	earwax		
33730	菂	di4	P	lotus seeds		
33831	萧	xiao1	P	common artemisia		
33831	萧	xiao1	S	dejected		
33932	蒌	lou2	P	Artemisia stelleriana		
34134	蕖	qu2	P	lotus, water-lily		
34942	衾	qin1	P	coverlet, quilt		
35043	裣	lian3	P	draw one's hands into sleeve		
35750	讦	jie2	P	expose other's secrets, pry		
35851	谋	mou2	P	plan, scheme		
35851	谋	mou2	S	stratagem		
36154	贺	he4	P	congratulate		
36154	贺	he4	S	send present		
36255	趟	tang4	P	time, occasion		
36255	趟	tang4	S	take journey		
36457	蹩	bie2	P	to limp		
36760	辘	lu4	P	windlass, pulley, capstan		
36760	辘	lu4	S	wheel		
36861	追	zhui1	P	pursue, chase after		
36861	追	zhui1	S	expel		
36962	遢	ta1	P	careless, negligent, slipshod		
37265	醑	xu3	P	to strain spirits		
38073	钹	bo2	P	cymbals		
38174	锞	ke4	P	ingot		
38174	锞	ke4	S	acrobatic move		
38376	门	men2	P	gate, door, entrance, opening		
38780	靼	da2	P	Tatars		
39184	餐	can1	P	eat, dine		
39184	餐	can1	S	meal		
39184	餐	can1	A	food		
39285	饵	er3	P	bait		
39285	饵	er3	S	bait, entice		
39285	饵	er3	A	dumplings		
39588	骤	zhou4	P	procedure		
39588	骤	zhou4	S	gallop		
39588	骤	zhou4	A	sudden(ly)		
40093	鲝	zha3	P	minced and salted fish		
40497	鸱	chi1	P	kite, horned owl		
40497	鸱	chi1	S	wine cups		
40699	黻	fu2	P	special pattern of embroidery		
181089	𬍡	dang4	P	yellow gold		
