# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# Seeded partition 53 - what the seeder could not do cleanly.
# Generated by GlossSeedMain; regenerate rather than edit.
# FLAGGED  seeded, check before trusting
# QUEUED   a polyphone; split its senses across its readings
# UNSEEDED nothing usable to seed from; write one
# codepoint	glyph	reading	kind	doubts	detail
22677	墕	yan1	UNSEEDED	EMPTY	<no kDefinition>
25303	拗	ao4	QUEUED		ào niù
26111	旿	wu3	UNSEEDED	EMPTY	<no kDefinition>
29141	燕	yan4	QUEUED		yàn yān
35201	要	yao4	QUEUED		yào yāo
22475	埋	mai2	QUEUED		mái mán
38231	镗	tang1	QUEUED		tāng táng
20960	几	ji3	QUEUED		jǐ jī
30151	症	zheng4	QUEUED		zhèng zhēng
36716	转	zhuan3	QUEUED		zhuǎn zhuàn
