# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20122	亚	ya4	P	Asia		
20122	亚	ya4	S	second		
20223	仿	fang3	P	imitate, copy		
20223	仿	fang3	S	as if		
20324	佤	wa3	P	the Va (Wa) nationality, living in Yunnan		
20526	倮	luo3	P	bare, naked, uncovered		
21334	卖	mai4	P	sell		
21334	卖	mai4	S	betray		
21334	卖	mai4	A	show off		
21435	去	qu4	P	go away, leave, depart		
21536	吠	fei4	P	bark		
22445	垭	ya1	P	character used in place names		
22849	奁	lian2	P	lady's vanity case		
22849	奁	lian2	S	trousseau		
23253	嫕	yi4	P	compliant, yielding		
23253	嫕	yi4	S	easy-going		
23556	射	she4	P	shoot, eject, issue forth, emit		
24061	巽	xun4	P	south-east		
24061	巽	xun4	S	mild, modest, obedient		
24061	巽	xun4	A	trigram ☴		
24061	巽	xun4	A	hexagram ䷸		
25172	扔	reng1	P	throw, hurl		
25172	扔	reng1	S	throw away, cast		
25374	挞	ta4	P	flog, whip		
25374	挞	ta4	S	chastise		
26384	朐	qu2	P	warm		
26485	杵	chu3	P	pestle		
26485	杵	chu3	S	baton used beat clothes		
26990	楮	chu3	P	mulberry		
26990	楮	chu3	S	paper		
27495	歧	qi2	P	fork of road		
27495	歧	qi2	S	branching off		
27596	毌	guan4	P	old form of 貫		
27596	毌	guan4	S	component in 贯,貫,實, etc.		
27596	毌	guan4	A	not to be confused with 毋		
27899	泻	xie4	P	drain off, leak		
27899	泻	xie4	S	flow, pour down		
28000	浠	xi1	P	a river in Húběi		
28101	淅	xi1	P	water used wash rice		
28101	淅	xi1	S	to wash rice		
28303	溏	tang2	P	pool		
28303	溏	tang2	S	not hardened, semi-soft		
28404	滴	di1	P	drip		
28404	滴	di1	S	drop of water		
28707	瀣	xie4	P	sea mist		
28707	瀣	xie4	S	vapor		
28909	热	re4	P	hot		
28909	热	re4	S	heat		
28909	热	re4	A	fever		
28909	热	re4	A	restless		
28909	热	re4	A	zeal		
29313	犁	li2	P	plow		
29616	现	xian4	P	appear, manifest, become visible		
30424	盘	pan2	P	tray, plate, dish		
30424	盘	pan2	S	examine		
30626	瞢	meng2	P	eyesight obscured		
30626	瞢	meng2	S	to feel ashamed		
30828	硬	ying4	P	hard, firm, strong		
30828	硬	ying4	S	obstinate		
31131	禛	zhen1	P	to receive blessings in a sincere spirit		
31232	稀	xi1	P	rare, unusual, scarce		
31232	稀	xi1	S	sparse		
31535	笯	nu2	P	a bird-cage		
31636	箔	bo2	P	reed screen		
31636	箔	bo2	S	frame for growing silkworms		
32444	纼	zhen4	P	a rope for leading cattle or horse		
32545	缡	li2	P	a bridal veil		
32545	缡	li2	S	to tie		
32545	缡	li2	A	to bind		
33050	脚	jiao3	P	leg, foot		
33050	脚	jiao3	S	base, leg, foundation		
33151	腿	tui3	P	legs, thighs		
33454	芮	rui4	P	tiny, small		
33454	芮	rui4	S	water's edge		
33555	茓	xue2	P	coarse mat		
33555	茓	xue2	S	store grain in production silo		
33656	荸	bi2	P	water chestnut		
33757	菝	ba2	P	Smilax (genus)		
34060	蔌	su4	P	vegetables		
34767	蟏	xiao1	P	a kind of spider with long legs		
35070	裾	ju1	P	lapel, border of garment		
35070	裾	ju1	S	skirt		
35272	览	lan3	P	look at, inspect		
35272	览	lan3	S	perceive		
35777	证	zheng4	P	prove, confirm, verify		
35777	证	zheng4	S	proof		
35878	谦	qian1	P	humble, modest		
36181	赕	dan3	P	fine		
36282	趺	fu1	P	sit cross-legged		
36282	趺	fu1	S	back of the foo		
36383	踟	chi2	P	hesitate, undecided		
36383	踟	chi2	S	embarrassed		
36989	遽	ju4	P	suddenly, unexpectedly		
36989	遽	ju4	S	at once		
37090	郢	ying3	P	ancient city in Hubei		
38201	锹	qiao1	P	shovel		
38403	阃	kun3	P	threshold		
38403	阃	kun3	S	women's quarters		
38504	陨	yun3	P	fall, slip		
38504	陨	yun3	S	let fall		
38504	陨	yun3	A	die		
38605	雍	yong1	P	harmony, union		
38605	雍	yong1	S	harmonious		
39312	馐	xiu1	P	food, meal		
39312	馐	xiu1	S	eat		
39312	馐	xiu1	A	offer		
40120	鲸	jing1	P	whale		
40524	鹌	an1	P	quail		
40524	鹌	an1	S	Coturnix coturnix		
183843	𬸣	xian1	P	to soar		
183944	𬺈	yi3	P	bite		
