# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
13383	㑇	zhou4	P	clever, ingenious		
13383	㑇	zhou4	S	cute		
13383	㑇	zhou4	A	pretty		
20150	亶	dan3	P	sincere		
20150	亶	dan3	S	real, true		
20150	亶	dan3	A	truth		
20251	伛	yu3	P	humpback		
20251	伛	yu3	S	stoop		
21059	剃	ti4	P	shave		
21160	动	dong4	P	move, happen		
21160	动	dong4	S	movement, action		
21261	匍	pu2	P	crawl		
21261	匍	pu2	S	lie prostrate		
21463	受	shou4	P	receive, accept, get		
21463	受	shou4	S	bear, stand		
21564	吼	hou3	P	roar, shout		
21564	吼	hou3	S	bark, howl		
21665	咡	er4	P	side of mouth		
21766	唆	suo1	P	make mischief, incite, instigate		
21867	啫	zhe3	P	interjection of warning		
21867	啫	zhe3	S	phonetic		
21867	啫	zhe3	A	penis		
21968	嗐	hai4	P	alas!		
22170	嚚	yin2	P	argumentative, talkative		
22271	囿	you4	P	pen up		
22271	囿	you4	S	limit, constrain		
22372	坤	kun1	P	earth		
22372	坤	kun1	S	feminine, female		
22372	坤	kun1	A	trigram ☷		
22372	坤	kun1	A	hexagram ䷁		
22675	墓	mu4	P	grave, tomb		
22776	壸	kun3	P	palace corridor or passageway		
23281	嫱	qiang2	P	lady		
23382	孖	zi1	P	twins		
23786	峪	yu4	P	valley, ravine		
24089	帙	zhi4	P	book cover		
24089	帙	zhi4	S	satchel or bag		
24493	徭	yao2	P	conscript labor, compulsory labor		
24594	怒	nu4	P	anger, rage, passion		
24594	怒	nu4	S	angry		
24796	惜	xi1	P	pity, regret, rue, begrudge		
25099	戋	jian1	P	small, narrow, tiny, little		
25200	扰	rao3	P	disturb, annoy, agitate		
25402	挺	ting3	P	to stand upright, straighten		
25402	挺	ting3	S	rigid		
25806	擎	qing2	P	lift up, hold up, support		
26210	晢	zhe2	P	light of stars		
26210	晢	zhe2	S	shine		
26412	本	ben3	P	root, origin, source		
26412	本	ben3	S	basis		
26816	检	jian3	P	check		
26816	检	jian3	S	examine		
27523	殃	yang1	P	misfortune, disaster, calamity		
28028	浼	mei3	P	to request		
28028	浼	mei3	S	to ask a favour of		
28028	浼	mei3	A	to pollute, contaminate		
28129	淡	dan4	P	weak, watery		
28129	淡	dan4	S	insipid, tasteless		
28533	潵	sa3	P	a place in Hebei		
28937	焉	yan1	P	thereupon, then		
28937	焉	yan1	S	how? why? where?		
29038	煮	zhu3	P	cook		
29240	爸	ba4	P	father, papa		
29644	珌	bi4	P	ornament		
29947	瓻	chi1	P	jar		
30149	病	bing4	P	illness, sickness, disease		
30452	直	zhi2	P	straight, erect, vertical		
30755	砣	tuo2	P	a stone roller		
30755	砣	tuo2	S	a heavy stone, a weight, a plummet		
31361	突	tu1	P	suddenly, abruptly, unexpectedly		
31462	竦	song3	P	revere, respect, be in awe of		
31563	筋	jin1	P	muscles		
31563	筋	jin1	S	tendons		
31765	簕	le4	P	thorn		
31967	糟	zao1	P	sediment, dregs		
31967	糟	zao1	S	pickle		
32472	绘	hui4	P	draw, sketch, paint		
32775	耇	gou3	P	wrinkled face of the elderly		
33078	脶	luo2	P	lines		
33179	膛	tang2	P	chest		
33179	膛	tang2	S	hollow space, cavity		
33280	舀	yao3	P	dip, ladle		
33280	舀	yao3	S	ladle		
33482	苊	e4	P	acenaphthene		
33583	茯	fu2	P	China root		
33583	茯	fu2	S	Wolfiporia extensa		
33785	菹	zu1	P	salted or pickled vegetables		
34593	蜡	la4	P	wax		
34593	蜡	la4	S	candle		
34593	蜡	la4	A	waxy, glazed		
34593	蜡	la4	A	maggot		
34593	蜡	la4	A	meaning imperial harvest		
34795	蟫	yin2	P	silverfish		
35098	褚	chu3	P	bag, valise		
35098	褚	chu3	S	stuff, pad		
35199	西	xi1	P	west(ern)		
35199	西	xi1	S	westward		
35199	西	xi1	A	occident		
35805	话	hua4	P	speech, talk, language		
35805	话	hua4	S	dialect		
36310	跖	zhi2	P	sole (of the foot)		
36714	轪	dai4	P	a hubcap		
36714	轪	dai4	S	a wheel		
36916	逴	chuo1	P	argue, quarrel, squabble		
36916	逴	chuo1	S	far		
37017	邙	mang2	P	mountain in Henan province		
37118	郾	yan3	P	county in Henan province		
37219	酣	han1	P	enjoy intoxicants		
38027	钋	po1	P	polonium (element 84, Po)		
38128	铰	jiao3	P	hinge		
38128	铰	jiao3	S	shears, scissors		
38229	镕	rong2	P	fuse, melt, smelt		
38229	镕	rong2	S	mold		
38431	队	dui4	P	team, group		
38431	队	dui4	S	army unit		
38633	雩	yu2	P	offer sacrifice for rain		
39037	顽	wan2	P	obstinate, stubborn		
39037	顽	wan2	S	recalcitrant		
39542	驶	shi3	P	sail, drive, pilot		
39542	驶	shi3	S	fast, quick		
40148	鳔	biao4	P	swimming bladder of fish		
40552	鹨	liu4	P	Anthus species (various)		
40653	黍	shu3	P	glutinous millet		
174680	𪩘	yan3	P	summit, peak		
183164	𬭼	sui4	P	lens		
