# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
19989	丕	pi1	P	great, grand, glorious, distinguished		
20191	仟	qian1	P	one thousand		
20191	仟	qian1	S	leader of one thousand men		
20393	侩	kuai4	P	go-between, broker, proxy		
20898	冢	zhong3	P	burial mound, mausoleum		
20898	冢	zhong3	S	grand		
21807	唯	wei2	P	only		
21807	唯	wei2	S	yes		
21908	喔	wo1	P	descriptive of crying or of crowing		
22312	在	zai4	P	be at, in, on		
22312	在	zai4	S	consist in, rest		
22413	垍	ji4	P	firm ground		
22716	墼	ji1	P	unfired brick		
22918	妆	zhuang1	P	to adorn oneself, dress up, use make-up		
23221	媵	ying4	P	a maid who accompanies bride to her new home		
23221	媵	ying4	S	to escort		
23221	媵	ying4	A	a concubine		
23524	寤	wu4	P	few, scarce		
23524	寤	wu4	S	empty, deserted		
23625	屉	ti4	P	drawer		
23625	屉	ti4	S	tray		
23625	屉	ti4	A	pad		
23625	屉	ti4	A	screen		
24029	川	chuan1	P	stream, river		
24029	川	chuan1	S	flow		
24029	川	chuan1	A	boil		
24130	幂	mi4	P	cover-cloth, cover with cloth		
24231	座	zuo4	P	seat		
24231	座	zuo4	S	stand, base		
24433	影	ying3	P	shadow		
24433	影	ying3	S	image, reflection		
24433	影	ying3	A	photograph		
24534	忖	cun3	P	guess, suppose, conjecture		
24635	总	zong3	P	collect		
24635	总	zong3	S	overall, altogether		
24736	悠	you1	P	long, far, remote, distant		
24736	悠	you1	S	leisurely		
25140	戴	dai4	P	wear on top		
25140	戴	dai4	S	support		
25443	捣	dao3	P	hull		
25443	捣	dao3	S	thresh		
25443	捣	dao3	A	beat, attack		
25645	搭	da1	P	join together, attach to		
25645	搭	da1	S	add to		
26049	旁	pang2	P	side		
26049	旁	pang2	S	by side, close by, near		
26352	曰	yue1	P	say		
26453	杕	di4	P	alone		
26655	栟	ben1	P	hemp palm		
27160	樘	tang2	P	a pillar, doorpost		
27463	歇	xie1	P	rest, stop, lodge		
27665	民	min2	P	people, subjects, citizens		
27766	汶	wen4	P	a river in Shandong province		
27867	泛	fan4	P	to drift, float		
27867	泛	fan4	S	careless, reckless		
28170	渊	yuan1	P	surge up, bubble up, gush forth		
28372	滔	tao1	P	overflow		
28372	滔	tao1	S	rushing water, a torrent		
29281	牡	mu3	P	male of animals		
29281	牡	mu3	S	bolt of door		
29483	猫	mao1	P	cat		
29786	瑚	hu2	P	coral		
29786	瑚	hu2	S	person of virtue		
30695	矧	shen3	P	much more, still more		
30695	矧	shen3	S	the gums		
30796	硌	ge4	P	a large stone on a mountain		
30897	碱	jian3	P	alkaline, alkali, lye, salt		
31503	笏	hu4	P	tablet held by someone having authority		
31705	篙	gao1	P	pole used to punt a boat		
32513	缁	zi1	P	black silk		
32816	耰	you1	P	toothless rake for drawing earth over newly sown grain		
33018	胺	an4	P	amine		
33422	芎	xiong1	P	a kind of herb		
33725	莽	mang3	P	thicket, underbrush		
33725	莽	mang3	S	poisonous		
33927	蒇	chan3	P	finish, complete		
33927	蒇	chan3	S	solve		
33927	蒇	chan3	A	complete		
34028	蓬	peng2	P	type of raspberry		
34028	蓬	peng2	S	fairyland		
34432	蚀	shi2	P	nibble away		
34432	蚀	shi2	S	erode		
34432	蚀	shi2	A	eclipse		
34735	螯	ao2	P	nippers		
35745	计	ji4	P	plan, plot		
35745	计	ji4	S	stratagem		
35745	计	ji4	A	scheme		
35846	谆	zhun1	P	patient, earnest		
35846	谆	zhun1	S	earnestly		
35947	豫	yu4	P	relaxed, comfortable, at ease		
35947	豫	yu4	S	hexagram ䷏		
36149	贵	gui4	P	expensive, costly, valuable		
36755	输	shu1	P	transport, carry, haul		
36856	迸	beng4	P	gush out		
36856	迸	beng4	S	burst forth		
36856	迸	beng4	A	split		
37260	醌	kun1	P	quinone		
38068	钴	gu3	P	cobalt		
38068	钴	gu3	S	household iron		
38169	错	cuo4	P	error, blunder, mistake		
38169	错	cuo4	S	wrong		
38472	陈	chen2	P	exhibit, display		
38472	陈	chen2	S	plead		
39078	颦	pin2	P	frown, knit brows		
39078	颦	pin2	S	with knitted		
39280	饰	shi4	P	decorate, ornament, adorn		
39583	骟	shan4	P	geld, castrate		
40492	鸬	lu2	P	cormorant		
40593	麑	ni2	P	fawn, young deer		
176034	𪾢	xian4	P	to look at fearfully		
176034	𪾢	xian4	S	overly cautious		
