# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
13678	㕮	fu3	P	to chew		
13678	㕮	fu3	S	to masticate, to dwell on, Chinese medicine term		
15294	㮾	lang3	P	a place in today's Hunan Province		
20041	义	yi4	P	right conduct, righteousness		
20142	亮	liang4	P	bright, brilliant, radiant, light		
20344	佸	huo2	P	meet		
20445	保	bao3	P	protect, safeguard, defend, care		
20647	傧	bin1	P	entertain guests		
20849	共	gong4	P	together with, all, total		
20849	共	gong4	S	to share		
21051	刻	ke4	P	carve, engrave		
21051	刻	ke4	S	quarter hour		
21152	加	jia1	P	add to, increase, augment		
21253	包	bao1	P	wrap, pack, bundle		
21253	包	bao1	S	package		
21556	吴	wu2	P	name of warring state		
21556	吴	wu2	S	surname		
21657	咙	long2	P	throat		
22061	嘭	peng1	P	syllable		
22061	嘭	peng1	S	to chase, drive away		
22263	囷	qun1	P	round-shaped storage bin for grain		
22364	坜	li4	P	a hole, pit		
22768	声	sheng1	P	sound, voice, noise		
22768	声	sheng1	S	tone		
22768	声	sheng1	A	music		
22869	奕	yi4	P	in sequence, orderly		
22869	奕	yi4	S	abundant		
23071	娟	juan1	P	beautiful, graceful		
23172	媄	mei3	P	beautiful		
23273	嫩	nen4	P	soft, tender, delicate		
23273	嫩	nen4	S	young		
23475	害	hai4	P	injure, harm		
23475	害	hai4	S	destroy, kill		
23576	尘	chen2	P	dust, dirt, ashes, cinders		
23879	嵇	ji1	P	mountain in Henan		
24081	帑	tang3	P	a treasury		
24081	帑	tang3	S	public funds		
24283	廛	chan2	P	a store, shop		
24283	廛	chan2	S	ground allotted to a retainer		
24384	彀	gou4	P	enough, adequate fully, quite		
24586	怊	chao1	P	sad, disappointed		
24687	息	xi1	P	rest, put stop to, end, cease		
24788	惔	tan2	P	cheerful		
25293	拍	pai1	P	clap, tap, beat		
25293	拍	pai1	S	beat or rhythm		
25899	攫	jue2	P	snatch away, seize		
25899	攫	jue2	S	catch with		
26000	斐	fei3	P	graceful, elegant, beautiful		
26202	晚	wan3	P	night, evening		
26202	晚	wan3	S	late		
26505	枉	wang3	P	useless, in vain		
26505	枉	wang3	S	bent, crooked		
26707	桓	huan2	P	variety of tree		
27010	概	gai4	P	generally, approximately		
27515	死	si3	P	die		
27515	死	si3	S	dead		
27515	死	si3	A	death		
27818	沪	hu4	P	Shanghai		
27818	沪	hu4	S	river near Shanghai		
28020	浴	yu4	P	bathe, wash		
28020	浴	yu4	S	bath		
28121	淙	cong2	P	gurgling sound of water		
28424	漈	ji4	P	shore		
28424	漈	ji4	S	waterside		
28525	潭	tan2	P	deep pool, lake		
28525	潭	tan2	S	deep, profound		
28626	濒	bin1	P	approach, be on verge of		
28626	濒	bin1	S	near		
28828	炜	wei3	P	brilliant red		
28828	炜	wei3	S	glowing		
29030	煦	xu4	P	kind, gentle, gracious, genial		
29131	燋	jiao1	P	scorch, burn, scald		
29131	燋	jiao1	S	torch		
29232	爰	yuan2	P	lead on to		
29232	爰	yuan2	S	therefore, then		
29434	狺	yin2	P	the snarling of dogs		
29838	璎	ying1	P	a necklace made of precious stones		
30141	疽	ju1	P	ulcer, carbuncle, abscess		
30242	瘢	ban1	P	scar, mole		
30343	皇	huang2	P	royal, imperial		
30343	皇	huang2	S	ruler, superior		
30545	睑	jian3	P	eyelid		
31050	祊	beng1	P	river in Shāndōng		
31050	祊	beng1	S	space inside		
31252	稔	ren3	P	ripe grain		
31252	稔	ren3	S	harvest		
31252	稔	ren3	A	to know, be familiar with		
31353	穹	qiong2	P	high and vast		
31353	穹	qiong2	S	elevated		
31353	穹	qiong2	A	arched		
31454	竞	jing4	P	contend, vie, compete		
31656	箨	tuo4	P	bamboo sheath, bamboo shoots		
31959	糗	qiu3	P	parched wheat or rice		
31959	糗	qiu3	S	broken grain		
32464	绐	dai4	P	cheat, fool, pretend		
32565	缵	zuan3	P	continue, carry on, succeed		
32666	羚	ling2	P	species of antelope		
33575	茧	jian3	P	cocoon		
33575	茧	jian3	S	callus, blister		
33777	菱	ling2	P	water-chestnut, water caltrop		
33878	葖	tu1	P	radish, turnip		
33979	蒻	ruo4	P	rushes		
34181	薅	hao1	P	to weed		
34181	薅	hao1	S	to eradicate		
34383	虏	lu3	P	to capture, imprison, seize		
34383	虏	lu3	S	a prison		
34484	蚴	you4	P	larva		
34686	蝾	rong2	P	lizard		
34989	袭	xi2	P	raid, attack		
34989	袭	xi2	S	inherit		
35090	褒	bao1	P	praise, commend, honor, cite		
35292	觜	zi1	P	turtle beak		
