# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
16004	㺄	yu3	P	a kind of beast		
20044	乌	wu1	P	crow, rook, raven		
20044	乌	wu1	S	black, dark		
20347	佻	tiao1	P	frivolous		
20347	佻	tiao1	S	unsteady		
20347	佻	tiao1	A	delay		
21155	劣	lie4	P	bad, inferior		
21155	劣	lie4	S	slightly		
21256	匈	xiong1	P	breast, chest, thorax		
21256	匈	xiong1	S	clamor		
21256	匈	xiong1	A	the Hsiung Nu 'Huns'		
21761	唁	yan4	P	express condolence		
22266	固	gu4	P	to become solid, solidify		
22266	固	gu4	S	strength		
22367	坟	fen2	P	grave, mound		
22367	坟	fen2	S	bulge		
22367	坟	fen2	A	bulging		
23377	孑	jie2	P	remaining, left-over		
23377	孑	jie2	S	lonely		
23781	峥	zheng1	P	high, lofty, noble		
23781	峥	zheng1	S	steep, perilous		
23882	嵊	sheng4	P	district in Shaohsing, Chekiang		
24084	帔	pei4	P	a skirt		
24488	徨	huang2	P	doubtful, irresolute, vacillating		
24589	怍	zuo4	P	to be ashamed		
25296	拐	guai3	P	kidnap, abduct		
25296	拐	guai3	S	turn		
25599	揿	qin4	P	press		
25902	攮	nang3	P	to fend off		
25902	攮	nang3	S	to stab		
26003	斓	lan2	P	multicolored		
26104	旸	yang2	P	rising sun		
26104	旸	yang2	S	sunshine		
26609	柱	zhu4	P	pillar, post		
26609	柱	zhu4	S	support		
26609	柱	zhu4	A	lean on		
26912	椠	qian4	P	wooden tablet		
26912	椠	qian4	S	edition		
27013	榅	wen1	P	pillar		
27013	榅	wen1	S	Cryptomeria		
27720	汈	diao1	P	a lake in Húběi		
27821	沭	shu4	P	river in Shantung		
27922	洒	sa3	P	sprinkle		
27922	洒	sa3	S	scatter		
27922	洒	sa3	A	pour		
27922	洒	sa3	A	to wipe away		
27922	洒	sa3	A	to shiver		
28023	海	hai3	P	sea, ocean		
28023	海	hai3	S	maritime		
28124	淜	peng2	P	roar of dashing waves		
28326	溦	wei1	P	drizzle		
28326	溦	wei1	S	valley		
28326	溦	wei1	A	mold		
29740	琬	wan3	P	the virtue of a gentleman		
29740	琬	wan3	S	jade		
29942	瓶	ping2	P	jug, pitcher, vase, jar, bottle		
30043	畛	zhen3	P	border, boundary		
30043	畛	zhen3	S	raised path		
30245	瘥	chai4	P	to recover from any disease		
30245	瘥	chai4	S	an epidemic		
30447	盯	ding1	P	rivet gaze upon, keep eyes on		
31255	稗	bai4	P	darnels, weeds, tares small		
31659	箫	xiao1	P	bamboo flute		
32568	缸	gang1	P	earthenware jug, crock		
32568	缸	gang1	S	cistern		
32669	羝	di1	P	ram, he-goat		
33073	脱	tuo1	P	take off		
33275	臻	zhen1	P	reach, arrive		
33275	臻	zhen1	S	utmost, superior		
33881	葙	xiang1	P	feather cockscomb (Celosia argentea)		
34386	虒	si1	P	an amphibious beast resembling a tiger with one horn		
34588	蜜	mi4	P	honey		
34588	蜜	mi4	S	sweet		
34588	蜜	mi4	A	nectar		
35093	褕	yu2	P	shirt		
35800	诘	jie2	P	question, interrogate		
36406	踶	di4	P	paw		
36911	逯	lu4	P	leave without reason		
37214	酞	tai4	P	phthalein		
38022	钆	ga2	P	gadolinium (element 64, Gd)		
38224	镐	gao3	P	stove		
38224	镐	gao3	S	bright		
38426	阚	kan4	P	glance, peep		
38426	阚	kan4	S	roar, growl		
38830	鞮	di1	P	leather shoes		
39032	顸	han1	P	large face, flat face		
39032	顸	han1	S	stupid		
39537	驱	qu1	P	spur a horse on		
39537	驱	qu1	S	expel, drive away		
39739	鬻	yu4	P	sell		
39739	鬻	yu4	S	child, childish		
39739	鬻	yu4	A	nourish		
40143	鳏	guan1	P	huge fish		
40143	鳏	guan1	S	widower		
40143	鳏	guan1	A	bachelor		
40547	鹣	jian1	P	fabulous mythical bird		
