# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20027	主	zhu3	P	master, chief owner		
20027	主	zhu3	S	host		
20027	主	zhu3	A	lord		
20431	俏	qiao4	P	like, similar		
20431	俏	qiao4	S	resemble		
20431	俏	qiao4	A	pretty		
20532	倴	ben4	P	a place in Héběi		
21037	刭	jing3	P	cut throat		
21441	叁	san1	P	bank form of numeral 'three'		
21845	啕	tao2	P	wail		
22047	嘟	du1	P	sound of horn tooting		
22148	嚄	huo1	P	roar		
22350	坎	kan3	P	pit, hole		
22350	坎	kan3	S	snare, trap		
22350	坎	kan3	A	crisis		
22350	坎	kan3	A	trigram ☵		
22350	坎	kan3	A	hexagram ䷜		
23057	娑	suo1	P	dance, frolic		
23057	娑	suo1	S	lounge		
23057	娑	suo1	A	saunter		
23158	婶	shen3	P	wife of father's younger brother		
23360	孀	shuang1	P	widow		
23461	宥	you4	P	forgive, pardon, indulge		
23562	尊	zun1	P	respect, revere, venerate		
23562	尊	zun1	S	honor		
23663	屯	tun2	P	village, hamlet		
23663	屯	tun2	S	camp		
23663	屯	tun2	A	station		
23663	屯	tun2	A	hexagram ䷂		
24067	布	bu4	P	cotton cloth, textiles, linen		
24774	惆	chou2	P	distressed, regretful, sad		
24875	愫	su4	P	guileless, sincere, honest		
25077	懵	meng3	P	stupid, ignorant, dull		
25279	抿	min3	P	pucker up lips in smile		
25279	抿	min3	S	press		
25380	挤	ji3	P	crowd, squeeze, push against		
25481	掉	diao4	P	turn, move		
25481	掉	diao4	S	shake, wag		
25481	掉	diao4	A	drop down		
26087	旧	jiu4	P	old, ancient		
26087	旧	jiu4	S	former, past		
26188	晌	shang3	P	noon, midday		
26188	晌	shang3	S	moment		
26592	柠	ning2	P	lemon		
26693	桅	wei2	P	mast of ship		
27198	樾	yue4	P	the shade of trees		
27602	毒	du2	P	poison, venom		
27602	毒	du2	S	poisonous		
27905	洁	jie2	P	clean, purify, pure		
28006	浦	pu3	P	bank of river, shore		
28208	渰	yan3	P	forming or rising		
28511	潟	xi4	P	land impregnated with salt from the tide		
28814	炎	yan2	P	flame, blaze		
28814	炎	yan2	S	hot		
29319	犇	ben1	P	run fast, flee		
29319	犇	ben1	S	rush about		
29319	犇	ben1	A	run		
29420	独	du2	P	alone, single, solitary, only		
29622	玶	ping2	P	name of one kind of jade		
29723	琛	chen1	P	treasure, valuables		
29824	璀	cui3	P	lustre of gems		
29824	璀	cui3	S	glitter		
29824	璀	cui3	A	shine		
30127	疯	feng1	P	crazy, insane, mentally ill		
30531	睃	suo1	P	to see		
30733	砍	kan3	P	hack, chop, cut, fell		
31036	礼	li3	P	social custom		
31036	礼	li3	S	manners		
31036	礼	li3	A	courtesy		
31036	礼	li3	A	rites		
31238	稆	lü3	P	wild grain		
32450	绂	fu2	P	ribbon or cord used attach ornaments		
32551	缧	lei2	P	a chain or rope used bind criminals		
32652	羌	qiang1	P	Qiang nationality		
32753	翱	ao2	P	soar, roam		
33258	自	zi4	P	self, private, personal		
33258	自	zi4	S	from		
33359	艏	shou3	P	bow of a ship		
34268	藜	li2	P	Chenopodium album, pigweed		
34672	蝰	kui2	P	Daboia siamensis, eastern Russell's viper		
35278	觎	yu2	P	desire strongly, covet, long for		
35783	诇	xiong4	P	to spy		
35783	诇	xiong4	S	to give information		
35783	诇	xiong4	A	shrewd		
35884	谬	miu4	P	error, exaggeration		
35884	谬	miu4	S	erroneous		
36187	赛	sai4	P	compete, contend		
36187	赛	sai4	S	contest, race		
36793	边	bian1	P	edge, margin, side, border		
36894	逞	cheng3	P	indulge oneself		
36894	逞	cheng3	S	brag, show off		
36995	邃	sui4	P	profound, detailed		
36995	邃	sui4	S	deep		
37096	部	bu4	P	part, division, section		
37197	配	pei4	P	match, pair		
37197	配	pei4	S	equal		
37197	配	pei4	A	blend		
38106	铚	zhi4	P	a sickle		
38207	锿	ai1	P	einsteinium (element 99, Es)		
38409	阉	yan1	P	castrate		
38409	阉	yan1	S	eunuch		
38712	霸	ba4	P	rule by might rather than right		
39318	首	shou3	P	head		
39318	首	shou3	S	first		
39318	首	shou3	A	leader, chief		
39318	首	shou3	A	a poem		
39621	髅	lou2	P	skull		
39621	髅	lou2	S	skeleton		
40530	鹒	geng1	P	oriole		
40833	龁	he2	P	gnaw, bite, nibble		
177587	𫖳	yun1	P	大頭頵, a big head		
