# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20113	云	yun2	P	say, speak		
20113	云	yun2	S	clouds		
20214	件	jian4	P	numerary adjunct for article		
20214	件	jian4	S	matter		
20517	倥	kong3	P	boorish, ignorant		
20517	倥	kong3	S	urgent, pressing		
20820	兔	tu4	P	rabbit, hare		
21628	呼	hu1	P	breathe sigh, exhale		
21628	呼	hu1	S	call, shout		
21830	商	shang1	P	commerce, business, trade		
22234	囚	qiu2	P	prisoner, convict		
22234	囚	qiu2	S	confine		
22436	垤	die2	P	ant-hill, small mound		
22436	垤	die2	S	hill		
22537	堉	yu4	P	ground, fertile land		
22840	夸	kua1	P	extravagant, luxurious		
22840	夸	kua1	S	handsome		
23143	婧	jing4	P	modest		
23143	婧	jing4	S	supple		
23244	嫌	xian2	P	hate, detest		
23244	嫌	xian2	S	suspect		
23244	嫌	xian2	A	criticize		
23547	寻	xun2	P	seek, search, look for		
23547	寻	xun2	S	ancient		
23648	屠	tu2	P	butcher, slaughter, massacre		
24052	巴	ba1	P	greatly desire, anxiously hope		
24254	庾	yu3	P	granary		
24254	庾	yu3	S	storehouse		
24456	很	hen3	P	very, quite, much		
24557	忭	bian4	P	delighted		
24557	忭	bian4	S	pleased		
24658	恒	heng2	P	constant, regular, persistent		
25062	懦	nuo4	P	weak, timid, cowardly		
25163	手	shou3	P	hand		
25466	捺	na4	P	to press down heavily with the fingers		
25668	摄	she4	P	take in, absorb		
25668	摄	she4	S	act as deputy		
26173	昽	long2	P	vague, dim		
26173	昽	long2	S	twilight		
26577	柑	gan1	P	tangerine, loose-skinned orange		
26880	椀	wan3	P	bowl		
26880	椀	wan3	S	cup		
26880	椀	wan3	A	dish		
27082	槊	shuo4	P	spear, lance		
27183	樯	qiang2	P	mast, yard-arm, boom		
27688	氨	an1	P	ammonia		
27688	氨	an1	S	hydrogen nitride		
28193	渡	du4	P	cross, ferry over		
28193	渡	du4	S	ferry		
28294	溆	xu4	P	river in Húnán		
28395	滫	xiu3	P	water in which rice has been boiled		
28698	瀚	han4	P	vast, wide, extensive		
28799	灿	can4	P	vivid, illuminating		
28799	灿	can4	S	bright		
28900	烤	kao3	P	bake, roast, toast, cook		
29405	狝	xian3	P	hunt		
29405	狝	xian3	S	autumn hunting		
29405	狝	xian3	A	to capture with a fine net		
29809	瑱	tian4	P	a gem used as ear plug		
29809	瑱	tian4	S	a jade earring		
29910	瓖	xiang1	P	inlay		
30011	画	hua4	P	a painting, picture, drawing		
30011	画	hua4	S	to draw		
30112	疠	li4	P	a sore, ulcer		
30112	疠	li4	S	pestilence		
30415	盏	zhan3	P	small cup or container		
30718	矾	fan2	P	alum		
31324	穜	tong2	P	rice		
31526	符	fu2	P	i.d. tag, tally, symbol, charm		
32435	纳	na4	P	admit, take, receive, accept		
32536	缘	yuan2	P	hem, margin		
32536	缘	yuan2	S	reason, cause		
32536	缘	yuan2	A	fate		
32637	罽	ji4	P	a kind of woolen fabric		
33041	脑	nao3	P	brain		
33647	药	yao4	P	leaf of Dahurian angelica plant		
33647	药	yao4	S	medicine		
33748	菔	fu2	P	turnip		
33849	萹	bian1	P	grass		
34051	蔃	qiang2	P	roots of plants		
34152	蕨	jue2	P	Pteris aquilina, common bracken		
34758	蟆	ma2	P	frog, toad		
35162	襚	sui4	P	grave clothes		
35465	誉	yu4	P	fame, reputation		
35465	誉	yu4	S	praise		
35768	许	xu3	P	allow, permit		
35768	许	xu3	S	promise		
35768	许	xu3	A	betroth		
35869	谝	pian3	P	brag, boast		
35869	谝	pian3	S	quibble		
35970	貂	diao1	P	marten, sable, mink		
36172	赌	du3	P	bet, gamble, wager		
36172	赌	du3	S	compete		
36273	趱	zan3	P	go in hurry, hasten		
36273	趱	zan3	S	urge		
36879	透	tou4	P	penetrate, pass through		
36980	遴	lin2	P	select, choose		
38091	铋	bi4	P	bismuth (element 83, Bi)		
38192	锰	meng3	P	manganese (element 25, Mn)		
38394	闺	gui1	P	small entrance		
38394	闺	gui1	S	women's quarters		
38495	陟	zhi4	P	climb, scale, ascend		
38495	陟	zhi4	S	proceed		
38596	雄	xiong2	P	male of species		
38596	雄	xiong2	S	hero		
38596	雄	xiong2	A	manly		
38899	音	yin1	P	sound, tone, pitch, pronunciation		
39606	骶	di3	P	coccyx		
40111	鲯	qi2	P	Coryphaena hippurus		
40515	鹃	juan1	P	cuckoo		
40717	鼍	tuo2	P	large reptile, water lizard		
171916	𩾌	kang1	P	anglerfish		
177168	𫐐	ni2	P	the cross-bar at the end of a carriage pole		
177168	𫐐	ni2	S	linchpin of a large carriage		
183834	𬸚	yue4	P	a legendary waterfowl		
183834	𬸚	yue4	S	a young phoenix		
