# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20149	亵	xie4	P	slight, insult, treat with disrespect		
20351	使	shi3	P	cause, send on a mission, order		
20351	使	shi3	S	envoy, messenger, ambassador		
20856	典	dian3	P	law, canon		
20856	典	dian3	S	documentation		
20856	典	dian3	A	classic, scripture		
20957	凝	ning2	P	coagulate		
20957	凝	ning2	S	congeal		
20957	凝	ning2	A	freeze		
21058	剂	ji4	P	medicinal preparation		
21361	危	wei1	P	dangerous, precarious		
21361	危	wei1	S	high		
21462	取	qu3	P	take, receive, obtain		
21462	取	qu3	S	select		
21563	吻	wen3	P	kiss		
21563	吻	wen3	S	the lips		
21563	吻	wen3	A	coinciding		
21866	啪	pa1	P	syllable		
22068	嘴	zui3	P	mouth, lips		
22270	图	tu2	P	diagram		
22270	图	tu2	S	chart, map, picture		
22674	墒	shang1	P	wet, cultivated land		
23381	孕	yun4	P	be pregnant		
23381	孕	yun4	S	pregnancy		
23886	嵎	yu2	P	mountain recess		
23886	嵎	yu2	S	canyon		
24088	帘	lian2	P	flag-sign of a tavern		
24189	幽	you1	P	quiet, secluded, tranquil		
24189	幽	you1	S	dark		
24795	惛	hun1	P	confused, stupid, dull, senile		
25098	戊	wu4	P	5th heavenly stem		
25199	扯	che3	P	rip up, tear down		
25199	扯	che3	S	raise		
25199	扯	che3	A	haul		
25300	拔	ba2	P	uproot, pull out		
25401	挹	yi4	P	to bale out		
25401	挹	yi4	S	to decant liquids		
25502	掞	yan4	P	easy, smooth		
25502	掞	yan4	S	quiet		
25502	掞	yan4	A	suave		
25805	操	cao1	P	conduct, run, control, manage		
26209	晡	bu1	P	late afternoon		
26411	末	mo4	P	final, last, end		
26411	末	mo4	S	insignificant		
26512	析	xi1	P	split wood		
26512	析	xi1	S	break apart		
26512	析	xi1	A	divide		
26815	梿	lian2	P	a flail		
26916	椤	luo2	P	tree		
27017	榉	ju3	P	type of elm		
27522	殂	cu2	P	to die		
27825	沱	tuo2	P	rivers, streams, waterways		
27825	沱	tuo2	S	flow		
28128	淠	pi4	P	name of a river in Anhui		
28330	溪	xi1	P	mountain stream, creek		
28431	漏	lou4	P	leak, drip		
28431	漏	lou4	S	funnel		
28431	漏	lou4	A	hour glass		
28532	潴	zhu1	P	pond		
28532	潴	zhu1	S	a pool		
29239	爷	ye2	P	father, grandfather		
29441	猁	li4	P	a kind of monkey		
29744	琰	yan3	P	jewel, gem		
29744	琰	yan3	S	glitter of gems		
30148	痄	zha4	P	scrofulous swellings and sores, mumps		
30350	皎	jiao3	P	white		
30350	皎	jiao3	S	bright, brilliant		
30350	皎	jiao3	A	clear		
30653	瞽	gu3	P	blind		
30653	瞽	gu3	S	blind musician		
30653	瞽	gu3	A	stupid		
30855	碇	ding4	P	anchor		
30956	磬	qing4	P	musical instrument		
30956	磬	qing4	S	musical stone		
31360	窀	zhun1	P	to bury		
31461	童	tong2	P	child, boy, servant boy		
31461	童	tong2	S	virgin		
32471	绗	hang2	P	baste		
32673	羡	xian4	P	envy, admire		
32673	羡	xian4	S	praise		
32673	羡	xian4	A	covet		
32774	耆	qi2	P	man of sixty		
32774	耆	qi2	S	aged, old		
33481	苉	pi3	P	picene		
33683	莓	mei2	P	moss		
33683	莓	mei2	S	edible berries		
33986	蓂	mi4	P	lucky place		
34693	螅	xi1	P	intestinal worm		
34794	蟪	hui4	P	a kind of cicada		
35097	褙	bei4	P	paper or cloth pasted together		
35400	詈	li4	P	scold, abuse verbally, curse		
35804	诜	shen1	P	inquire, question		
35804	诜	shen1	S	numerous		
36208	走	zou3	P	walk, go on foot		
36208	走	zou3	S	run		
36208	走	zou3	A	leave		
36713	轩	xuan1	P	carriage		
36713	轩	xuan1	S	high		
36713	轩	xuan1	A	wide		
36713	轩	xuan1	A	balcony		
36814	迎	ying2	P	receive, welcome, greet		
37016	邘	yu2	P	state in Henan province		
37218	酢	zuo4	P	toast one's host with wine		
37218	酢	zuo4	S	to express juice by pressing		
38026	钊	zhao1	P	endeavor, strive		
38026	钊	zhao1	S	encourage		
38026	钊	zhao1	A	cut		
38127	铯	se4	P	cesium		
38228	镔	bin1	P	high quality iron		
38531	隃	shu4	P	to exceed		
38632	雨	yu3	P	rain		
38632	雨	yu3	S	rainy		
38834	鞲	gou1	P	leather arm guard		
39036	顼	xu1	P	grieved		
39541	驵	zang3	P	excellent horse, noble steed		
40147	鳓	le4	P	Chinese herring		
40147	鳓	le4	S	shad		
40551	鹧	zhe4	P	partridge		
