# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20225	企	qi3	P	plan a project		
20225	企	qi3	S	stand on tiptoe		
20629	傕	jue2	P	used in old names		
20932	凄	qi1	P	bitter cold, miserable, dreary		
21033	利	li4	P	gains, advantage, profit, merit		
21639	咇	bi4	P	fragrant		
21639	咇	bi4	S	to eject		
22043	嘛	ma0	P	final exclamatory particle		
22447	垯	da0	P	a pimple		
22447	垯	da0	S	a mound		
22952	妨	fang2	P	interfere with, impede, obstruct		
23457	审	shen3	P	examine, investigate		
23457	审	shen3	S	judge		
24265	廉	lian2	P	upright, honorable, honest		
24568	忸	niu3	P	blush, be bashful, be ashamed		
24669	恝	jia2	P	carefree		
24669	恝	jia2	S	indifferent manner		
24669	恝	jia2	A	without sorrow		
24871	愧	kui4	P	ashamed, conscience-stricken		
25275	抻	chen1	P	pull		
25376	挠	nao2	P	scratch		
25376	挠	nao2	S	disturb, bother		
25376	挠	nao2	A	submit		
25578	揪	jiu1	P	grasp with hand, pinch		
25679	摏	chong1	P	pound		
25679	摏	chong1	S	strike against		
25679	摏	chong1	A	ram		
25679	摏	chong1	A	to hit with the elbow		
26487	杷	pa2	P	loquat		
26689	桁	heng2	P	cross-beams of roof		
26790	梦	meng4	P	dream		
26790	梦	meng4	S	visionary		
26790	梦	meng4	A	wishful		
26891	椋	liang2	P	fruit		
27800	沘	bi3	P	name of a river		
27901	泽	ze2	P	marsh, swamp		
27901	泽	ze2	S	grace, brilliance		
28103	淇	qi2	P	river in Henan province		
28608	激	ji1	P	arouse, excite, incite		
28608	激	ji1	S	quickly		
28810	炊	chui1	P	cook		
28810	炊	chui1	S	meal		
28911	烯	xi1	P	alkene		
29113	熹	xi1	P	dim light, glimmer		
29113	熹	xi1	S	warm, bright		
29416	狨	rong2	P	monkey with gold-colored hair		
29416	狨	rong2	S	golden lion tamarin		
29517	獍	jing4	P	a mythical animal that eats its mother when it is born		
29517	獍	jing4	S	Manchurian tiger		
29618	玲	ling2	P	tinkling of jade		
30123	疫	yi4	P	epidemic, plague, pestilence		
30224	瘐	yu3	P	to die in prison from cold and hunger		
30224	瘐	yu3	S	to treat with cruelty		
30729	砉	hua1	P	the sound of flaying, separating skin and bone		
30729	砉	hua1	S	the sound of flying quickly, whooshing		
30830	确	que4	P	sure, certain		
30830	确	que4	S	real, true		
31234	稂	lang2	P	grass		
31234	稂	lang2	S	weeds		
31537	笱	gou3	P	a basket trap for fish, placed in the opening of a weir		
31638	箖	lin2	P	a large basket		
31941	糅	rou2	P	blend, mix		
31941	糅	rou2	S	mixed		
32446	纾	shu1	P	loosen, relax, relieve		
32446	纾	shu1	S	extricate		
32547	缣	jian1	P	fine silk		
32850	聒	guo1	P	clamor, din, hubbub		
32951	肷	qian3	P	area between waist and hips		
33355	艋	meng3	P	small boat		
33456	芰	ji4	P	water caltrop		
33557	茕	qiong2	P	alone		
33557	茕	qiong2	S	without friends or relatives		
33759	菟	tu4	P	dodder		
33759	菟	tu4	S	creeper		
34769	蟑	zhang1	P	cockroach		
35274	觊	ji4	P	covet, long for, desire		
35779	诃	he1	P	scold loudly, curse, abuse		
35880	谨	jin3	P	prudent, cautious		
35880	谨	jin3	S	attentive		
36183	赗	feng4	P	gift		
36284	趼	jian3	P	callous skin on hands or feet		
36284	趼	jian3	S	blisters		
36991	避	bi4	P	avoid		
36991	避	bi4	S	turn aside		
36991	避	bi4	A	escape		
36991	避	bi4	A	hide		
37092	郤	xi4	P	crack, opening		
37193	酉	you3	P	a wine vessel		
37193	酉	you3	S	tenth earthly branch		
37294	醮	jiao4	P	religious service		
37294	醮	jiao4	S	Daoist or Buddhist ceremony		
38102	铖	cheng2	P	person's name		
38203	锻	duan4	P	forge metal		
38203	锻	duan4	S	temper, refine		
38405	阅	yue4	P	examine, inspect, review, read		
38506	陪	pei2	P	accompany, be with, keep company		
38607	雏	chu2	P	chick, fledging		
38607	雏	chu2	S	infant, toddler		
39314	馒	man2	P	steamed bread		
39314	馒	man2	S	steamed dumplings		
39617	髁	ke1	P	thigh bone, hipbone		
39617	髁	ke1	S	kneecap		
40122	鲺	shi1	P	cat fish		
40526	鹎	bei1	P	bird		
177583	𫖯	fu3	P	bow		
177583	𫖯	fu3	S	nod		
177583	𫖯	fu3	A	condescend		
183542	𬳶	jiong1	P	big		
