# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20177	仑	lun2	P	logical reasons, logical order		
20278	伶	ling2	P	lonely, solitary		
20278	伶	ling2	S	actor		
20581	健	jian4	P	strong, robust, healthy		
20581	健	jian4	S	strength		
20884	冔	xu3	P	cap worn during the Yin dynasty		
20985	凹	ao1	P	concave, hollow, depressed		
20985	凹	ao1	S	a pass, valley		
21086	剞	ji1	P	carving or engraving knife		
21086	剞	ji1	S	grave		
21187	勃	bo2	P	suddenly, sudden, quick		
21389	厍	she4	P	surname		
21490	史	shi3	P	history, chronicle, annals		
21591	呗	bei0	P	final particle of assertion		
21894	喆	zhe2	P	a sage		
21894	喆	zhe2	S	wise		
21894	喆	zhe2	A	sagacious		
21995	嗫	nie4	P	move lips as when speaking		
21995	嗫	nie4	S	hesitation		
22500	埤	pi4	P	add, increase, attach		
22500	埤	pi4	S	low fence		
22904	奸	jian1	P	crafty, villainous, false		
23005	姝	shu1	P	a beautiful girl		
23409	孱	chan2	P	weak, unfit, frail, feeble		
23611	尻	kao1	P	end of spine		
23611	尻	kao1	S	buttocks, sacrum		
24217	庙	miao4	P	temple, shrine		
24217	庙	miao4	S	imperial court		
24722	悒	yi4	P	sorrowful, depressed, unhappy		
25429	捕	bu3	P	arrest, catch, seize		
25530	掺	chan1	P	mix, blend, adulterate		
25732	撄	ying1	P	oppose, offend, run counter to		
26641	树	shu4	P	tree		
26641	树	shu4	S	plant		
26641	树	shu4	A	set up, establish		
26742	桶	tong3	P	pail, bucket, tub		
26742	桶	tong3	S	cask, keg		
27146	樊	fan2	P	a railing		
27146	樊	fan2	S	a fence an enclosed place		
27449	欹	qi1	P	fierce dog		
27449	欹	qi1	S	interjection of pleas		
27449	欹	qi1	A	strange		
27752	汨	mi4	P	to sink		
27954	洲	zhou1	P	continent		
27954	洲	zhou1	S	island		
27954	洲	zhou1	A	islet		
28156	淼	miao3	P	a wide expanse of water		
28358	滆	ge2	P	a lake in Jiangxu		
28459	漫	man4	P	overflow of water		
28459	漫	man4	S	spreading		
29166	燮	xie4	P	harmonize, blend		
29166	燮	xie4	S	adjust		
29368	犸	ma3	P	mammoth		
29469	猝	cu4	P	abruptly, suddenly		
29469	猝	cu4	S	abrupt		
29671	珧	yao2	P	mother-of-pearl		
30782	砾	li4	P	gravel, pebbles		
30883	碣	jie2	P	stone tablet		
31186	秒	miao3	P	beard of grain or corn		
31186	秒	miao3	S	a second		
31287	稷	ji4	P	god of cereals		
31287	稷	ji4	S	minister of agriculture		
31388	窜	cuan4	P	run away		
31388	窜	cuan4	S	revise, edit		
31388	窜	cuan4	A	expel		
31590	筦	guan3	P	a key		
31590	筦	guan3	S	to be in charge		
31590	筦	guan3	A	a pipe		
31792	簰	pai2	P	bamboo raft		
31893	粕	po4	P	lees, dregs, sediments left after distilling liquor		
32499	绳	sheng2	P	rope, string, cord		
32499	绳	sheng2	S	control		
32600	罘	fu2	P	screen used in ancient times		
32701	羽	yu3	P	feather, plume		
32701	羽	yu3	S	wings		
32802	耢	lao4	P	a kind of farm tool		
32903	肇	zhao4	P	begin, commence, originate		
33004	胬	nu3	P	a disease's name in Chinese medicine		
33105	腑	fu3	P	bowels, entrails, internal organs		
33307	舛	chuan3	P	oppose, deviate, be contrary to		
33509	若	ruo4	P	if, supposing, assuming		
33509	若	ruo4	S	similar		
34115	蕃	bo1	P	foreign things		
34216	薨	hong1	P	death of prince		
34216	薨	hong1	S	swarming		
34923	衫	shan1	P	shirt		
34923	衫	shan1	S	robe		
34923	衫	shan1	A	gown		
34923	衫	shan1	A	jacket		
35327	觿	xi1	P	a bodkin made of ivory, horn		
35832	诸	zhu1	P	various, all, these		
36135	货	huo4	P	goods, commodities, products		
36337	跱	zhi4	P	stop		
36741	辅	fu3	P	cheek bone		
36741	辅	fu3	S	protective		
36741	辅	fu3	A	assist		
36842	迪	di2	P	enlighten, advance		
36842	迪	di2	S	progress		
36943	遏	e4	P	stop, suppress, curb, check		
36943	遏	e4	S	a bar		
37044	邴	bing3	P	pleased		
37145	鄙	bi3	P	mean		
37145	鄙	bi3	S	low		
37246	酾	shi1	P	strain		
38054	钦	qin1	P	respect, admire		
38054	钦	qin1	S	respectful		
38155	锋	feng1	P	point of spear, sharp point		
38256	镰	lian2	P	sickle		
38660	霄	xiao1	P	sky		
38660	霄	xiao1	S	clouds, mist		
38660	霄	xiao1	A	night		
38761	革	ge2	P	leather, animal hides		
38761	革	ge2	S	hexagram ䷰		
39064	题	ti2	P	forehead		
39064	题	ti2	S	title, headline		
39064	题	ti2	A	theme		
39569	骑	qi2	P	ride horseback		
39569	骑	qi2	S	mount		
39569	骑	qi2	A	cavalry		
40074	鲊	zha3	P	minced and salted fish		
40074	鲊	zha3	S	to preserve		
176424	𫄨	chi1	P	fine linen, fine help cloth		
