# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20390	侦	zhen1	P	spy, reconnoiter		
20390	侦	zhen1	S	detective		
21097	剩	sheng4	P	leftovers, residue, remains		
21400	厘	li2	P	manage, control		
21400	厘	li2	S	thousandth part of tael		
21501	叽	ji1	P	sigh in disapproval		
21501	叽	ji1	S	take small		
21804	唬	hu3	P	to intimidate		
21804	唬	hu3	S	to scare		
21905	喑	yin1	P	to be dumb		
21905	喑	yin1	S	the sobbing of infants		
22511	埯	an3	P	cover with earth		
22511	埯	an3	S	a pit		
22511	埯	an3	A	a hole		
22612	塔	ta3	P	tower, spire, tall building		
22915	妃	fei1	P	wife, spouse		
22915	妃	fei1	S	imperial concubine		
23016	姨	yi2	P	mother/wife's sister		
23016	姨	yi2	S	concubine		
23218	媲	pi4	P	marry off, pair, match		
23218	媲	pi4	S	compare		
23319	嬗	shan4	P	succession to the throne		
23521	寡	gua3	P	widowed		
23521	寡	gua3	S	alone, friendless		
23723	岫	xiu4	P	mountain peak		
23723	岫	xiu4	S	cave, cavern		
24228	庤	zhi4	P	prepare		
24733	悝	kui1	P	to laugh at to pity		
24733	悝	kui1	S	afflicted, sad		
24935	慧	hui4	P	bright, intelligent		
24935	慧	hui4	S	intelligence		
25238	抖	dou3	P	tremble, shake, rouse		
25238	抖	dou3	S	give shake		
25642	搪	tang2	P	ward off, evade		
25642	搪	tang2	S	parry		
25642	搪	tang2	A	block		
26551	枷	jia1	P	cangue scaffold		
26753	梁	liang2	P	bridge		
26753	梁	liang2	S	beam		
26753	梁	liang2	A	rafters		
27965	洽	qia4	P	to blend with, be in harmony		
27965	洽	qia4	S	to penetrate		
27965	洽	qia4	A	to cover		
28066	涢	yun2	P	river in Hubei		
28369	滑	hua2	P	slip, slide		
28369	滑	hua2	S	slippery, polished		
28470	漶	huan4	P	indecipherable		
28975	焯	chao1	P	boil vegetables for a very short time		
28975	焯	chao1	S	scald		
29076	熔	rong2	P	melt, smelt, fuse		
29076	熔	rong2	S	mold		
29177	燹	xian3	P	fire		
29177	燹	xian3	S	wild fires		
29379	狃	niu3	P	to covet		
29379	狃	niu3	S	to be accustomed		
29682	珲	hun2	P	bright, glorious, splendid		
29783	瑗	yuan4	P	large ring of fine jade		
29985	甡	shen1	P	abundant, numerous		
29985	甡	shen1	S	crowd		
30086	疆	jiang1	P	boundary, border, frontier		
30187	痫	xian2	P	epilepsy, convulsions		
30490	眚	sheng3	P	disease of the eyes		
30490	眚	sheng3	S	crime, fault		
30591	睿	rui4	P	shrewd, astute, clever, keen		
30995	礓	jiang1	P	a small stone		
31096	祸	huo4	P	misfortune, calamity, disaster		
31601	筱	xiao3	P	dwarf bamboo		
31601	筱	xiao3	S	diminutive in person's name		
32510	绾	wan3	P	to string together, to bind up		
33419	芋	yu4	P	taro		
33722	莺	ying1	P	oriole, green finch		
33722	莺	ying1	S	Sylvia species (various)		
34227	薳	wei3	P	a plant stem		
34328	蘘	rang2	P	a kind of wild ginger		
34429	虽	sui1	P	although, even if		
34631	蝇	ying2	P	flies		
34732	螬	cao2	P	grubs in fruit		
35035	裛	yi4	P	to wrap and bind		
35035	裛	yi4	S	damp		
35035	裛	yi4	A	a book bag		
35944	豨	xi1	P	pig, hog		
36146	贲	ben1	P	forge ahead		
36146	贲	ben1	S	energetic		
36752	辐	fu2	P	spokes of wheel		
37055	邿	shi1	P	a Zhou-dynasty state in modern Shandong province		
37257	醉	zui4	P	intoxicated, drunk		
37257	醉	zui4	S	addicted to		
38065	钱	qian2	P	money, currency, coins		
38166	锖	qiang1	P	the color of the a mineral		
38469	际	ji4	P	border, boundary, juncture		
38671	霏	fei1	P	falling of snow and rain		
38772	靴	xue1	P	boots		
39277	饭	fan4	P	cooked rice		
39277	饭	fan4	S	food, meal		
39580	骜	ao4	P	wild horse, mustang		
39580	骜	ao4	S	wild		
40085	鲕	er2	P	roe		
40489	鸩	zhen4	P	a bird resembling the secretary falcon		
182798	𬨎	you2	P	light carriage		
182798	𬨎	you2	S	trifling, light		
