# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
16590	䃎	zha4	P	a place in Gansu province		
20024	丸	wan2	P	small round object		
20024	丸	wan2	S	pellet, pill		
20731	僻	pi4	P	out-of-the-way, remote		
20731	僻	pi4	S	unorthodox		
21438	厾	du1	P	lightly tap		
21438	厾	du1	S	through away		
21438	厾	du1	A	drop		
21438	厾	du1	A	sentence final particle		
21539	吣	qin4	P	vomit		
21741	哭	ku1	P	weep, cry, wail		
22347	坋	fen4	P	dust, earth		
22347	坋	fen4	S	a bank of earth		
22347	坋	fen4	A	to dig		
22347	坋	fen4	A	to bring together		
22549	堕	duo4	P	fall, sink, let fall		
22549	堕	duo4	S	degenerate		
22852	奄	yan3	P	ere long		
22852	奄	yan3	S	remain, tarry		
22852	奄	yan3	A	feeble		
22953	妩	wu3	P	charming, enchanting		
23155	婳	hua4	P	tranquil		
23256	嫘	lei2	P	surname		
23458	客	ke4	P	guest, traveller		
23458	客	ke4	S	customer		
24266	廊	lang2	P	corridor, porch, veranda		
24367	弯	wan1	P	bend, curve		
25276	押	ya1	P	mortgage, pledge		
25276	押	ya1	S	deposit		
25276	押	ya1	A	to pawn		
25276	押	ya1	A	to arrest, detain, guard		
25781	撵	nian3	P	drive away, expel, oust		
26286	暮	mu4	P	evening, dusk, sunset		
26286	暮	mu4	S	ending		
26387	朓	tiao3	P	sacrifice		
26589	柝	tuo4	P	watchman's rattle		
26690	桂	gui4	P	cassia or cinnamon		
26791	梧	wu2	P	Chinese parasol tree, Sterculia platanifolia		
27296	檠	qing2	P	stand for lamp		
27296	檠	qing2	S	frame for bow		
27498	歪	wai1	P	slant		
27498	歪	wai1	S	inclined		
27498	歪	wai1	A	askew, awry		
27599	每	mei3	P	every, each		
27700	水	shui3	P	water, liquid, lotion, juice		
27902	泾	jing1	P	name of a river		
28003	浣	huan4	P	to wash, to rinse		
28205	渭	wei4	P	name of a river in Shanxi		
28508	潜	qian2	P	hide		
28508	潜	qian2	S	hidden, secret, latent		
29215	爟	guan4	P	fire		
29316	犄	ji1	P	animal horns		
29417	狩	shou4	P	winter hunting		
29417	狩	shou4	S	imperial tour		
29619	玳	dai4	P	tortoise shell		
29922	瓢	piao2	P	ladle made from dried gourd		
30124	疬	li4	P	scrofulous lumps or swellings		
30629	瞥	pie1	P	take fleeting glance at		
30932	磔	zhe2	P	to dismember, tear apart		
30932	磔	zhe2	S	downward stroke slanting right		
31235	稃	fu1	P	bran		
31235	稃	fu1	S	seed capsules		
31639	算	suan4	P	count, calculate, figure		
31639	算	suan4	S	plan		
31740	篼	dou1	P	mountain sedan chair		
31740	篼	dou1	S	a simple container without a cover		
32043	紫	zi3	P	purple, violet		
32043	紫	zi3	S	amethyst		
32447	线	xian4	P	line, thread, wire		
32447	线	xian4	S	clue		
32548	缤	bin1	P	flourishing, thriving, abundant		
32750	翮	he2	P	stem of feather		
32750	翮	he2	S	quill		
32952	肸	xi1	P	spread out		
32952	肸	xi1	S	smiling or laughing		
33154	膂	lü3	P	backbone, spinal column		
33255	臧	zang1	P	good, right, generous		
33255	臧	zang1	S	command		
33457	花	hua1	P	flower		
33457	花	hua1	S	blossoms		
33659	荻	di2	P	reed, Miscanthus saccariflorus		
33760	菠	bo1	P	spinach and similar greens		
34164	蕴	yun4	P	to collect, gather, store		
34164	蕴	yun4	S	profound		
34467	蚣	gong1	P	centipede		
34568	蜈	wu2	P	centipede		
34770	蟒	mang3	P	python, boa constrictor		
34972	袜	wa4	P	socks, stockings		
35174	襦	ru2	P	short coat, jacket		
35174	襦	ru2	S	fine silk fabric		
35275	觋	xi2	P	wizard		
35780	评	ping2	P	appraise, criticize, evaluate		
35881	谩	man4	P	deceive, insult		
36184	赘	zhui4	P	unnecessary, superfluous		
36386	踢	ti1	P	kick		
36487	躇	chu2	P	hesitate, falter, be undecided		
36891	逛	guang4	P	ramble, stroll, roam, wander		
36992	邀	yao1	P	invite, welcome		
36992	邀	yao1	S	meet, intercept		
37295	醯	xi1	P	vinegar		
37295	醯	xi1	S	pickle		
37295	醯	xi1	A	acid		
38103	铗	jia2	P	tongs, pincers		
38103	铗	jia2	S	dagger		
38103	铗	jia2	A	sword		
38204	锼	sou1	P	to engrave (metal or wood)		
38406	阆	lang4	P	high door		
38406	阆	lang4	S	high gate		
38406	阆	lang4	A	high, lofty		
39214	餮	tie4	P	a legendary animal		
39214	餮	tie4	S	a greedy person		
39315	馓	san3	P	fried round cakes of wheat flour		
39618	髂	qia4	P	the pelvis		
40123	鲻	zi1	P	mullet		
40527	鹏	peng2	P	fabulous bird of enormous size		
40729	鼙	pi2	P	drum carried on horseback		
178089	𫞩	men2	P	reddish		
181826	𬙂	yan3	P	long		
183846	𬸦	zhuo2	P	phoenix		
