# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20129	亡	wang2	P	death, destroyed		
20129	亡	wang2	S	lose, perish		
20432	俐	li4	P	smooth		
20432	俐	li4	S	active		
20432	俐	li4	A	clever, sharp		
21038	刮	gua1	P	shave, pare off, scrape		
21139	劓	yi4	P	cut off nose		
21846	啖	dan4	P	eat, feed		
21846	啖	dan4	S	chew, bite		
21846	啖	dan4	A	entice		
21947	喻	yu4	P	metaphor, analogy		
21947	喻	yu4	S	example		
21947	喻	yu4	A	like		
22149	嚅	ru2	P	talk indistinctly and falteringly		
22351	坏	huai4	P	rotten, spoilt, bad, broken down		
22452	垴	nao3	P	small, head shaped hill, used in place names		
22553	堙	yin1	P	bury		
22553	堙	yin1	S	dam, block up		
22654	塾	shu2	P	village school		
22654	塾	shu2	S	private tutorage		
22856	奈	nai4	P	but, how		
22856	奈	nai4	S	bear, stand, endure		
23159	婷	ting2	P	pretty		
23159	婷	ting2	S	attractive		
23159	婷	ting2	A	graceful		
23260	嫜	zhang1	P	husband's father		
23462	宦	huan4	P	officialdom, government official		
24472	徘	pai2	P	walk back and forth, hesitate		
24573	忽	hu1	P	suddenly, abruptly		
24573	忽	hu1	S	neglect		
24674	恢	hui1	P	restore		
24674	恢	hui1	S	big, great, immense, vast		
24775	惇	dun1	P	be kind, cordial, sincere		
25381	挥	hui1	P	direct		
25381	挥	hui1	S	wipe away		
25381	挥	hui1	A	squander		
25684	摔	shuai1	P	fall to the ground		
25684	摔	shuai1	S	stumble, trip		
26088	旨	zhi3	P	purpose, aim		
26088	旨	zhi3	S	excellent		
26290	暲	zhang1	P	bright		
26290	暲	zhang1	S	to rise (of sun)		
26391	朗	lang3	P	clear, bright		
26391	朗	lang3	S	distinct		
26492	杼	zhu4	P	shuttle of loom		
26492	杼	zhu4	S	narrow		
26492	杼	zhu4	A	long-headed		
26492	杼	zhu4	A	a scrub oak		
26492	杼	zhu4	A	thin		
26694	框	kuang4	P	frame		
26694	框	kuang4	S	framework		
26694	框	kuang4	A	door frame		
27098	槚	jia3	P	small evergreen shrub		
27603	毓	yu4	P	give birth to		
27603	毓	yu4	S	bring up, educate		
27704	永	yong3	P	long, perpetual, eternal, forever		
28108	淌	tang3	P	trickle		
28108	淌	tang3	S	flow down		
28108	淌	tang3	A	drip		
29421	狭	xia2	P	narrow, limited		
29421	狭	xia2	S	narrow-minded		
29522	獒	ao2	P	mastiff, large fierce dog		
29623	玷	dian4	P	flaw in gem		
29623	玷	dian4	S	flaw in character		
29825	璁	cong1	P	turquoise		
30027	畋	tian2	P	till land, cultivate		
30027	畋	tian2	S	hunt		
30128	疰	zhu4	P	summer-time disease		
30229	瘕	jia3	P	asthma		
30229	瘕	jia3	S	disease of the bowels		
30431	盟	meng2	P	swear		
30431	盟	meng2	S	oath, covenant, alliance		
30532	睄	shao4	P	to glance		
30633	瞩	zhu3	P	watch carefully, stare at, focus on		
31441	竑	hong2	P	be vast and endless		
31441	竑	hong2	S	broad		
31845	籥	yue4	P	key		
31845	籥	yue4	S	woodwind instrument		
32451	练	lian4	P	to practice, drill, exercise, train		
32552	缨	ying1	P	a chin strap		
32552	缨	ying1	S	tassel		
32552	缨	ying1	A	to annoy, bother		
32956	肼	jing3	P	hydrazine		
33562	茚	yin4	P	indene		
34471	蚧	jie4	P	a red spotted lizard, used as medicine		
35279	觏	gou4	P	meet or see unexpectedly		
35784	诈	zha4	P	cheat, defraud, swindle		
35784	诈	zha4	S	trick		
35885	谭	tan2	P	surname		
36188	赜	ze2	P	abstruse, deep, profound		
36390	踦	yi3	P	the shin		
36390	踦	yi3	S	to pierce		
36390	踦	yi3	A	to touch		
36895	速	su4	P	quick, prompt, speedy		
37198	酎	zhou4	P	double-fermented wine, vintage wine		
38208	镀	du4	P	plate, coat, gild		
38410	阊	chang1	P	gate of heaven		
38410	阊	chang1	S	main gate of a palace		
38713	霹	pi1	P	thunder, crashing thunder		
39319	馗	kui2	P	cheekbone		
39319	馗	kui2	S	path, road		
39319	馗	kui2	A	intersection		
40127	鲿	chang2	P	codfish		
40632	麸	fu1	P	bran		
40834	龂	yin2	P	gums (of the teeth)		
40834	龂	yin2	S	to dispute		
166983	𨱇	qiu2	P	chisel		
