# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
17883	䗛	xiu1	P	a kind of insect		
20004	两	liang3	P	two, both, pair, couple		
20004	两	liang3	S	ounce		
20105	争	zheng1	P	dispute, fight, contend, strive		
20711	僧	seng1	P	Buddhist priest, monk		
20711	僧	seng1	S	san of Sanskrit sangha		
20913	冱	hu4	P	freezing		
20913	冱	hu4	S	stopped up, closed off		
21014	刖	yue4	P	cutting off feet as form of punishment		
21216	勠	lu4	P	join forces, unite		
21317	卅	sa4	P	thirty, thirtieth		
21519	吏	li4	P	government official, magistrate		
21721	哙	kuai4	P	swallow, gulp down		
21721	哙	kuai4	S	greedy		
21822	唾	tuo4	P	spit, spit on		
21822	唾	tuo4	S	saliva		
22024	嘈	cao2	P	noisy		
23741	岽	dong1	P	place name in Guangxi province		
24246	庶	shu4	P	numerous, various		
24246	庶	shu4	S	multitude		
24347	弛	chi2	P	loosen, relax, unstring a bow		
24448	往	wang3	P	go, depart		
24448	往	wang3	S	past, formerly		
24751	悯	min3	P	pity, sympathize with, grieve for		
24852	愔	yin1	P	comfortable, contented, peaceful		
25155	扃	jiong1	P	a door bar placed outside a door		
25256	抨	peng1	P	impeach, censure		
25256	抨	peng1	S	attack		
25963	敫	jiao3	P	ancient musical instrument		
26064	旐	zhao4	P	an embroidered pennant		
26165	昵	ni4	P	intimate, close		
26165	昵	ni4	S	approach		
26367	替	ti4	P	change, replace, substitute for		
26771	梓	zi3	P	Chinese catalpa, Catalpa ovata		
26973	楝	lian4	P	Melia japonica		
27882	泪	lei4	P	tears		
27882	泪	lei4	S	weep, cry		
27983	浏	liu2	P	clear		
27983	浏	liu2	S	bright		
27983	浏	liu2	A	whistling		
28084	涴	yuan1	P	daub		
28286	湾	wan1	P	bay, cove, inlet, bend of stream		
28892	烜	xuan3	P	light of the sun		
28892	烜	xuan3	S	to dry in the sun		
28993	煁	chen2	P	hearth		
28993	煁	chen2	S	soft, tender		
29498	猺	yao2	P	jackal		
29599	玟	wen2	P	streaks in jade		
29599	玟	wen2	S	gem		
29700	琄	xuan4	P	scabbard		
29700	琄	xuan4	S	traces, reins		
30003	申	shen1	P	to state to a superior, report		
30003	申	shen1	S	extend		
30003	申	shen1	A	ninth earthly branch		
30508	眬	long2	P	faint, fuzzy, blurred		
30609	瞑	ming2	P	close eyes		
30710	矶	ji1	P	jetty		
30710	矶	ji1	S	submerged rock		
30710	矶	ji1	A	eddy		
31114	禊	xi4	P	semi-annual ceremony of purification		
31215	积	ji1	P	accumulate, store up, amass		
31518	笞	chi1	P	bamboo rod used for beatings		
31821	籍	ji2	P	record, register, list		
31821	籍	ji2	S	census		
31922	粲	can4	P	polish		
31922	粲	can4	S	bright, radiant		
31922	粲	can4	A	smiling		
32427	纫	ren4	P	thread needle, sew stitch, string		
32528	缐	xian4	P	thread, line, wire		
32528	缐	xian4	S	clue		
32730	翚	hui1	P	pheasant		
32730	翚	hui1	S	variegated		
32730	翚	hui1	A	to fly		
32831	耿	geng3	P	bright, shining		
32831	耿	geng3	S	have guts		
32932	肤	fu1	P	skin		
32932	肤	fu1	S	superficial, shallow		
33134	腮	sai1	P	lower part of face		
33134	腮	sai1	S	jaw		
33134	腮	sai1	A	gills of a fish		
33336	舸	ge3	P	large boat, barge		
33437	芝	zhi1	P	sesame		
33437	芝	zhi1	S	'a divine and felicitous plant' (Karlgren)		
33538	茂	mao4	P	thick, lush, dense		
33538	茂	mao4	S	talented		
33639	荧	ying2	P	shine, shimmer		
33639	荧	ying2	S	shining, dazzling		
33841	萱	xuan1	P	day-lily, Hemerocallis flava		
34548	蛴	qi2	P	maggots, grubs		
34649	蝙	bian1	P	bat		
34952	袈	jia1	P	Buddhist cassock		
35760	记	ji4	P	record		
35760	记	ji4	S	keep in mind, remember		
35861	谕	yu4	P	proclaim, instruct		
35861	谕	yu4	S	edict		
35962	豺	chai2	P	wolf		
35962	豺	chai2	S	cruel, wicked, mean		
36164	资	zi1	P	property		
36164	资	zi1	S	wealth		
36164	资	zi1	A	capital		
37073	郑	zheng4	P	state in today's Henan		
37275	醛	quan2	P	aldehyde		
38083	铃	ling2	P	bell		
38184	锨	xian1	P	shovel		
38386	闲	xian2	P	fence, guard		
38386	闲	xian2	S	defend		
38386	闲	xian2	A	idle time		
38588	隼	sun3	P	aquiline (nose)		
38588	隼	sun3	S	a falcon		
38891	韫	yun4	P	secrete, hide, conceal		
39295	饿	e4	P	hungry		
39295	饿	e4	S	greedy for		
39295	饿	e4	A	hunger		
39699	鬓	bin4	P	hair on temples		
40103	鲧	gun3	P	giant fish		
40103	鲧	gun3	S	father of emperor		
40507	鸻	heng2	P	plover		
40911	鿏	mai4	P	meitnerium (element 109, Mt)		
