# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
13386	㑊	yi4	P	a kind of disease		
14800	㧐	song3	P	to hold		
14800	㧐	song3	S	to grasp, to detain, to uphold, to push, to stand upright		
20052	乔	qiao2	P	tall, lofty		
20052	乔	qiao2	S	proud, stately		
20153	亹	wei3	P	progress		
20153	亹	wei3	S	busy, untiring		
20153	亹	wei3	A	exert		
20254	伞	san3	P	umbrella, parasol, parachute		
20355	侃	kan3	P	upright and strong		
20355	侃	kan3	S	amiable		
20456	俨	yan3	P	grave, respectful, majestic		
20658	傲	ao4	P	proud, haughty, overbearing		
20860	兼	jian1	P	unite, combine		
20860	兼	jian1	S	connect		
20860	兼	jian1	A	and		
20961	凡	fan2	P	all, any, every		
20961	凡	fan2	S	ordinary, common		
21163	劫	jie2	P	take by force, coerce		
21163	劫	jie2	S	disaster		
21264	匐	fu2	P	fall prostrate		
21264	匐	fu2	S	crawl		
21365	卵	luan3	P	egg		
21365	卵	luan3	S	ovum		
21365	卵	luan3	A	roe		
21365	卵	luan3	A	spawn		
21466	叚	xia2	P	false		
21668	咤	zha4	P	scold, bellow, shout at, roar		
21870	啮	nie4	P	bite, gnaw		
21971	嗓	sang3	P	voice		
21971	嗓	sang3	S	throat		
22476	埌	lang4	P	waste		
22880	奠	dian4	P	pay respect		
22880	奠	dian4	S	settle		
23385	孙	sun1	P	grandchild, descendent		
23486	宾	bin1	P	guest, visitor		
23486	宾	bin1	S	submit		
23688	岈	ya2	P	嵖岈山, a mountain in Suìpíng county, Hénán		
23789	峭	qiao4	P	steep, precipitous, rugged		
23991	嶷	yi2	P	a range of mountains in Hunan province		
24092	帜	zhi4	P	flag, pennant		
24092	帜	zhi4	S	sign		
24092	帜	zhi4	A	fasten		
24597	怕	pa4	P	to fear, be afraid of		
24597	怕	pa4	S	apprehensive		
24698	恺	kai3	P	enjoy, be contented, joyful		
24799	惟	wei2	P	but, however, nevertheless		
24799	惟	wei2	S	only		
25001	憩	qi4	P	rest, take rest		
25102	戎	rong2	P	arms, armaments		
25102	戎	rong2	S	military affair		
25203	扳	ban1	P	pull		
25203	扳	ban1	S	drag		
25203	扳	ban1	A	right itself		
25304	拘	ju1	P	restrain, seize, detain		
25405	挽	wan3	P	pull		
25405	挽	wan3	S	pull back, draw back		
25506	探	tan4	P	find, locate		
25506	探	tan4	S	search, grope for		
25910	收	shou1	P	gather together, collect		
25910	收	shou1	S	harvest		
26011	斛	hu2	P	dry measure equal to some five or ten dou (see 舒)		
26112	昀	yun2	P	sun light		
26112	昀	yun2	S	used in personal names		
27122	槲	hu2	P	type of oak		
27425	次	ci4	P	order, sequence		
27425	次	ci4	S	next		
27526	殆	dai4	P	dangerous, perilous		
27526	殆	dai4	S	endanger		
27627	毫	hao2	P	fine hair		
27627	毫	hao2	S	measure of length		
27728	汐	xi1	P	night tides, evening ebb tide		
27930	洚	jiang4	P	a flood		
28132	淤	yu1	P	mud, sediment		
28132	淤	yu1	S	clog up, silt up		
28233	湉	tian2	P	gentle flow		
28233	湉	tian2	S	tranquil		
28435	漓	li2	P	river in Guangxi province		
28435	漓	li2	S	water dripping		
28536	潸	shan1	P	weep		
28536	潸	shan1	S	tears flowing		
29243	爻	yao2	P	diagrams for divination		
29647	珏	jue2	P	two pieces of jade joined together		
29748	琴	qin2	P	Chinese lute or guitar		
30152	痈	yong1	P	carbuncle, sore, ulcer, abscess		
30253	瘭	biao1	P	a whitlow		
31061	祕	mi4	P	mysterious, secret, abstruse		
31162	禺	yu2	P	district		
31162	禺	yu2	S	mountain in Zhejiang		
31364	窄	zhai3	P	narrow, tight		
31364	窄	zhai3	S	narrow-minded		
31869	籽	zi3	P	seed, pip, pit, stone		
32475	绛	jiang4	P	deep red		
32475	绛	jiang4	S	river in Shanxi province		
33384	艨	meng2	P	long and narrow war-boat		
33485	苍	cang1	P	blue		
33485	苍	cang1	S	green		
33788	菼	tan3	P	rush or sedge		
33889	葡	pu2	P	grapes		
34091	蔫	nian1	P	withered, faded, decayed		
34091	蔫	nian1	S	calm		
34394	虚	xu1	P	false		
34798	蟮	shan4	P	earthworm		
35808	诠	quan2	P	explain, expound, comment on		
36212	赴	fu4	P	go to		
36212	赴	fu4	S	attend, be present		
36717	轭	e4	P	yoke, collar		
37222	酦	po1	P	fermentation, brewing		
38030	钎	qian1	P	tool for boring holes		
38131	铳	chong4	P	ancient weapon, blunderbuss		
38232	镘	man4	P	trowel		
39040	颀	qi2	P	tall and slim		
39545	驹	ju1	P	colt		
39545	驹	ju1	S	fleet, swift		
39545	驹	ju1	A	sun		
39747	魃	ba2	P	drought demon		
40151	鳗	man2	P	eel		
40555	鹫	jiu4	P	condor, vulture		
40858	龚	gong1	P	give, present		
40858	龚	gong1	S	reverential		
177814	𫚖	ci3	P	fish		
