# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20081	乱	luan4	P	confusion, state of chaos, revolt		
20182	他	ta1	P	other, another		
20182	他	ta1	S	he, she, it		
20384	侠	xia2	P	chivalrous person		
20384	侠	xia2	S	knight-errant		
20687	像	xiang4	P	a picture, image, figure		
20687	像	xiang4	S	to resemble		
20889	写	xie3	P	write		
20889	写	xie3	S	draw, sketch		
20889	写	xie3	A	compose		
21596	呜	wu1	P	sound of crying, sobbing		
21697	品	pin3	P	article, product, commodity		
22303	土	tu3	P	soil, earth		
22303	土	tu3	S	items made of earth		
22404	垄	long3	P	grave, mound		
22404	垄	long3	S	ridge in field		
23616	局	ju2	P	bureau, office		
23616	局	ju2	S	circumstance		
23919	嵯	cuo2	P	high, towering		
23919	嵯	cuo2	S	irregular, rugged		
24222	庞	pang2	P	disorderly, messy		
24222	庞	pang2	S	huge, big		
24323	弃	qi4	P	reject, abandon, discard		
24525	忍	ren3	P	endure, bear, suffer		
24525	忍	ren3	S	forbear		
26141	昝	zan3	P	a dual pronoun, I, you and me, we two		
26242	暂	zan4	P	temporary		
26444	杌	wu4	P	the stump of a tree, hence, sterility		
26444	杌	wu4	S	a square stool		
26646	栖	qi1	P	perch		
26646	栖	qi1	S	roost		
26646	栖	qi1	A	stay		
26848	棠	tang2	P	crab apple tree		
26848	棠	tang2	S	wild plums		
27454	款	kuan3	P	item, article		
27454	款	kuan3	S	clause		
27454	款	kuan3	A	fund		
27555	殣	jin4	P	die		
27555	殣	jin4	S	death		
27555	殣	jin4	A	to starve to death		
27757	汭	rui4	P	confluence of two streams		
27757	汭	rui4	S	bend		
28363	滋	zi1	P	grow, multiply, increase		
28363	滋	zi1	S	thrive		
29474	猢	hu2	P	a kind of monkey found in western China		
29777	瑑	zhuan4	P	carve, engrave, cut out, sculpt		
30585	睹	du3	P	look at, gaze at		
30585	睹	du3	S	observe		
30686	矞	yu4	P	bore with awl		
30686	矞	yu4	S	bright, charming		
30888	碨	wei4	P	millstone		
31090	祲	jin4	P	ominous or sinister spirit		
31090	祲	jin4	S	vigor		
31292	稼	jia4	P	sow grain		
31292	稼	jia4	S	sheaves of grain		
31494	笆	ba1	P	bamboo fence		
32504	绸	chou2	P	silk cloth, satin damask		
32807	耧	lou2	P	drill for sowing grain		
32908	肌	ji1	P	muscle tissue		
32908	肌	ji1	S	meat on bones		
33009	胱	guang1	P	bladder		
33312	舠	dao1	P	long, narrow, knife-shaped boat		
33615	荏	ren3	P	beans		
33615	荏	ren3	S	soft, pliable		
33615	荏	ren3	A	herb		
33716	莴	wo1	P	lettuce		
34019	蓣	yu4	P	yam		
34120	蕈	xun4	P	mushrooms, fungus		
34120	蕈	xun4	S	mildew, mold		
34827	蠋	zhu2	P	caterpillar		
34928	衰	shuai1	P	decline, falter, decrease		
34928	衰	shuai1	S	weaken		
35029	裕	yu4	P	abundant, rich, plentiful		
35332	訄	qiu2	P	to coerce, compel		
35837	诽	fei3	P	slander, vilify, condemn		
35938	豢	huan4	P	domestic animals		
35938	豢	huan4	S	feed, raise		
36140	贬	bian3	P	decrease, lower		
36140	贬	bian3	S	censure, criticize		
36241	趑	zi1	P	can't move		
36241	趑	zi1	S	to falter		
36342	跶	da0	P	stumble, slip		
36746	辊	gun3	P	turn round, revolve		
36746	辊	gun3	S	roller		
37049	邹	zou1	P	name of an ancient state		
37049	邹	zou1	S	surname		
37150	鄞	yin2	P	county in Zhejiang province		
38059	钫	fang1	P	francium (element 87, Fr)		
38160	锐	rui4	P	sharp, keen, acute, pointed		
38261	镵	chan2	P	spade, trowel		
38665	霉	mei2	P	mildew, mold		
38665	霉	mei2	S	moldy, mildewed		
39069	额	e2	P	forehead		
39069	额	e2	S	tablet, plaque		
39069	额	e2	A	fixed		
39271	饧	xing2	P	sugar, syrup		
39271	饧	xing2	S	malt sugar		
39271	饧	xing2	A	sticky		
39574	骖	can1	P	two outside ones in three horse		
39675	髻	ji4	P	hair rolled up in a bun, topknot		
40079	鲏	pi2	P	Spanish mackerel		
40483	鸣	ming2	P	cry of bird or animal		
40483	鸣	ming2	S	make sound		
40584	麈	zhu3	P	legendary species of deer		
182489	𬣙	xu1	P	boast, exaggerate		
182489	𬣙	xu1	S	great, broad		
