# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
14042	㛚	tong3	P	equal		
14042	㛚	tong3	S	uniform, used in girl's name		
20203	仫	mu4	P	tribe		
20304	佐	zuo3	P	assist, aid, second		
20304	佐	zuo3	S	subordinate		
20405	侵	qin1	P	invade, encroach upon, raid		
20506	倚	yi3	P	rely on, depend on		
20506	倚	yi3	S	lean heavily		
20607	偿	chang2	P	repay, recompense		
20607	偿	chang2	S	restitution		
20809	光	guang1	P	light, brilliant, shine		
20809	光	guang1	S	only		
22122	噪	zao4	P	be noisy		
22122	噪	zao4	S	chirp loudly		
22829	夭	yao1	P	young, fresh-looking		
22829	夭	yao1	S	die young		
22930	妒	du4	P	jealous, envious		
23233	嫁	jia4	P	to marry, give a daughter in marriage		
23435	宋	song4	P	Song dynasty		
23536	寰	huan2	P	great domain, country, world		
23637	展	zhan3	P	open, unfold		
23637	展	zhan3	S	stretch, extend		
23839	崟	yin2	P	cliffs		
24041	巩	gong3	P	bind		
24041	巩	gong3	S	firm, secure, strong		
24243	庳	bi4	P	a low-built house		
24344	弘	hong2	P	enlarge, expand		
24344	弘	hong2	S	liberal, great		
24748	悬	xuan2	P	hang, suspend, hoist		
24748	悬	xuan2	S	be hung		
25152	所	suo3	P	place, location		
25152	所	suo3	S	numerary adjunct		
25253	报	bao4	P	report, tell, announce		
25455	捯	dao2	P	pull back continuously on a rope or line with both hands		
25758	撞	zhuang4	P	knock against, bump into, collide		
26263	暗	an4	P	dark		
26263	暗	an4	S	obscure		
26263	暗	an4	A	in secret, covert		
26364	曼	man4	P	long, extended, vast		
26364	曼	man4	S	beautiful		
26465	条	tiao2	P	clause, condition		
26465	条	tiao2	S	string, stripe		
26869	棵	ke1	P	numerary adjunct for trees		
26970	楚	chu3	P	clear		
27778	沂	yi2	P	river in southeast Shandong		
28384	滠	she4	P	river in Hubei province		
29394	狒	fei4	P	baboon		
29495	猷	you2	P	plan, scheme		
29495	猷	you2	S	plan, plot		
29495	猷	you2	A	way		
30000	田	tian2	P	field, arable land, cultivated		
30505	眩	xuan4	P	to confuse		
30505	眩	xuan4	S	dizzy, dazed, disoriented		
30606	瞎	xia1	P	blind, reckless		
30606	瞎	xia1	S	rash		
31212	秬	ju4	P	black millet		
31313	穑	se4	P	farm, harvest grain		
31313	穑	se4	S	stingy		
31515	笛	di2	P	bamboo flute		
31515	笛	di2	S	whistle		
31616	简	jian3	P	simple, terse, succinct, a letter		
31717	篥	li4	P	bugle		
31717	篥	li4	S	Tatar horn		
32424	纨	wan2	P	white silk, fine silk		
32424	纨	wan2	S	gauze		
32626	署	shu3	P	public office		
32929	股	gu3	P	thighs, haunches, rump		
32929	股	gu3	S	share		
33030	脆	cui4	P	crisp		
33030	脆	cui4	S	fragile, frail		
33030	脆	cui4	A	brittle		
33333	舵	duo4	P	rudder, helm		
33636	荤	hun1	P	meat diet		
33636	荤	hun1	S	strong smelling		
33737	菉	lu4	P	the green bamboo		
33737	菉	lu4	S	greenish bamboo		
34343	蘧	qu2	P	Dianthus superbus		
34545	蛱	jia2	P	kind of butterfly		
34949	袅	niao3	P	curling upwards		
34949	袅	niao3	S	wavering gently		
35757	训	xun4	P	teach, instruct		
35757	训	xun4	S	exegesis		
35858	谒	ye4	P	visit, pay respects		
36161	赁	lin4	P	rent, hire		
36161	赁	lin4	S	hired person		
36464	蹰	chu2	P	hesitate, waver, falter		
36868	逄	pang2	P	a surname		
38080	铀	you2	P	uranium (element 92, U)		
38181	锥	zhui1	P	gimlet, awl, drill, auger		
38181	锥	zhui1	S	bore		
38383	闯	chuang3	P	rush in, burst in, charge in		
38484	陔	gai1	P	a step, a terrace, a grade a ledge		
38585	隹	zhui1	P	short-tailed bird		
38686	霞	xia2	P	rosy clouds		
38888	韨	fu2	P	a leather knee-pad worn during sacrifices		
39292	饼	bing3	P	rice-cakes, biscuits		
40100	鲤	li3	P	carp		
40504	鸸	er2	P	swallow		
40605	麝	she4	P	musk deer		
181803	𬘫	huan2	P	to hate		
181803	𬘫	huan2	S	crimson		
181803	𬘫	huan2	A	to thread		
183217	𬮱	yin1	P	curved, bent		
183217	𬮱	yin1	S	a curved wall		
