# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20115	亓	qi2	P	his, her, its, their		
20115	亓	qi2	S	that		
20317	佝	gou1	P	rickets		
20822	兖	yan3	P	establish		
20822	兖	yan3	S	one of nine empire divisions		
20923	冻	dong4	P	freeze		
20923	冻	dong4	S	cold, congeal		
20923	冻	dong4	A	jelly		
21024	删	shan1	P	to cut		
21024	删	shan1	S	delete		
21327	协	xie2	P	be united		
21327	协	xie2	S	cooperate		
22438	垦	ken3	P	cultivate, reclaim, to farm land		
22539	堋	peng2	P	bury		
22741	壕	hao2	P	trench, ditch, channel, moat		
22842	夺	duo2	P	take by force, rob, snatch		
23044	娄	lou2	P	a constellation		
23044	娄	lou2	S	to wear		
23448	官	guan1	P	official, public servant		
24155	幛	zhang4	P	scroll of silk or cloth bearing a congratulatory message		
24357	弥	mi2	P	extensive, full		
24357	弥	mi2	S	fill		
24357	弥	mi2	A	complete		
24458	徊	huai2	P	linger, walk to and fro, hesitate		
24660	恔	jiao3	P	cheerful		
24660	恔	jiao3	S	bright, sagacious		
25165	才	cai2	P	talent, ability		
25165	才	cai2	S	just, only		
25569	握	wo4	P	grasp, hold fast, take by hand		
25670	摆	bai3	P	put, place		
25670	摆	bai3	S	display		
25670	摆	bai3	A	swing, sway		
26377	有	you3	P	have, own, possess		
26377	有	you3	S	exist		
26579	染	ran3	P	dye		
26579	染	ran3	S	be contagious		
26579	染	ran3	A	infect		
27084	槌	chui2	P	hammer, mallet		
27084	槌	chui2	S	strike, beat		
27185	樱	ying1	P	cherry, cherry blossom		
27589	毅	yi4	P	resolute, decisive, firm, persist		
27690	氪	ke4	P	krypton (element 36, Kr)		
27791	沏	qi1	P	infuse		
27993	浙	zhe4	P	Zhejiang province		
27993	浙	zhe4	S	river		
28195	渣	zha1	P	refuse, dregs, lees, sediment		
28902	烦	fan2	P	bother, vex, trouble		
28902	烦	fan2	S	troublesome		
29306	牺	xi1	P	sacrifice, give up		
29306	牺	xi1	S	sacrificial		
29609	玩	wan2	P	play with, joke, enjoy		
29710	琎	jin4	P	a stone that looks like jade		
29811	瑳	cuo1	P	luster of gem		
29811	瑳	cuo1	S	lustrous, bright		
29912	瓘	guan4	P	jade		
30114	疢	chen4	P	aching of limbs, muscular pains		
30518	眶	kuang4	P	eye socket		
30518	眶	kuang4	S	rim of eye		
30720	砀	dang4	P	brilliantly colored stone with veined patterns in it		
30922	磊	lei3	P	pile of rocks or stones		
30922	磊	lei3	S	great		
31124	禔	zhi1	P	happiness		
31124	禔	zhi1	S	peace		
31124	禔	zhi1	A	good fortune		
31528	笨	ben4	P	foolish, stupid, dull		
31528	笨	ben4	S	awkward		
31629	箍	gu1	P	hoop		
31629	箍	gu1	S	bind, surround		
31932	粼	lin2	P	clear like water		
31932	粼	lin2	S	crystalline		
32437	纵	zong4	P	indulge in, give free reign to		
32538	缚	fu4	P	to tie		
32942	肮	ang1	P	dirty		
33043	脓	nong2	P	pus		
33548	茌	chi2	P	name of a district in Shandong		
33750	菖	chang1	P	iris, sweet flag, calamus		
34558	蛾	e2	P	moth		
34659	蝣	you2	P	Ephemera strigata, mayfly		
34962	袒	tan3	P	strip		
34962	袒	tan3	S	lay bare		
34962	袒	tan3	A	bared		
34962	袒	tan3	A	naked		
35164	襜	chan1	P	flutter		
35164	襜	chan1	S	shaking or vibrating		
35871	谟	mo2	P	scheme, plan		
35871	谟	mo2	S	plan		
35871	谟	mo2	A	be without		
36174	赎	shu2	P	buy, redeem		
36174	赎	shu2	S	ransom		
36174	赎	shu2	A	atone for		
36275	足	zu2	P	foot		
36275	足	zu2	S	attain, satisfy, enough		
36477	蹽	liao1	P	to run		
36477	蹽	liao1	S	to slip away quietly		
36881	逑	qiu2	P	collect, unite		
36881	逑	qiu2	S	match, pair		
37083	郛	fu2	P	outer walls of city		
37083	郛	fu2	S	suburbs		
38093	铍	pi2	P	beryllium (element 4, Be)		
38194	锲	qie4	P	sickle		
38194	锲	qie4	S	cut, carve, engrave		
38396	闼	ta4	P	door		
38396	闼	ta4	S	gate		
38497	陡	dou3	P	steep, sloping		
38497	陡	dou3	S	abruptly, sudden		
38598	集	ji2	P	assemble, collect together		
38901	韵	yun4	P	rhyme		
38901	韵	yun4	S	vowel		
39305	馉	gu3	P	glutinous rice		
39608	骸	hai2	P	skeleton, body		
39608	骸	hai2	S	leg bone		
40113	鲱	fei1	P	herring		
40517	鹅	e2	P	goose		
152930	𥕢	cao2	P	place name in Hunan province		
178887	𫫇	e4	P	nastiness		
178887	𫫇	e4	S	nauseate: sickening		
