# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20057	乙	yi3	P	second		
20057	乙	yi3	S	2nd heavenly stem		
20259	伣	qian4	P	like		
20360	侈	chi3	P	luxurious, extravagant		
20461	俭	jian3	P	temperate, frugal, economical		
20865	冁	chan3	P	smile		
21067	剋	kei1	P	subdue, overcome		
21067	剋	kei1	S	cut down		
21269	匕	bi3	P	spoon, ladle		
21269	匕	bi3	S	knife, dirk		
21370	卺	jin3	P	winecups		
21471	叟	sou3	P	old man		
21471	叟	sou3	S	elder		
21673	咩	mie1	P	the bleating of sheep		
21673	咩	mie1	S	an interrogative particle		
22885	奥	ao4	P	mysterious, obscure, profound		
22986	姊	zi3	P	elder sister		
23592	尨	mang2	P	shaggy haired dog		
23592	尨	mang2	S	variegated		
23693	岍	qian1	P	a mountain in Shaanxi		
24097	帡	ping2	P	shelter, screen, awning		
24198	庆	qing4	P	congratulate, celebrate		
24501	徵	zhi3	P	summon, recruit		
24501	徵	zhi3	S	musical note		
24703	恿	yong3	P	instigate, incite		
24703	恿	yong3	S	to alarm		
25410	捂	wu3	P	resist		
25511	控	kong4	P	accuse, charge		
25511	控	kong4	S	control		
25612	搌	zhan3	P	to wipe tears		
25612	搌	zhan3	S	to bind		
25915	攻	gong1	P	attack, assault		
25915	攻	gong1	S	criticize		
26016	斠	jiao4	P	measure		
26723	档	dang4	P	shelf		
26723	档	dang4	S	frame, crosspiece		
26925	椭	tuo3	P	oval-shaped, elliptical, tubular		
27531	残	can2	P	injure, spoil		
27531	残	can2	S	oppress		
27531	残	can2	A	broken		
27733	汕	shan4	P	basket for catching fish		
27733	汕	shan4	S	bamboo		
27733	汕	shan4	A	Swatow (Shantou)		
27834	沺	tian2	P	turbulent		
28238	湎	mian3	P	flushed with drink, drunk		
28844	炬	ju4	P	torch		
29450	猊	ni2	P	lion		
29450	猊	ni2	S	wild beast		
29450	猊	ni2	A	wild horse		
29854	璞	pu2	P	unpolished gem, uncarved gem		
30157	痍	yi2	P	wound, bruise, sore		
30460	盼	pan4	P	look, gaze		
30460	盼	pan4	S	expect, hope for		
30561	睡	shui4	P	sleep, doze		
30763	砫	zhu4	P	name of a county in Sichuan		
31066	祚	zuo4	P	throne		
31066	祚	zuo4	S	bless		
31066	祚	zuo4	A	blessing, happiness		
31672	箸	zhu4	P	chopsticks		
32480	绠	geng3	P	well rope		
32581	罅	xia4	P	crack, fissure, split		
32985	胙	zuo4	P	meat offered in sacrifice to one's ancestors		
33086	脾	pi2	P	spleen, pancreas		
33086	脾	pi2	S	disposition		
33490	苒	ran3	P	lush		
33490	苒	ran3	S	successively, in order		
33692	莜	you2	P	Avena nuda		
33692	莜	you2	S	a bamboo basket		
33793	萁	qi2	P	beakstalk, stalks of pulse		
34601	蜩	tiao2	P	cicada, broad locust		
35813	该	gai1	P	should, ought to, need to		
36318	跞	li4	P	walk, move		
36722	轲	ke1	P	axle		
36722	轲	ke1	S	personal name of Mencius		
36924	逼	bi1	P	compel, pressure, force		
36924	逼	bi1	S	bother		
37025	邡	fang1	P	name of a district in Sichuan		
37328	釐	xi1	P	manage, control		
37328	釐	xi1	S	thousandth part of tael		
38035	钓	diao4	P	fish		
38035	钓	diao4	S	fishhook		
38035	钓	diao4	A	tempt, lure		
38136	铸	zhu4	P	melt, cast		
38136	铸	zhu4	S	coin, mint		
38237	镝	di1	P	dysprosium (element 66, Dy)		
38641	雱	pang1	P	snowing heavily		
38742	靖	jing4	P	pacify		
38742	靖	jing4	S	appease		
38742	靖	jing4	A	calm, peaceful		
39045	颅	lu2	P	skull		
39550	驾	jia4	P	to drive, sail, fly		
39550	驾	jia4	S	a cart, carriage		
39752	魈	xiao1	P	mischievous, one footed spirit that dwells in the mountains		
40156	鳜	gui4	P	mandarin fish		
40560	鹰	ying1	P	falcon		
40560	鹰	ying1	S	Accipiter species (various)		
