# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
20329	佩	pei4	P	belt ornament, pendant		
20329	佩	pei4	S	wear at waist, tie to the belt		
20329	佩	pei4	A	respect		
20430	俎	zu3	P	chopping board or block		
20430	俎	zu3	S	painted		
20834	兢	jing1	P	fearful, cautious, wary		
20935	凇	song1	P	dewdrop		
20935	凇	song1	S	icicle		
21036	刬	chan4	P	to level off		
21036	刬	chan4	S	to trim		
21036	刬	chan4	A	to pare down		
21945	喹	kui2	P	quinoxaline (chemical compound)		
22046	嘞	lei0	P	final particle used for polite refusal		
22349	坍	tan1	P	collapse		
22349	坍	tan1	S	landslide		
22450	垲	kai3	P	high and dry place		
22955	妫	gui1	P	family name		
23157	婵	chan2	P	beautiful, lovely, pretty, graceful		
23359	嬿	yan4	P	lovely		
23460	室	shi4	P	room, home, house, chamber		
23460	室	shi4	S	13th lunar mansion, determinative star α Pegasi (Markab)		
23965	嶝	deng4	P	path leading up a mountain		
24066	市	shi4	P	market, fair		
24066	市	shi4	S	city, town		
24066	市	shi4	A	trade		
24369	弱	ruo4	P	weak		
24369	弱	ruo4	S	fragile, delicate		
24571	忻	xin1	P	delightful, joyful, pleasant		
24773	情	qing2	P	feeling, sentiment, emotion		
25480	授	shou4	P	give to, transmit		
25480	授	shou4	S	confer		
25581	揭	jie1	P	raise, lift up		
25682	摒	bing4	P	expel, cast off		
25682	摒	bing4	S	arrange		
25783	撷	xie2	P	pick up, gather up		
25783	撷	xie2	S	hold in lap		
26086	旦	dan4	P	dawn		
26086	旦	dan4	S	morning		
26086	旦	dan4	A	day		
26187	晋	jin4	P	advance, increase		
26187	晋	jin4	S	promote		
26389	朕	zhen4	P	pronoun 'I'		
26894	椎	zhui1	P	hammer, mallet		
26894	椎	zhui1	S	vertebra		
27197	樽	zun1	P	goblet		
27197	樽	zun1	S	jar, jug		
27197	樽	zun1	A	lush		
27803	沛	pei4	P	abundant, full, copious		
27803	沛	pei4	S	sudden		
28005	浥	yi4	P	moist, wet, dampen		
28207	港	gang3	P	port, harbor		
28207	港	gang3	S	small stream		
28207	港	gang3	A	bay		
28409	滹	hu1	P	the bank of a steam		
28510	潞	lu4	P	a county in Yunnan		
29520	獐	zhang1	P	roebuck, hornless river deer		
29722	琚	ju1	P	girdle ornaments		
29924	瓤	rang2	P	flesh, core, pulp, pith		
30126	疮	chuang1	P	tumor, boil, sore, wound		
30328	癸	gui3	P	10th heavenly stem		
30631	瞧	qiao2	P	glance at, look at, see		
30732	砌	qi4	P	to build, pile up		
30732	砌	qi4	S	stone steps, brick walk		
31742	篾	mie4	P	bamboo splints or slats		
31944	糈	xu3	P	sacrificial rice		
31944	糈	xu3	S	rations		
31944	糈	xu3	A	pay		
32449	绁	xie4	P	to contract, draw in, reduce, shorten		
32550	缦	man4	P	plain silk		
32550	缦	man4	S	simple, plain		
32752	翰	han4	P	writing brush, pen, pencil		
32954	肺	fei4	P	lungs		
33358	艎	huang2	P	fast boat		
33459	芳	fang1	P	fragrant		
33459	芳	fang1	S	virtuous		
33459	芳	fang1	A	beautiful		
33661	荽	sui1	P	coriander		
34065	蔑	mie4	P	disdain, disregard		
34065	蔑	mie4	S	slight		
34570	蜊	li2	P	clam		
34873	蠹	du4	P	moth		
34873	蠹	du4	S	insects which eat into cloth		
35883	谫	jian3	P	shallow		
35883	谫	jian3	S	stupid		
36186	赚	zhuan4	P	make money, earn		
36186	赚	zhuan4	S	gain, profit		
36287	趿	ta1	P	to tread on		
36287	趿	ta1	S	slipshod		
36893	逝	shi4	P	pass away		
36893	逝	shi4	S	die		
36994	邂	xie4	P	unexpected meeting		
36994	邂	xie4	S	encounter by		
37095	郧	yun2	P	county in Hubei province		
37196	酌	zhuo2	P	serve wine		
37196	酌	zhuo2	S	feast		
37196	酌	zhuo2	A	deliberate		
38105	铙	nao2	P	cymbals		
38105	铙	nao2	S	hand bell		
38105	铙	nao2	A	disturb		
38206	锾	huan2	P	measure		
38206	锾	huan2	S	money, coins		
38408	阈	yu4	P	threshold		
38408	阈	yu4	S	separated, confined		
38610	雒	luo4	P	black horse with white mane		
40125	鲽	die2	P	flatfish		
40125	鲽	die2	S	flounder		
40125	鲽	die2	A	sole		
40529	鹑	chun2	P	quail		
40529	鹑	chun2	S	Turnix species (various)		
40832	龀	chen4	P	lose baby teeth and get adult teeth		
